"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-8.921394348E-1,1.508047819E0,1.145864964E1
2.007619800E-2,-3.079541922E-1,1.546355009E0,9.911994934E0
4.013562500E-2,-4.492121041E-1,1.883937478E0,8.159439087E0
6.019500000E-2,-2.433107495E-1,2.535160303E0,7.438784599E0
8.023536500E-2,-5.177461356E-2,2.513612509E0,7.599195957E0
1.003002610E-1,-3.893570602E-1,1.960551858E0,8.341399193E0
1.203741150E-1,8.340800405E-1,2.444180727E0,8.487444878E0
1.404334900E-1,-4.635773003E-1,1.407491326E0,1.001015759E1
1.604928650E-1,-8.921394348E-1,2.080261946E0,1.228704357E1
1.805522400E-1,-9.687538743E-1,8.424597383E-1,1.009156036E1
2.006116150E-1,-9.639654756E-1,2.726696491E0,8.226476669E0
2.206710420E-1,-1.543362260E0,4.189553738E0,7.896077156E0
2.407309380E-1,-5.306149721E-1,4.558260918E0,8.841787338E0
2.607908340E-1,7.990647852E-2,4.646846294E0,8.415618896E0
2.808507290E-1,-2.097919285E-1,4.594173908E0,7.841010571E0
3.009106250E-1,4.150947332E-1,4.203918934E0,8.046912193E0
3.209701560E-1,4.701613486E-1,3.387496233E0,8.743624687E0
3.410295310E-1,8.948329091E-2,3.744232178E0,9.179368973E0
3.610889060E-1,8.978256374E-4,3.500023603E0,9.076418877E0
3.811482810E-1,-3.501519933E-2,3.576637983E0,8.839392662E0
4.012076560E-1,-7.700351477E-1,3.519177198E0,8.499416351E0
4.212670840E-1,-7.221511006E-1,3.883095980E0,8.590395927E0
4.413269790E-1,-9.208698273E-1,3.859153748E0,8.130708694E0
4.613868750E-1,-1.016637921E0,3.514388800E0,7.833827972E0
4.814467710E-1,-1.296759486E0,3.859153748E0,8.101978302E0
5.015066670E-1,-1.399710178E0,4.175188541E0,7.795520782E0
5.215661980E-1,-1.394921780E0,4.297292709E0,7.814674377E0
5.416255730E-1,-9.376292229E-1,4.235043526E0,8.554482460E0
5.616849480E-1,-3.821744323E-1,4.361936092E0,9.308655739E0
5.817443230E-1,-1.451484710E-1,4.692336082E0,1.008677197E1
6.018036980E-1,-1.954267174E-1,4.292504311E0,1.028549004E1
6.218631770E-1,-7.963713408E-1,4.223072529E0,1.034774017E1
6.419230730E-1,-1.165078402E0,4.833593845E0,1.072362900E1
6.619829690E-1,-1.098040700E0,5.369894981E0,1.075475407E1
6.820426040E-1,-1.246481299E0,5.855917931E0,1.048420906E1
7.021016670E-1,-1.038185716E0,6.071396351E0,1.038365269E1
7.221620840E-1,-1.380556583E0,5.281309605E0,1.009634876E1
7.422219790E-1,-1.900098324E0,4.326023102E0,9.967061996E0
7.622813540E-1,-2.778770447E0,3.069067240E0,1.015380955E1
7.823397920E-1,-2.948758602E0,2.707542896E0,1.017056847E1
8.023998960E-1,-2.644695044E0,2.245461941E0,8.346187592E0
8.224604170E-1,-2.058115721E0,2.106598139E0,6.603208065E0
8.425197920E-1,-2.287959099E0,2.568679094E0,4.793191910E0
8.625791670E-1,-2.908057213E0,2.465728521E0,5.013458252E0
8.826385420E-1,-5.002983570E0,2.171241760E0,5.015852451E0
9.026979170E-1,-5.014954567E0,1.895908475E0,6.272808552E0
9.227574480E-1,-6.178536892E0,2.475305319E0,6.981492043E0
9.428173440E-1,-5.357325554E0,3.176806450E0,4.280832767E0
9.628772400E-1,-4.335001469E0,3.655646801E0,2.839523315E0
9.829371360E-1,-3.556885958E0,3.557484388E0,2.683900118E0
1.002997031E0,-3.628711939E0,3.545513391E0,5.461174011E0
1.023056615E0,-4.821024418E0,3.892672777E0,7.910442352E0
1.043115990E0,-5.302258968E0,4.220678329E0,9.136273384E0
1.063175365E0,-3.942352295E0,4.637269497E0,9.294290543E0
1.083234740E0,-3.468300343E0,5.108927250E0,9.062053680E0
1.103294115E0,-3.777152538E0,5.010765076E0,9.117119789E0
1.123353802E0,-4.086004257E0,5.017947674E0,9.806650162E0
1.143413698E0,-4.306271076E0,5.240608215E0,1.026633644E1
1.163473594E0,-4.165013313E0,5.544672012E0,9.864110947E0
1.183533490E0,-3.887285709E0,5.489605427E0,9.449913979E0
1.203593386E0,-3.226485968E0,5.341164589E0,9.270348549E0
1.223652917E0,-3.121141195E0,5.345952988E0,9.241618156E0
1.243712292E0,-3.765181541E0,5.168782234E0,9.979032516E0
1.263771667E0,-3.863343716E0,5.027524471E0,1.054645824E1
1.283831042E0,-3.829824924E0,4.931756020E0,1.047223854E1
1.303890417E0,-3.844190121E0,4.737825871E0,1.032140350E1
1.323950313E0,-3.729268312E0,4.754585266E0,1.034774017E1
1.344010209E0,-3.640682936E0,4.776133060E0,1.039322948E1
1.364070104E0,-3.341407776E0,4.673182487E0,9.835380554E0
1.384130104E0,-3.070863008E0,4.390666485E0,9.308655739E0
1.404189479E0,-2.764405251E0,3.650858402E0,9.809044838E0
1.424248854E0,-3.274370193E0,3.093009233E0,1.065419769E1
1.444308229E0,-3.820248127E0,2.389113903E0,1.041717148E1
1.464367604E0,-3.087622404E0,2.144905329E0,8.971074104E0
1.484428386E0,-2.144306898E0,1.828870773E0,7.015010834E0
1.504487761E0,-1.011849523E0,1.886331677E0,5.748478413E0
1.524547136E0,-4.875193238E-1,2.183212757E0,5.700594425E0
1.544606511E0,-1.449988365E0,2.480093718E0,6.500257492E0
1.564665886E0,-3.121141195E0,2.573467493E0,7.510610580E0
1.584726719E0,-4.370914459E0,2.688389301E0,8.140285492E0
1.604786094E0,-4.418798447E0,2.477699518E0,8.971074104E0
1.624845469E0,-3.686172724E0,2.386719704E0,9.698910713E0
1.644904844E0,-3.058892012E0,2.384325504E0,9.921571732E0
1.664964219E0,-2.666242838E0,2.391508341E0,9.536105156E0
1.685024063E0,-2.192190886E0,2.324470520E0,8.633491516E0
1.705083959E0,-1.694196939E0,2.331653118E0,7.690176010E0
1.725143854E0,-7.772177458E-1,2.396296740E0,7.113173485E0
1.745203750E0,-8.897452354E-1,2.726696491E0,6.768408298E0
1.765263646E0,-1.631947756E0,2.956539869E0,6.912060261E0
1.785323386E0,-2.031779528E0,3.164835453E0,7.259219646E0
1.805382761E0,-2.077269316E0,2.975693464E0,7.975085735E0
1.825442136E0,-1.359008789E0,2.839223862E0,8.868123055E0
1.845501511E0,-1.619976759E0,3.066673040E0,9.081207275E0
1.865560886E0,-2.546532869E0,3.071461439E0,8.971074104E0
1.885620781E0,-3.398868561E0,2.963722467E0,9.574412346E0
1.905680677E0,-4.303876877E0,2.815281868E0,1.088164711E1
1.925740573E0,-4.816236019E0,2.812887669E0,1.140597725E1
1.945800469E0,-4.811447620E0,2.808099270E0,1.117852783E1
1.965860365E0,-4.849754810E0,2.820070267E0,1.156159973E1
1.985920104E0,-5.110723019E0,2.559102297E0,1.248815632E1
2.005979479E0,-5.594351768E0,2.425027132E0,1.304361057E1
2.026038854E0,-5.886444092E0,2.197577953E0,1.357751751E1
2.046098229E0,-5.960664272E0,1.833659172E0,1.413776112E1
2.066157604E0,-5.206490993E0,1.256656647E0,1.361103630E1
2.086217500E0,-3.959111691E0,8.711901307E-1,1.116416264E1
2.106277396E0,-3.566462755E0,7.921814919E-1,8.180987358E0
2.126337292E0,-3.152265787E0,7.347206473E-1,5.987898350E0
