"Time (s)","Pressure (hPa)"
1.004615620E-1,1.016911133E3
1.804615620E-1,1.016909180E3
2.604615620E-1,1.016894531E3
3.404600000E-1,1.016900391E3
4.204600000E-1,1.016898438E3
5.004615620E-1,1.016901855E3
5.804600000E-1,1.016897949E3
6.604600000E-1,1.016891113E3
7.404693750E-1,1.016889160E3
8.204600000E-1,1.016896484E3
9.004600000E-1,1.016896484E3
9.804600000E-1,1.016902832E3
1.060461562E0,1.016908203E3
1.140461562E0,1.016903809E3
1.220461562E0,1.016896484E3
1.300461562E0,1.016897461E3
1.380460000E0,1.016900879E3
1.460461562E0,1.016902344E3
1.540461562E0,1.016904785E3
1.620461562E0,1.016912598E3
1.700461562E0,1.016918945E3
1.780460000E0,1.016923340E3
1.860467812E0,1.016912109E3
1.940460000E0,1.016919434E3
2.020461562E0,1.016920410E3
2.100460000E0,1.016913574E3
2.180460000E0,1.016915527E3
2.260461562E0,1.016913574E3
2.340460000E0,1.016924316E3
2.420460000E0,1.016920410E3
2.500461562E0,1.016910645E3
2.580460000E0,1.016899414E3
2.660461562E0,1.016908203E3
2.740461562E0,1.016921387E3
2.820460000E0,1.016927734E3
2.900461562E0,1.016931152E3
2.980460000E0,1.016904785E3
3.060461562E0,1.016914551E3
3.140461562E0,1.016932129E3
3.220460000E0,1.016943848E3
3.300460000E0,1.016932129E3
3.380461562E0,1.016933105E3
3.460460000E0,1.016938965E3
3.540460000E0,1.016931152E3
3.620460000E0,1.016921875E3
3.700460000E0,1.016926758E3
3.780460000E0,1.016929199E3
3.860460000E0,1.016936523E3
3.940460000E0,1.016941406E3
4.020460000E0,1.016936523E3
4.100461562E0,1.016944824E3
4.180460000E0,1.016958008E3
4.260461562E0,1.016963867E3
4.340460000E0,1.016965332E3
4.420460000E0,1.016936523E3
4.500460000E0,1.016925293E3
4.580460000E0,1.016954102E3
4.660460000E0,1.016982910E3
4.740460000E0,1.016980469E3
4.820460000E0,1.016979492E3
4.900460000E0,1.016950195E3
4.980460000E0,1.016944336E3
5.060460000E0,1.016915527E3
5.140460000E0,1.016900391E3
5.220460000E0,1.016929199E3
5.300460000E0,1.016958008E3
5.380503750E0,1.016960449E3
5.460460000E0,1.016934570E3
5.540460000E0,1.016905762E3
5.620460000E0,1.016934570E3
5.700460000E0,1.016963379E3
5.780460000E0,1.016986328E3
5.860460000E0,1.016971680E3
5.940460000E0,1.016942871E3
6.020460000E0,1.016914062E3
6.100460000E0,1.016884766E3
6.180460000E0,1.016914062E3
6.260460000E0,1.016932129E3
6.340460000E0,1.016953125E3
6.420460000E0,1.016961426E3
6.500460000E0,1.016932617E3
6.580460000E0,1.016916504E3
6.660460000E0,1.016945801E3
6.740460000E0,1.016973145E3
6.820460000E0,1.016991699E3
6.900460000E0,1.016963379E3
6.980460000E0,1.016934570E3
7.060460000E0,1.016905762E3
7.140460000E0,1.016878906E3
