"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.205291501E1,1.187772257E2,0.000000000E0,0.000000000E0,0.000000000E0,1.473953152E1,0.000000000E0
1.610708330E-1,3.205291501E1,1.187772257E2,0.000000000E0,0.000000000E0,0.000000000E0,1.473953152E1,0.000000000E0
7.717826561E0,3.205284138E1,1.187772619E2,3.194746533E1,2.504171133E-1,2.817849121E2,1.024876595E1,1.024876595E1
8.725994790E0,3.205284001E1,1.187772502E2,3.396496095E1,2.962901592E-1,2.296712494E2,1.510494423E1,1.510494423E1
9.726693227E0,3.205283677E1,1.187772401E2,3.579095674E1,3.160126209E-1,2.590380859E2,1.939985847E1,1.939985847E1
1.071840052E1,3.205283742E1,1.187772227E2,3.809859380E1,4.052344263E-1,2.614694519E2,1.639405251E1,1.639405251E1
1.172041146E1,3.205283996E1,1.187772056E2,4.007561604E1,5.261262655E-1,2.842532654E2,1.848668480E1,1.848668480E1
1.273682031E1,3.205284306E1,1.187771884E2,4.037984283E1,8.292350173E-1,2.721684875E2,1.887814522E1,1.887814522E1
1.372293385E1,3.205284431E1,1.187771677E2,4.073037171E1,5.598896146E-1,2.542165527E2,1.664034653E1,1.664034653E1
1.472583073E1,3.205284438E1,1.187771456E2,4.105161538E1,4.592717886E-1,2.465298462E2,1.396619797E1,1.396619797E1
1.572639271E1,3.205284422E1,1.187771293E2,3.979973664E1,6.945517659E-1,2.325124207E2,1.414918709E1,1.414918709E1
1.673595833E1,3.205284315E1,1.187771023E2,4.012500527E1,5.265216231E-1,2.533579865E2,1.037035465E1,1.037035465E1
1.772555781E1,3.205284950E1,1.187770667E2,3.782434520E1,3.248302937E-1,2.646799622E2,7.649183273E0,7.649183273E0
1.873197656E1,3.205283681E1,1.187770196E2,3.912711659E1,3.329494596E-1,2.307058411E2,4.699999809E0,4.699999809E0
1.973311823E1,3.205283350E1,1.187769962E2,3.810822350E1,5.398376584E-1,2.204292297E2,7.753967285E0,7.753967285E0
2.073119896E1,3.205282538E1,1.187769716E2,3.715558016E1,5.088522434E-1,2.623646851E2,4.699999809E0,4.699999809E0
2.174261250E1,3.205284288E1,1.187769408E2,2.732467495E1,8.337391019E-1,2.473387451E2,4.699999809E0,4.699999809E0
2.272757396E1,3.205283596E1,1.187769297E2,2.572659480E1,9.657430649E-1,2.465177460E2,1.019825745E1,1.019825745E1
2.373354323E1,3.205283043E1,1.187769237E2,2.397295305E1,6.906499267E-1,2.615970459E2,7.393906593E0,7.393906593E0
2.473590573E1,3.205282656E1,1.187769168E2,2.244886046E1,9.294794202E-1,2.586663818E2,9.332016945E0,9.332016945E0
2.574193750E1,3.205282746E1,1.187769076E2,2.055135348E1,1.050208926E0,2.568675842E2,1.213151360E1,1.213151360E1
2.673332291E1,3.205282375E1,1.187769005E2,2.042833278E1,1.027831912E0,2.540730286E2,1.565922356E1,1.565922356E1
2.774415573E1,3.205282332E1,1.187768956E2,2.011309264E1,1.036793590E0,2.484786530E2,1.168242836E1,1.168242836E1
2.874302552E1,3.205282797E1,1.187768827E2,1.859402752E1,8.573548198E-1,2.471183777E2,1.300037766E1,1.300037766E1
2.973733385E1,3.205283169E1,1.187768701E2,1.717343771E1,5.969011784E-1,2.589105835E2,1.716752052E1,1.716752052E1
3.072968854E1,3.205284861E1,1.187768588E2,1.499831490E1,7.053184509E-1,2.664660950E2,5.486105919E0,5.486105919E0
3.173514635E1,3.205286259E1,1.187768477E2,1.422807956E1,6.771615148E-1,2.290692444E2,5.396974564E0,5.396974564E0
3.273547604E1,3.205286298E1,1.187768370E2,1.277106195E1,9.804977775E-1,2.170342102E2,2.000000000E1,2.000000000E1
3.373631770E1,3.205286245E1,1.187768250E2,1.106294699E1,1.460284114E0,2.037086639E2,1.761883736E1,1.761883736E1
3.473524999E1,3.205286461E1,1.187768111E2,1.049987222E1,1.264371753E0,2.479549561E2,1.892051888E1,1.892051888E1
