"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.852562000E-3,-1.283532619E0,-1.419703126E0,-3.882659376E-1
2.485256200E-2,-1.910768986E0,-1.176892996E0,-3.748094440E-1
4.485725000E-2,-2.459290981E0,-7.734950185E-1,-3.706206679E-1
6.486975000E-2,-2.690285444E0,-2.766695917E-1,-4.055795968E-1
8.685568700E-2,-2.561462641E0,4.504694641E-1,-4.410272539E-1
1.088510000E-1,-2.231176615E0,1.705012172E-1,-5.279097557E-1
1.288525620E-1,-1.788037419E0,-2.222502232E-1,-6.929306388E-1
1.488619370E-1,-1.390329242E0,-6.717597842E-1,-8.628035188E-1
1.708619370E-1,-1.149369121E0,-1.236513376E0,-9.903870821E-1
1.928650620E-1,-7.319911122E-1,-1.271297812E0,-8.144229650E-1
2.148510000E-1,-2.194925994E-1,-1.316309810E0,-7.346090674E-2
2.348510000E-1,6.446198821E-1,-1.560080051E0,7.929554582E-1
2.548510000E-1,1.543604136E0,-1.037161946E0,1.134568691E0
2.748510000E-1,1.504700661E0,7.138396613E-3,7.173303366E-1
2.948510000E-1,1.438674927E-1,2.602111399E-1,-4.623202682E-1
3.148510000E-1,-8.730834723E-1,4.479911029E-1,-1.003948331E0
3.348510000E-1,-1.291404009E0,8.467813730E-1,-7.544185519E-1
3.548510000E-1,-1.385075808E0,1.812960744E0,-2.571917176E-1
3.748510000E-1,-1.156926394E0,3.392693043E0,3.998549283E-1
3.948510000E-1,-1.329469681E0,2.524653673E0,3.182782531E-1
4.148510000E-1,-1.302469373E0,1.911135465E-1,-2.199114766E-3
4.348572500E-1,-5.233020782E-1,-2.768476248E0,-2.608918250E-1
4.568541250E-1,8.838172555E-1,-5.124548435E0,-3.475648761E-1
4.768588120E-1,2.031353712E0,-3.669572115E0,-3.220830560E-1
4.988510000E-1,2.368708611E0,-1.570133090E0,-3.083996847E-2
5.188541250E-1,1.523113966E0,-1.227856636E0,3.726277873E-2
5.408541250E-1,4.790579677E-1,-6.671695709E-1,-2.715732343E-2
5.628510000E-1,-4.395960867E-1,-4.278151095E-1,-1.701870561E-1
5.828525620E-1,-7.669326067E-1,-1.476758003E0,-1.688605994E-1
6.028572500E-1,-5.228308439E-1,-1.183472872E0,-1.292765439E-1
6.248510000E-1,-6.527531147E-2,-4.221253395E-1,-2.848202884E-1
6.448525620E-1,3.000220954E-1,-1.495415568E0,1.550725102E-1
6.668525620E-1,3.581241071E-1,-2.226114988E0,3.766245842E-1
6.888510000E-1,-3.119775951E-1,-2.700495481E0,1.995085925E-1
7.088510000E-1,-1.298053741E0,-2.395953178E0,-4.612905160E-2
