"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.933953100E-2,-1.346742392E0,-4.775686264E-1,2.319787025E0
9.299437500E-2,1.653747559E-1,-3.353338242E-1,1.411149979E0
1.166491670E-1,1.465251207E0,-4.123010635E-1,2.745628357E-3
1.403039580E-1,2.321216345E0,-1.281045914E0,-1.219923019E0
1.639587500E-1,1.416001558E0,-1.834212780E0,-1.392722130E0
1.876135940E-1,5.036921501E-1,-1.381835938E0,-3.589735031E-1
2.112683850E-1,1.244877338E0,-1.488502502E0,2.851037979E-1
2.349231770E-1,5.450841188E-1,-1.257349968E0,-1.716613770E-5
2.585780210E-1,-9.087493420E-1,-5.588049889E-1,-6.302642822E-1
2.822328120E-1,-5.735801458E-1,-4.864175320E-1,-1.473712921E-1
3.058876560E-1,-4.355255365E-1,-3.160715103E-1,5.679559708E-1
3.295424480E-1,-4.212263823E-1,2.854559422E-1,2.377567291E-1
3.531972400E-1,-1.823428869E-1,5.270228386E-1,-4.548273087E-1
3.768520830E-1,2.391358614E-1,2.150452137E-1,-8.894481659E-1
4.005068750E-1,4.507990479E-1,-4.140117168E-1,-1.688035488E0
4.241617190E-1,1.678569913E-1,-5.435845852E-1,-1.514599800E0
4.478165100E-1,2.304322720E-1,-8.524937630E-1,-7.509841919E-1
4.714713020E-1,-7.122765779E-1,-6.787247658E-1,2.040405273E-1
4.951261460E-1,-1.011805415E0,-6.679058075E-3,-4.719419479E-1
5.187809370E-1,-2.221158266E0,2.422600746E0,-2.425851822E-1
5.424357810E-1,-2.371511698E0,1.820029974E0,1.294171333E0
5.660905730E-1,2.559258938E-1,-1.401484847E0,-2.249765396E-1
5.897454170E-1,1.647806883E0,-2.375664711E0,-2.271564484E0
6.134002080E-1,2.168914318E0,-1.976335883E0,-2.144926071E0
6.370550520E-1,1.622858286E0,-9.486134052E-1,-3.892270088E0
6.607098440E-1,9.017213583E-1,-1.425552368E0,8.220939636E-1
6.843646870E-1,-1.198009253E0,-2.045297384E0,6.374899864E0
7.080195310E-1,-1.456434727E0,-8.822393417E-1,5.519041061E0
7.316743230E-1,-8.833361864E-1,1.473285913E0,2.945110321E0
7.553291670E-1,-1.095034122E0,-8.397634029E-1,1.881768227E0
7.789839580E-1,-3.164616585E0,4.180450439E-1,4.812149048E0
8.026388020E-1,-1.939263582E0,-2.914835215E-1,3.167359352E0
8.262935940E-1,4.594638944E-2,-8.765023351E-1,1.153259277E-1
8.499484370E-1,2.540129185E0,-3.291017771E0,-1.325239182E0
8.736032810E-1,-2.697510242E0,3.994796276E-1,-5.120840549E0
8.972581250E-1,-2.051620722E0,1.305627704E0,-3.572861671E0
9.209129170E-1,1.904934287E0,-5.630778670E-1,1.723687172E0
9.445677600E-1,-7.496824861E-1,1.866528988E-1,2.391722679E0
9.682226040E-1,-2.556772709E0,-7.951915264E-1,1.263689995E0
9.918773960E-1,7.294625044E-1,-9.352446198E-1,3.472661972E-1
1.015532240E0,9.991648197E-1,-6.482324600E-1,1.058347702E0
1.039187083E0,-6.027303338E-1,-5.482973456E-1,7.330513000E-2
1.062841927E0,1.813685149E-1,-8.465530872E-1,2.560415268E-1
1.086496771E0,1.617987037E0,-1.009287477E0,2.709321976E-1
1.110151615E0,-4.184117019E-1,-5.053287745E-1,-2.034183979E0
1.133806406E0,-1.797286034E0,-7.108660936E-1,-4.481697083E-2
1.157461250E0,-9.812207222E-1,-5.443706512E-1,5.509901047E-1
1.181116094E0,-6.731918454E-1,-6.313012838E-1,-1.329854965E0
1.204770937E0,-1.074176550E0,-1.129344702E-1,-7.635269165E-1
1.228425781E0,-2.212959766E0,1.141746044E-1,-1.621176720E0
1.252080625E0,-9.086104631E-1,-1.853313446E-1,-1.729707718E-1
1.275735469E0,5.628631115E-1,-9.741168022E-1,1.386361122E0
1.299390365E0,-8.082568049E-1,-3.701938391E-1,4.669446945E-1
1.323045208E0,-2.248061180E0,-3.152520657E-1,-1.392395020E0
1.346700052E0,-1.358734608E0,-8.385187387E-1,-9.136009216E-1
1.370354896E0,1.032450795E-1,-1.296964884E0,3.706092834E-1
1.394009740E0,5.666321516E-2,-1.247220159E0,-4.257097244E-1
1.417664583E0,-9.475835562E-1,-9.868478775E-1,-1.427715302E0
1.441319479E0,-1.143862247E0,-7.333029509E-1,-2.511520386E-1
1.464974323E0,-3.145658076E-1,-1.111059904E0,-1.638980865E0
1.488629167E0,-6.214095354E-1,-9.298964739E-1,-2.612082958E0
1.512284062E0,-2.824590206E-1,-8.981256485E-1,-2.738852501E0
1.535938906E0,2.953660488E-2,-8.175938129E-1,-2.286072731E0
1.559593802E0,-7.176725864E-1,-1.175187588E0,-7.827033997E-1
1.583248646E0,-1.579819441E0,-1.208637714E0,5.115585327E-1
1.606903542E0,-7.563878298E-1,-1.278347969E0,-2.050622940E0
1.630558385E0,-4.413051605E-1,-1.354427814E0,-1.831880569E0
1.654213281E0,-6.222764254E-1,-1.741014004E0,-5.654487610E-1
1.677868125E0,-7.851884365E-1,-1.792753100E0,-4.239759445E-1
1.701523021E0,1.106076241E-1,-1.603656054E0,-1.638343811E0
1.725177917E0,-5.084776878E-1,-1.610882998E0,-3.890781403E-1
1.748832760E0,-1.536359549E0,-1.658497334E0,8.755054474E-1
1.772487656E0,-9.284707308E-1,-1.446686268E0,-9.724483490E-1
1.796142552E0,2.800536156E-2,-1.614140034E0,-2.401506424E0
1.819797448E0,-1.447326422E0,-1.828431606E0,-6.091451645E-1
1.843452344E0,-2.399497986E0,-1.912891030E0,-7.013521194E-1
1.867107240E0,-1.028914452E0,-2.647476196E0,-1.336179733E0
1.890762083E0,1.620354652E-1,-2.106108427E0,-6.352787018E-1
1.914416979E0,-2.510811329E0,-2.782696724E0,2.501468658E-1
1.938071875E0,-2.039250374E0,-2.653731346E0,3.375854492E-1
1.961726771E0,-3.130683899E-1,-2.462510586E0,1.548833847E0
1.985381667E0,-4.048173904E0,-2.489377499E0,3.515001297E0
2.009036562E0,-3.401993513E0,-1.455127239E0,7.663089752E0
2.032691510E0,1.174484253E0,1.140106678E0,2.012259007E0
2.056346406E0,1.579436779E0,2.154936790E0,9.181610107E0
2.080001302E0,-2.499834299E0,1.555050373E0,8.091949463E0
2.103656198E0,-3.122877121E0,1.558220863E0,1.045311928E1
2.127311094E0,7.340769291E0,4.386641502E0,4.501221180E0
2.150965990E0,7.941982269E0,4.967772484E0,2.047157288E0
2.174620937E0,-1.348524928E0,2.371034145E0,1.311222076E0
2.198275833E0,-3.871961832E0,2.625128269E0,8.264884949E-1
2.221930729E0,-2.471832514E0,3.653429031E0,-7.432594299E-1
2.245585625E0,-4.773672104E0,3.464759350E0,-3.834432602E0
2.269240573E0,-3.493604898E0,2.587155342E0,-4.200388908E0
2.292895469E0,-4.195449352E0,8.314132690E-3,1.218829155E0
2.316550417E0,-2.595645905E0,-7.743444443E-1,4.105106354E0
2.340205312E0,-9.388685226E-2,-3.228588104E-1,-2.958683968E-1
2.363860260E0,-2.456415176E0,-1.178877354E0,-1.336617470E0
2.387515156E0,-2.818759918E0,-1.781946421E0,-2.363968372E0
2.411170104E0,-2.478960037E0,-1.345479012E0,-1.471086502E0
2.434825000E0,-1.814624310E0,-1.533615828E0,-3.426416397E0
2.458479948E0,-8.986887932E-1,-2.295224905E0,2.664375305E-1
2.482134844E0,3.212545872E0,-2.074462652E0,-4.806887150E0
2.505789792E0,4.361531734E0,-2.074246645E0,1.492136955E0
2.529444687E0,4.470017910E0,-2.605546713E0,-6.178069115E-1
2.553099635E0,-1.114963055E0,-3.789911747E0,9.242115021E-1
2.576754583E0,9.141430855E-1,-1.467400551E0,-1.331457615E0
2.600409479E0,6.294200420E-1,-7.734036446E-2,-1.440056801E0
2.624064427E0,-4.102709293E0,-1.881024599E0,-7.487611771E-1
2.647719375E0,-2.675099850E0,-6.746380329E-1,-2.111671925E0
2.671374271E0,1.303884268E0,1.966551423E0,-6.318335533E-1
2.695029219E0,4.561028481E-1,1.403615952E0,7.274961472E-1
2.718684167E0,-3.063859940E-1,-2.023622990E-1,7.379069328E-1
2.742339062E0,-2.207295418E0,-1.185672760E0,-3.222080708E0
2.765994010E0,-3.369976997E0,-2.443003654E-1,-1.165318966E0
2.789648958E0,3.821522236E0,-2.848236561E-1,2.191560745E0
2.813303906E0,5.346837044E0,8.997163773E-1,2.691164970E0
2.836958802E0,4.213394165E0,1.947904587E0,2.200273991E0
2.860613750E0,5.502245903E0,3.000113487E0,6.976461411E-2
2.884268698E0,5.794826984E0,4.104137421E0,1.594654560E0
2.907923646E0,2.187405586E0,2.625296354E0,3.563626289E0
2.931578594E0,-1.938790321E0,7.762894630E-1,1.490784168E0
2.955233542E0,-2.912783146E0,-1.395112514E0,-1.051192284E0
2.978888437E0,-1.599071026E0,-1.217597961E0,-1.623411655E0
3.002543385E0,-3.724927425E0,-1.471236229E0,-1.270528316E0
3.026198333E0,-3.742439747E0,-4.184373856E0,-7.622194290E-1
3.049853281E0,1.892728806E0,-1.215781212E0,2.302420616E0
3.073508229E0,2.762788534E0,-1.609259605E0,2.422410488E0
3.097163177E0,3.428589582E0,-5.848021507E-1,-3.842301369E-1
3.120818125E0,5.323896408E-1,1.601257324E-1,4.950327873E-1
3.144473073E0,-2.390376091E0,7.092599869E-1,-3.245328903E0
3.168128021E0,-8.974470139E0,2.617204666E0,4.467020035E-1
3.191782969E0,-8.805772781E0,4.231294632E0,1.674836636E0
3.215437917E0,-1.848686695E0,4.218663216E0,-2.394348621E0
3.239092865E0,-2.163173199E0,2.983906746E0,-7.627887726E-1
3.262747812E0,-1.382363319E0,1.409895420E0,-1.276281357E0
3.286402760E0,-4.045910835E-1,-3.013600826E0,2.528605938E0
