"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.212126624E1,1.189532277E2,2.774001918E1,1.409999967E0,3.496000061E2,4.769028664E0,6.670790672E0
3.095696350E-1,3.212118626E1,1.189532485E2,2.220922581E1,1.429999948E0,3.502999878E2,5.638202667E0,7.527137756E0
1.312578489E0,3.212118066E1,1.189532525E2,2.136978570E1,1.370000005E0,3.407000122E2,3.790092468E0,4.265374184E0
2.315470676E0,3.212121001E1,1.189532421E2,2.267108239E1,1.919999957E0,3.147000122E2,3.790092468E0,3.609110117E0
3.315357394E0,3.212124018E1,1.189532330E2,2.268593816E1,1.820000052E0,3.143999939E2,3.790092468E0,3.282064915E0
4.314712446E0,3.212125049E1,1.189532190E2,2.168081543E1,1.669999957E0,3.201000061E2,3.790092468E0,3.045372009E0
5.315800206E0,3.212126874E1,1.189532090E2,2.217105551E1,2.410000086E0,3.231000061E2,3.790092468E0,2.500000000E0
6.315286403E0,3.212128444E1,1.189532003E2,2.200094692E1,2.619999886E0,3.222999878E2,3.790092468E0,2.500000000E0
7.314697080E0,3.212129927E1,1.189531742E2,2.163887835E1,2.859999895E0,3.005000000E2,3.790092468E0,2.500000000E0
8.315361767E0,3.212130924E1,1.189531474E2,2.148645929E1,2.930000067E0,2.941000061E2,3.790092468E0,2.500000000E0
9.314595413E0,3.212132193E1,1.189531213E2,2.161059305E1,2.849999905E0,2.912999878E2,3.790092468E0,2.500000000E0
1.032055760E1,3.212133642E1,1.189530950E2,2.249388583E1,2.599999905E0,3.057999878E2,3.790092468E0,2.500000000E0
1.131888828E1,3.212134997E1,1.189530742E2,2.225270791E1,2.470000029E0,3.115000000E2,3.790092468E0,2.500000000E0
1.231967458E1,3.212136636E1,1.189530572E2,2.218742575E1,2.410000086E0,3.136000061E2,3.790092468E0,2.500000000E0
1.332804057E1,3.212138401E1,1.189530385E2,2.228719079E1,2.609999895E0,3.142999878E2,3.790092468E0,2.500000000E0
1.432406786E1,3.212140035E1,1.189530191E2,2.252928954E1,2.250000000E0,3.126000061E2,3.790092468E0,2.500000000E0
1.532311499E1,3.212141574E1,1.189529976E2,2.242898665E1,2.720000029E0,3.066000061E2,3.790092468E0,2.500000000E0
1.631522208E1,3.212142901E1,1.189529709E2,2.215712731E1,2.940000057E0,2.977000122E2,3.790092468E0,2.500000000E0
1.731464786E1,3.212143907E1,1.189529385E2,2.209145792E1,3.339999914E0,2.882999878E2,3.790092468E0,2.500000000E0
1.831563265E1,3.212144681E1,1.189529023E2,2.132547933E1,3.549999952E0,2.852999878E2,3.790092468E0,2.500000000E0
1.931616906E1,3.212145620E1,1.189528646E2,2.098999006E1,3.779999971E0,2.877000122E2,3.790092468E0,2.500000000E0
2.031881395E1,3.212146817E1,1.189528241E2,2.096554986E1,4.110000134E0,2.911000061E2,3.790092468E0,2.500000000E0
2.132024838E1,3.212148149E1,1.189527818E2,2.062800791E1,4.260000229E0,2.927999878E2,3.790092468E0,2.500000000E0
2.232467994E1,3.212149539E1,1.189527380E2,2.035809867E1,4.420000076E0,2.917999878E2,3.790092468E0,2.500000000E0
2.332229442E1,3.212150910E1,1.189526931E2,2.036913795E1,4.460000038E0,2.913999939E2,3.790092468E0,2.500000000E0
2.431965260E1,3.212152268E1,1.189526478E2,2.006810530E1,4.519999981E0,2.920000000E2,3.790092468E0,2.500000000E0
2.532533697E1,3.212153626E1,1.189526031E2,2.001969533E1,4.480000019E0,2.913999939E2,3.790092468E0,2.500000000E0
2.631537910E1,3.212154968E1,1.189525568E2,1.992447628E1,4.780000210E0,2.901000061E2,3.790092468E0,2.500000000E0
2.731342129E1,3.212156238E1,1.189525097E2,1.990213467E1,4.659999847E0,2.897000122E2,3.790092468E0,2.500000000E0
2.831545395E1,3.212157619E1,1.189524633E2,1.964071830E1,4.639999866E0,2.913999939E2,3.790092468E0,2.500000000E0
2.931469004E1,3.212159320E1,1.189524171E2,1.969510244E1,4.860000134E0,2.952999878E2,3.790092468E0,2.500000000E0
3.032218525E1,3.212161336E1,1.189523732E2,1.969388190E1,4.670000076E0,2.993999939E2,3.790092468E0,2.500000000E0
3.131792853E1,3.212163866E1,1.189523349E2,1.963118963E1,4.619999886E0,3.078999939E2,3.790092468E0,2.500000000E0
3.231407301E1,3.212167042E1,1.189523034E2,1.996313985E1,4.619999886E0,3.190000000E2,3.790092468E0,2.500000000E0
3.331540941E1,3.212170744E1,1.189522805E2,2.014931855E1,4.559999943E0,3.317000122E2,3.790092468E0,2.500000000E0
3.431516046E1,3.212174760E1,1.189522677E2,2.026234928E1,4.489999771E0,3.420000000E2,3.790092468E0,2.500000000E0
3.531508941E1,3.212178752E1,1.189522627E2,2.056785858E1,4.260000229E0,3.505000000E2,3.790092468E0,2.500000000E0
3.631493603E1,3.212182849E1,1.189522631E2,2.089654479E1,4.530000210E0,3.567999878E2,3.790092468E0,2.500000000E0
3.731657858E1,3.212187029E1,1.189522639E2,2.074457957E1,4.500000000E0,3.562000122E2,3.790092468E0,2.500000000E0
3.831999066E1,3.212191103E1,1.189522613E2,2.090414716E1,4.400000095E0,3.523999939E2,3.790092468E0,2.500000000E0
3.931470311E1,3.212194988E1,1.189522537E2,2.129804214E1,4.369999886E0,3.460000000E2,3.790092468E0,2.500000000E0
4.031887457E1,3.212198841E1,1.189522368E2,2.097578086E1,4.789999962E0,3.371000061E2,3.790092468E0,2.500000000E0
4.131758212E1,3.212202288E1,1.189522105E2,2.132840921E1,4.469999790E0,3.260000000E2,3.790092468E0,2.500000000E0
4.231615608E1,3.212205051E1,1.189521753E2,2.086641876E1,4.570000172E0,3.130000000E2,3.790092468E0,2.500000000E0
4.331648264E1,3.212207216E1,1.189521345E2,2.088118170E1,4.409999847E0,3.032000122E2,3.790092468E0,2.500000000E0
4.432576597E1,3.212209208E1,1.189520909E2,2.033009415E1,4.579999924E0,3.010000000E2,3.790092468E0,2.500000000E0
4.532006420E1,3.212210989E1,1.189520466E2,1.998127528E1,4.420000076E0,2.970000000E2,3.790092468E0,2.500000000E0
4.632054498E1,3.212212480E1,1.189520044E2,1.941760061E1,4.170000076E0,2.952000122E2,3.790092468E0,2.500000000E0
4.732134873E1,3.212214014E1,1.189519626E2,1.925126395E1,4.440000057E0,2.945000000E2,3.790092468E0,2.500000000E0
4.832139311E1,3.212215775E1,1.189519192E2,1.923923403E1,4.590000153E0,2.973999939E2,3.790092468E0,2.500000000E0
4.931565910E1,3.212217671E1,1.189518765E2,1.952182066E1,4.460000038E0,2.982999878E2,3.790092468E0,2.500000000E0
5.031459149E1,3.212219420E1,1.189518336E2,1.928615600E1,4.530000210E0,2.945000000E2,3.790092468E0,2.500000000E0
5.131511446E1,3.212221224E1,1.189517913E2,1.915119798E1,4.420000076E0,2.953999939E2,3.790092468E0,2.500000000E0
5.231745378E1,3.212223183E1,1.189517483E2,1.931244893E1,4.610000134E0,2.963999939E2,3.790092468E0,2.500000000E0
5.332414003E1,3.212225001E1,1.189517031E2,1.930543064E1,4.719999790E0,2.940000000E2,3.790092468E0,2.500000000E0
5.432497373E1,3.212226460E1,1.189516579E2,1.912775162E1,4.460000038E0,2.887999878E2,3.790092468E0,2.500000000E0
5.532418628E1,3.212227614E1,1.189516143E2,1.921654135E1,4.230000019E0,2.865000000E2,3.790092468E0,2.500000000E0
5.631650753E1,3.212229077E1,1.189515716E2,1.911563625E1,4.460000038E0,2.927999878E2,3.790092468E0,2.500000000E0
