"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.212051300E1,1.189475920E2,0.000000000E0,0.000000000E0,0.000000000E0,6.449266815E1,0.000000000E0
2.120312000E-3,3.212051300E1,1.189475920E2,0.000000000E0,0.000000000E0,0.000000000E0,6.449266815E1,0.000000000E0
2.402621717E0,3.212077491E1,1.189475766E2,2.552106056E1,2.380000114E0,1.621000061E2,1.384453869E1,1.747327423E1
3.407546457E0,3.212073043E1,1.189475866E2,3.096900552E1,3.000000000E0,1.618999939E2,6.101985931E0,9.460272789E0
4.401430415E0,3.212067767E1,1.189476004E2,3.467357552E1,3.829999924E0,1.625000000E2,5.626707077E0,9.202443123E0
5.402310466E0,3.212062134E1,1.189476143E2,3.929848770E1,3.660000086E0,1.611000061E2,5.054852486E0,8.474875450E0
6.406139424E0,3.212057042E1,1.189476273E2,3.845582280E1,4.110000134E0,1.608000031E2,4.259486198E0,7.586505890E0
7.399990257E0,3.212052441E1,1.189476360E2,3.541664774E1,4.039999962E0,1.600000000E2,3.790092468E0,5.998718262E0
8.404564632E0,3.212048136E1,1.189476408E2,3.005711750E1,4.440000057E0,1.623000031E2,3.790092468E0,4.794229507E0
9.410178850E0,3.212043827E1,1.189476452E2,2.864290096E1,4.670000076E0,1.618000031E2,3.790092468E0,5.411792278E0
1.040665468E1,3.212040573E1,1.189476479E2,2.791633155E1,2.599999905E0,1.611999969E2,3.790092468E0,4.549243450E0
1.140106348E1,3.212034356E1,1.189476313E2,2.399940384E1,5.360000134E0,1.566999969E2,3.790092468E0,3.453047991E0
1.240655552E1,3.212030447E1,1.189476418E2,2.408688317E1,4.360000134E0,1.593999939E2,3.790092468E0,2.783379555E0
1.340248692E1,3.212026334E1,1.189476469E2,2.065606649E1,4.369999886E0,1.703000031E2,3.790092468E0,2.500000000E0
1.440724062E1,3.212022095E1,1.189476461E2,1.900877540E1,4.420000076E0,1.813000031E2,3.790092468E0,2.500000000E0
1.540537598E1,3.212017639E1,1.189476421E2,1.774094662E1,4.400000095E0,1.853000031E2,3.790092468E0,2.500000000E0
1.640631010E1,3.212013578E1,1.189476412E2,1.781393520E1,4.489999771E0,1.891999969E2,3.790092468E0,2.500000000E0
1.740335374E1,3.212009072E1,1.189476376E2,1.718648500E1,4.440000057E0,1.888000031E2,3.790092468E0,2.500000000E0
1.841136833E1,3.212005748E1,1.189476313E2,1.671232469E1,4.480000019E0,1.891999969E2,3.790092468E0,2.500000000E0
1.940622874E1,3.212001832E1,1.189476300E2,1.589896446E1,4.929999828E0,1.761999969E2,3.790092468E0,2.500000000E0
2.040532312E1,3.211997604E1,1.189476348E2,1.523114695E1,5.010000229E0,1.660000000E2,3.790092468E0,2.500000000E0
2.140918082E1,3.211993456E1,1.189476443E2,1.499648186E1,4.760000229E0,1.656000061E2,3.790092468E0,2.500000000E0
