"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
9.312223900E-2,7.162500381E0,-3.150000191E1,-2.311875153E1
1.131222390E-1,6.787500381E0,-3.131250191E1,-2.304375076E1
1.331222390E-1,6.712500095E0,-3.135000038E1,-2.315625000E1
1.531222390E-1,6.806250095E0,-3.114375114E1,-2.278125000E1
1.731222390E-1,6.956250191E0,-3.121875191E1,-2.268750000E1
1.931222390E-1,7.500000477E0,-3.129375076E1,-2.276250076E1
2.131222390E-1,7.762500286E0,-3.127500153E1,-2.268750000E1
2.331222390E-1,7.650000095E0,-3.153750038E1,-2.291250038E1
2.531222390E-1,7.631250381E0,-3.151875114E1,-2.308125114E1
2.731222390E-1,7.443750381E0,-3.166875076E1,-2.302500153E1
2.931222390E-1,7.218750477E0,-3.180000114E1,-2.289375114E1
3.131222390E-1,7.500000477E0,-3.196875191E1,-2.268750000E1
3.331222390E-1,7.443750381E0,-3.185625076E1,-2.250000000E1
3.531222390E-1,7.237500191E0,-3.189375114E1,-2.229375076E1
3.731222390E-1,7.518750191E0,-3.183750153E1,-2.244375038E1
3.931222390E-1,7.612500191E0,-3.095625114E1,-2.302500153E1
4.131222390E-1,8.137500763E0,-2.994375038E1,-2.356875038E1
4.331222390E-1,9.000000000E0,-2.825625038E1,-2.461875153E1
4.531222390E-1,9.262500763E0,-2.641875076E1,-2.598750114E1
4.731222390E-1,9.225000381E0,-2.450625038E1,-2.788125038E1
4.931222390E-1,8.531250000E0,-2.270625114E1,-2.990625191E1
5.131222390E-1,7.368750095E0,-2.103750038E1,-3.118125153E1
5.331222390E-1,6.618750095E0,-2.002500153E1,-3.213750076E1
5.531222390E-1,5.718750000E0,-1.944375038E1,-3.258750153E1
5.731222390E-1,5.212500095E0,-1.914375114E1,-3.288750076E1
5.931222390E-1,4.743750095E0,-1.863750076E1,-3.373125076E1
6.131222390E-1,4.500000000E0,-1.796250153E1,-3.442500305E1
6.331222390E-1,4.500000000E0,-1.775625038E1,-3.472500229E1
6.531222390E-1,3.750000238E0,-1.771875000E1,-3.510000229E1
6.731222390E-1,2.362500191E0,-1.871250153E1,-3.506250000E1
6.931222390E-1,4.125000238E-1,-1.968750000E1,-3.519375229E1
7.131222390E-1,-1.387500048E0,-2.038125038E1,-3.549375153E1
7.331222390E-1,-2.887500048E0,-2.073750114E1,-3.616875076E1
7.531222390E-1,-3.825000048E0,-2.068125153E1,-3.699375153E1
7.731222390E-1,-5.268750191E0,-2.045625114E1,-3.751875305E1
7.931222390E-1,-7.762500286E0,-2.081250000E1,-3.770625305E1
8.131222390E-1,-1.083750057E1,-2.199375153E1,-3.622500229E1
8.331222390E-1,-1.423125076E1,-2.403750038E1,-3.420000076E1
8.531222390E-1,-1.725000000E1,-2.668125153E1,-3.142500114E1
8.731222390E-1,-1.933125114E1,-2.956875038E1,-2.775000191E1
8.931222390E-1,-2.021250153E1,-3.251250076E1,-2.401875114E1
9.131222390E-1,-2.041875076E1,-3.496875000E1,-2.038125038E1
9.331222390E-1,-1.955625153E1,-3.688125229E1,-1.706250000E1
9.531222390E-1,-1.833750153E1,-3.862500000E1,-1.511250019E1
9.731222390E-1,-1.711875153E1,-3.969375229E1,-1.385625076E1
9.931222390E-1,-1.580625057E1,-4.044375229E1,-1.246875095E1
1.013122239E0,-1.490625095E1,-4.106250000E1,-1.141875076E1
1.033122239E0,-1.385625076E1,-4.145625305E1,-9.825000763E0
1.053122239E0,-1.250625038E1,-4.183125305E1,-8.625000000E0
1.073122239E0,-1.108125019E1,-4.252500153E1,-7.181250095E0
1.093122239E0,-9.731250763E0,-4.314375305E1,-5.212500095E0
1.113122239E0,-8.100000381E0,-4.340625000E1,-2.962500095E0
1.133122239E0,-7.143750191E0,-4.396875000E1,7.500000298E-2
1.153122239E0,-5.887500286E0,-4.355625153E1,2.531250000E0
1.173122239E0,-4.706250191E0,-4.363125229E1,5.025000095E0
1.193122239E0,-3.993750095E0,-4.361250305E1,7.031250477E0
1.213122239E0,-3.131250143E0,-4.308750153E1,8.343750000E0
1.233122239E0,-2.662500143E0,-4.288125229E1,9.543750763E0
1.253122239E0,-2.287500143E0,-4.256250000E1,1.005000019E1
1.273122239E0,-2.175000191E0,-4.265625000E1,1.042500019E1
1.293122239E0,-2.306250095E0,-4.260000229E1,1.078125000E1
1.313122239E0,-2.381250143E0,-4.276875305E1,1.111875057E1
1.333122239E0,-2.381250143E0,-4.256250000E1,1.203750038E1
1.353122239E0,-2.418750048E0,-4.194375229E1,1.321875095E1
1.373122239E0,-2.250000000E0,-4.186875153E1,1.404375076E1
1.393122239E0,-2.343750000E0,-4.168125153E1,1.453125095E1
1.413122239E0,-2.231250048E0,-4.171875000E1,1.462500095E1
1.433122239E0,-2.156250000E0,-4.196250153E1,1.417500019E1
1.453122239E0,-2.137500048E0,-4.203750229E1,1.380000019E1
1.473122239E0,-1.462500095E0,-4.190625000E1,1.387500095E1
1.493122239E0,-1.406250000E0,-4.188750076E1,1.378125095E1
1.513122239E0,-1.406250000E0,-4.194375229E1,1.353750038E1
1.533122239E0,-1.068750024E0,-4.185000229E1,1.333125019E1
