"Time (s)","Pressure (hPa)"
1.612323430E-1,1.014832458E3
2.012507810E-1,1.014818726E3
2.412453640E-1,1.014880005E3
2.812464580E-1,1.014877502E3
3.212688540E-1,1.014878723E3
3.612447910E-1,1.014851257E3
4.012463540E-1,1.014866211E3
4.412245310E-1,1.014841248E3
4.834490620E-1,1.014826233E3
5.212236980E-1,1.014808716E3
5.612237500E-1,1.014854980E3
6.012230200E-1,1.014827454E3
6.412535930E-1,1.014817505E3
6.812515100E-1,1.014792480E3
7.212494790E-1,1.014797485E3
7.612684890E-1,1.014778748E3
8.012482290E-1,1.014769958E3
8.412234370E-1,1.014781250E3
8.812227600E-1,1.014789978E3
9.212634370E-1,1.014779968E3
9.612245310E-1,1.014804993E3
1.001233958E0,1.014774963E3
1.041222864E0,1.014783752E3
1.081263593E0,1.014787476E3
1.121250781E0,1.014753723E3
1.161251562E0,1.014786255E3
1.201246927E0,1.014783752E3
1.241249739E0,1.014844971E3
1.281250104E0,1.014782471E3
1.321280833E0,1.014811218E3
1.361222916E0,1.014761230E3
1.401223906E0,1.014815002E3
1.441223281E0,1.014837463E3
1.481223489E0,1.014868713E3
1.521226093E0,1.014884949E3
1.561251093E0,1.014856201E3
1.601250520E0,1.014841248E3
1.641245781E0,1.014833740E3
1.681249531E0,1.014779968E3
1.721246927E0,1.014772461E3
1.761248750E0,1.014792480E3
1.801223385E0,1.014788757E3
1.841225468E0,1.014783752E3
1.881223541E0,1.014774963E3
1.921223854E0,1.014793701E3
1.961218750E0,1.014772461E3
2.001262239E0,1.014801208E3
2.041250000E0,1.014831238E3
2.081248645E0,1.014887451E3
2.121246927E0,1.014752502E3
2.161245364E0,1.014896240E3
2.201244479E0,1.014788757E3
2.241240937E0,1.014731201E3
2.281229114E0,1.014637451E3
2.321232448E0,1.014748718E3
2.361234635E0,1.014791199E3
2.401223125E0,1.014794983E3
2.441229843E0,1.014784973E3
2.481233177E0,1.014802490E3
2.521249948E0,1.014866211E3
2.561247187E0,1.014811218E3
2.601251145E0,1.014734985E3
2.641256823E0,1.014848755E3
2.681232552E0,1.015036255E3
2.721222395E0,1.014728699E3
2.761223802E0,1.014901245E3
2.801234166E0,1.014818726E3
2.841222708E0,1.014833740E3
2.881230885E0,1.014738708E3
2.921249635E0,1.014797485E3
2.961248958E0,1.014813721E3
3.001250573E0,1.014807495E3
3.041245625E0,1.014806213E3
3.081250520E0,1.014816223E3
3.121223437E0,1.014817505E3
3.161245208E0,1.014697449E3
3.201255156E0,1.014692505E3
3.241218698E0,1.014820007E3
3.281223229E0,1.014643738E3
3.321223698E0,1.015003723E3
3.361266614E0,1.014832458E3
3.401249739E0,1.014817505E3
3.441245781E0,1.014886230E3
3.481223906E0,1.014818726E3
3.521251614E0,1.014818726E3
3.561250000E0,1.014817505E3
3.601249062E0,1.014802490E3
3.641223698E0,1.014752502E3
3.681224583E0,1.014743713E3
3.721234427E0,1.014767456E3
3.761224375E0,1.014743713E3
3.801225052E0,1.014787476E3
3.841249010E0,1.014836243E3
3.881249948E0,1.014844971E3
3.921250208E0,1.014793701E3
3.961247916E0,1.014856201E3
4.001249479E0,1.014753723E3
4.041249062E0,1.014747498E3
4.081222448E0,1.014811218E3
4.121223750E0,1.014816223E3
4.161232500E0,1.014751221E3
4.201224114E0,1.014796204E3
4.241229687E0,1.014809998E3
4.281274270E0,1.014778748E3
4.321249739E0,1.014817505E3
4.361249270E0,1.014839966E3
4.401248698E0,1.014853699E3
4.441274062E0,1.014843750E3
4.481244791E0,1.014877502E3
4.521258958E0,1.014852478E3
4.561223281E0,1.014894958E3
4.601224323E0,1.014717468E3
4.641224218E0,1.014766235E3
4.681224479E0,1.014820007E3
4.721228958E0,1.014838745E3
4.761250625E0,1.014776245E3
4.801272187E0,1.014853699E3
4.841252604E0,1.014801208E3
4.881259479E0,1.014793701E3
4.921272604E0,1.014801208E3
4.961269323E0,1.014803711E3
5.001227500E0,1.014851257E3
5.041224739E0,1.014847473E3
5.081230989E0,1.014808716E3
5.121232031E0,1.014794983E3
5.161230989E0,1.014827454E3
5.201250052E0,1.014755005E3
5.241250364E0,1.014782471E3
5.281247760E0,1.014821228E3
5.321247968E0,1.014884949E3
5.361245625E0,1.014826233E3
5.401247656E0,1.014842468E3
5.441246354E0,1.014817505E3
5.486159270E0,1.014804993E3
5.521236145E0,1.014804993E3
5.561226823E0,1.014817505E3
5.601223593E0,1.014822449E3
5.641260573E0,1.014820007E3
5.681250208E0,1.014848755E3
5.721245416E0,1.014786255E3
5.761250520E0,1.014728699E3
5.801246406E0,1.014834961E3
5.841249739E0,1.014801208E3
5.881224687E0,1.014804993E3
5.921246510E0,1.014817505E3
