"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-3.525761366E0,2.077867746E0,8.358158112E0
2.180286400E-2,-3.702932119E0,2.041954756E0,8.746018410E0
4.204083100E-2,-3.695749521E0,1.764227390E0,9.572018623E0
6.209713300E-2,-4.404433250E0,1.599027514E0,1.030943298E1
8.214286200E-2,-4.006995678E0,1.807322979E0,1.056800652E1
1.022214560E-1,-2.776376247E0,1.527201414E0,9.466673851E0
1.222813520E-1,-2.563292265E0,1.656488299E0,8.762778282E0
1.423412480E-1,-2.845808029E0,1.941398263E0,8.240841866E0
1.624011440E-1,-3.252822399E0,2.271798134E0,7.979874134E0
1.824611440E-1,-3.331830978E0,2.384325504E0,8.212111473E0
2.025215600E-1,-3.429993153E0,2.417844534E0,8.846575737E0
2.225819770E-1,-3.477877140E0,2.413056135E0,9.512163162E0
2.426423940E-1,-3.236062765E0,2.482487917E0,9.873687744E0
2.627028100E-1,-2.580051661E0,2.468122721E0,9.751583099E0
2.827632270E-1,-1.988683820E0,2.527977705E0,9.210494041E0
3.028235390E-1,-1.627159357E0,2.640505314E0,9.002198219E0
3.228834350E-1,-1.624765158E0,2.750638485E0,9.157821655E0
3.429433310E-1,-2.122759104E0,2.951751471E0,9.464279175E0
3.630032270E-1,-2.292747498E0,3.030760050E0,9.531316757E0
3.830631230E-1,-2.192190886E0,2.994847059E0,9.629479408E0
4.031234870E-1,-1.991078019E0,2.944568872E0,9.677363396E0
4.231839040E-1,-1.665466547E0,2.855983257E0,9.301473618E0
4.432443210E-1,-1.430834770E0,2.810493469E0,8.772355080E0
4.633047370E-1,-1.459565163E0,2.851194859E0,8.566453934E0
4.833651540E-1,-1.339855075E0,2.836829662E0,8.559270859E0
5.034254660E-1,-1.011849523E0,2.815281868E0,8.506598473E0
5.234853620E-1,-9.950900674E-1,2.858377457E0,8.552088737E0
5.435452580E-1,-1.062127709E0,2.879925251E0,8.609549522E0
5.636051540E-1,-1.265634894E0,2.997241259E0,8.571242332E0
5.836650500E-1,-1.330278277E0,3.073855639E0,8.588001251E0
6.037253620E-1,-1.490689874E0,3.162441254E0,8.652645111E0
6.237857790E-1,-1.627159357E0,3.145681858E0,8.655038834E0
6.438461960E-1,-1.655889750E0,3.061884642E0,8.659827232E0
6.639066120E-1,-1.562515855E0,2.985270262E0,8.633491516E0
6.839670290E-1,-1.600823164E0,3.049913645E0,8.746018410E0
7.040271850E-1,-1.531391263E0,3.049913645E0,9.028534889E0
7.240870810E-1,-1.440411568E0,3.049913645E0,9.021351814E0
7.441469770E-1,-1.610399961E0,3.061884642E0,9.435548782E0
7.642072370E-1,-1.459565163E0,2.858377457E0,9.785101891E0
7.842678100E-1,-1.466747761E0,2.590226889E0,1.019929886E1
8.043277060E-1,-1.502660871E0,2.310105324E0,1.052012253E1
8.243876020E-1,-1.265634894E0,2.085050344E0,1.080982113E1
8.444474980E-1,-1.102829099E0,2.101809740E0,1.114261436E1
8.645083310E-1,-1.359008789E0,2.231096745E0,1.103487587E1
8.845686440E-1,-1.584063649E0,2.211943150E0,1.141794777E1
9.046285390E-1,-1.397315979E0,2.027589560E0,1.177468395E1
9.246884350E-1,-1.145924807E0,1.723526001E0,1.153286934E1
9.447483310E-1,-7.149685025E-1,1.048361063E0,1.142273617E1
9.648083310E-1,-2.026093155E-1,1.888426542E-1,1.185369301E1
9.848687480E-1,3.767874837E-1,-4.863222241E-1,1.210029507E1
1.004929164E0,7.478887439E-1,-6.515221596E-1,1.118570995E1
1.024989581E0,7.574655414E-1,-2.660556734E-1,9.555258751E0
1.045049998E0,7.431003451E-1,3.133411407E-1,8.334216118E0
1.065110362E0,8.604162335E-1,7.634510398E-1,7.750030994E0
1.085170258E0,8.795698285E-1,1.079485655E0,7.845798969E0
1.105230154E0,6.736685038E-1,1.103427768E0,8.535328865E0
1.125277237E0,2.259527892E-1,9.166799784E-1,9.030928612E0
1.145333435E0,-1.164180562E-1,7.921814919E-1,9.732429504E0
1.165411039E0,-2.600701451E-1,6.126163602E-1,1.060631371E1
1.185470935E0,-1.547252834E-1,5.551555157E-1,1.094389629E1
1.205530831E0,2.115875781E-1,6.772598028E-1,1.053209305E1
1.225590727E0,4.438251257E-1,9.334393740E-1,9.181763649E0
1.245650623E0,5.419874191E-1,1.316511631E0,8.140285492E0
1.265711456E0,3.672106862E-1,1.608604312E0,7.762001991E0
1.285771873E0,6.793547422E-2,1.824082375E0,7.771578789E0
1.305831769E0,4.399345443E-2,1.840841889E0,8.061277390E0
1.325891664E0,2.235585898E-1,1.776198387E0,8.312667847E0
1.345951560E0,2.498947978E-1,1.814505577E0,8.312667847E0
1.366013904E0,4.638765752E-2,1.859995484E0,8.451532364E0
1.386067289E0,-2.050035149E-1,1.869572282E0,8.513781548E0
1.406132966E0,-5.473743677E-1,1.816899776E0,8.995016098E0
