"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.010921600E-2,-1.200845242E0,-3.610054255E-1,1.756870270E0
9.017843500E-2,1.698811054E-1,-5.487676859E-1,1.228450775E0
1.102454140E-1,8.909714222E-1,-6.327278614E-1,2.688131332E-1
1.303053100E-1,7.489087582E-1,-6.098840237E-1,-3.713855743E-1
1.503652060E-1,3.266737461E-1,-3.079297543E-1,-7.977218628E-1
1.704251020E-1,3.484559059E-2,-8.170962334E-2,-8.998484612E-1
1.904853100E-1,1.521635056E-2,-5.982971191E-2,-4.669475555E-1
2.105457270E-1,-1.079370975E-1,1.021099091E-2,2.579183578E-1
2.306061440E-1,-5.697703362E-2,6.768560410E-2,8.019485474E-1
2.506665600E-1,3.330190182E-1,1.126804352E-1,9.825201035E-1
2.707269770E-1,1.031699657E0,8.112239838E-2,6.223287582E-1
2.907873940E-1,1.433196902E0,1.664867401E-1,1.371116638E-1
3.108474980E-1,1.605578780E0,2.275176048E-1,9.069442749E-2
3.309073940E-1,1.280836463E0,3.614490032E-1,3.016757965E-1
3.509672890E-1,7.644419670E-1,5.130903721E-1,5.300636292E-1
3.710271850E-1,6.686797142E-1,5.233995914E-1,5.360031128E-1
3.910872370E-1,7.659754753E-1,4.410996437E-1,6.589269638E-1
4.111476540E-1,9.245264530E-1,3.342332840E-1,5.496301651E-1
4.312080710E-1,1.160519958E0,1.898078918E-1,1.997756958E-2
4.512684870E-1,1.152686834E0,1.479134560E-1,-4.333095551E-1
4.713289040E-1,1.088046551E0,1.812248230E-1,-5.025119781E-1
4.913893210E-1,1.211652517E0,1.310451031E-1,-6.116800308E-1
5.114494250E-1,1.326168060E0,1.719799042E-1,-6.401767731E-1
5.315093210E-1,1.180587888E0,2.438571453E-1,-5.974693298E-1
5.515692160E-1,9.827387333E-1,3.252220154E-1,-6.531524658E-1
5.716291120E-1,6.874159575E-1,4.549252987E-1,-6.456737518E-1
