"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.517401000E-2,-2.609844804E-1,-3.219164908E-1,4.504998401E-2
9.646208300E-2,-3.623851240E-1,-3.176405728E-1,1.464506239E-1
1.177501040E-1,-7.564579844E-1,-2.693836391E-1,3.950654566E-1
1.390381770E-1,-8.114342093E-1,-2.162399292E-1,5.825955868E-1
1.603262500E-1,-5.700731874E-1,-1.594311297E-1,4.683671296E-1
1.816143230E-1,-3.208475113E-1,-5.986303091E-2,3.633013964E-1
2.029023960E-1,-2.029540092E-1,-9.468132257E-2,3.975088596E-1
2.241904680E-1,-1.516428292E-1,-1.918060333E-1,5.691569448E-1
2.454784890E-1,-8.322793990E-2,-3.274141252E-1,6.601731777E-1
2.667666140E-1,-1.302631795E-1,-3.439069986E-1,6.027535200E-1
2.880546350E-1,-2.890834510E-1,-3.359659910E-1,5.135698318E-1
3.093427080E-1,-3.556658030E-1,-3.445178568E-1,4.085040987E-1
3.306307810E-1,-3.104631305E-1,-1.826433241E-1,3.877353072E-1
3.519188540E-1,-3.104631305E-1,-2.260134928E-2,5.862606764E-1
3.732069270E-1,-4.454603493E-1,-1.038440317E-2,8.935168386E-1
3.944950000E-1,-5.102101564E-1,-8.551862091E-3,1.150683522E0
4.157830730E-1,-4.417952895E-1,1.154501289E-1,1.187334418E0
4.370711460E-1,-4.210264683E-1,2.486148328E-1,1.230093718E0
4.583592180E-1,-5.780141950E-1,1.496575773E-1,1.606375575E0
4.796472910E-1,-8.603020310E-1,1.105633527E-1,2.173318148E0
5.009353640E-1,-9.891907573E-1,1.863084137E-1,2.696203470E0
5.222234370E-1,-8.835142255E-1,5.864133686E-2,3.052327394E0
5.435115100E-1,-8.224294782E-1,-1.276670843E-1,3.158004045E0
5.647995830E-1,-9.384904504E-1,-2.785463631E-1,2.933823109E0
5.860877080E-1,-1.270791411E0,-4.318690002E-1,2.640616417E0
6.073757810E-1,-1.714877367E0,2.309002578E-1,2.241122246E0
6.286638540E-1,-1.502302527E0,1.057987452E0,1.382194638E0
6.499519270E-1,-6.555918455E-1,1.422052383E0,6.510104537E-1
6.712400000E-1,-2.702999115E-2,1.087308168E0,5.874823332E-1
6.925280730E-1,-8.933641016E-2,7.091936469E-1,2.466295809E-1
7.138161460E-1,-7.857786417E-1,3.597890437E-1,3.009949923E-1
