"Time (s)","Pressure (hPa)"
1.602158330E-1,1.015023743E3
2.002139580E-1,1.015056213E3
2.401913020E-1,1.015053711E3
2.802017710E-1,1.015051208E3
3.202043230E-1,1.015062500E3
3.601930210E-1,1.015054993E3
4.002007290E-1,1.015034973E3
4.402153120E-1,1.015028748E3
4.802183850E-1,1.014996216E3
5.202193750E-1,1.015039978E3
5.602196870E-1,1.015028748E3
6.002170830E-1,1.015071228E3
6.402166140E-1,1.015022461E3
6.802024480E-1,1.015037476E3
7.244140100E-1,1.015007507E3
7.602008850E-1,1.015007507E3
8.001926560E-1,1.015001221E3
8.401998960E-1,1.014983704E3
8.802202080E-1,1.014989990E3
9.202366140E-1,1.014997498E3
9.602194790E-1,1.015067505E3
1.000220781E0,1.015071228E3
1.040217916E0,1.014987488E3
1.080215833E0,1.015001221E3
1.120225885E0,1.015059998E3
1.160192396E0,1.015023743E3
1.200211927E0,1.015038757E3
1.240187448E0,1.015054993E3
1.280187083E0,1.015008728E3
1.320187916E0,1.015003723E3
1.360192291E0,1.015065002E3
1.400204375E0,1.015042480E3
1.440206614E0,1.015039978E3
1.480207448E0,1.014987488E3
1.520205312E0,1.015003723E3
1.560236718E0,1.015059998E3
1.600187656E0,1.015008728E3
1.640202083E0,1.015000000E3
1.680186614E0,1.014998718E3
1.720193281E0,1.015033752E3
1.760187396E0,1.015029968E3
1.800188489E0,1.014957458E3
1.840205104E0,1.015049988E3
1.880207396E0,1.015031250E3
1.920237760E0,1.015017456E3
1.960235364E0,1.015026245E3
2.000188437E0,1.015039978E3
2.040241875E0,1.014998718E3
2.080240104E0,1.015028748E3
2.120187500E0,1.014951233E3
2.160187552E0,1.014978699E3
2.200194010E0,1.015019958E3
2.240192031E0,1.014958740E3
2.280206093E0,1.015084961E3
2.320205364E0,1.015342468E3
2.360201250E0,1.015509949E3
2.400206354E0,1.015516235E3
2.440209062E0,1.015483704E3
2.480231458E0,1.015317505E3
2.520187083E0,1.015296204E3
2.560236875E0,1.015191223E3
2.600195833E0,1.015144958E3
2.640191823E0,1.015159973E3
2.680186562E0,1.015029968E3
2.720207448E0,1.015051208E3
2.760208489E0,1.015079956E3
2.800210104E0,1.014991211E3
2.840203125E0,1.015003723E3
2.880222343E0,1.015131226E3
2.920206510E0,1.014973755E3
2.960186510E0,1.014903748E3
3.000186302E0,1.015065002E3
3.040193698E0,1.014996216E3
3.080187291E0,1.015072449E3
3.120187291E0,1.015082458E3
3.160221614E0,1.015151245E3
3.200204896E0,1.015091248E3
3.240207291E0,1.015113708E3
3.280207239E0,1.015188721E3
3.320206718E0,1.015009949E3
3.360204427E0,1.015094971E3
3.400230000E0,1.015093750E3
3.440210416E0,1.015173706E3
3.480190521E0,1.015070007E3
3.520187008E0,1.014822449E3
3.560187371E0,1.014721252E3
3.600191330E0,1.015142456E3
3.640218465E0,1.014744995E3
3.680204871E0,1.014869995E3
3.720228049E0,1.014884949E3
3.760208517E0,1.014933716E3
3.800185601E0,1.014951233E3
3.840212632E0,1.014996216E3
3.880214976E0,1.015043701E3
3.920187059E0,1.015041199E3
3.960192996E0,1.015019958E3
4.000197580E0,1.015033752E3
4.040193257E0,1.014998718E3
4.080205913E0,1.015072449E3
4.120205653E0,1.015007507E3
4.160203049E0,1.015130005E3
4.200203569E0,1.015119995E3
4.240208205E0,1.014876221E3
4.280206017E0,1.015051208E3
4.320185705E0,1.015043701E3
4.360188986E0,1.014954956E3
4.400182684E0,1.015138733E3
4.440185913E0,1.015018738E3
4.480190236E0,1.015043701E3
4.521621226E0,1.015042480E3
4.560203726E0,1.015081238E3
4.600206434E0,1.015067505E3
4.640209924E0,1.015067505E3
4.680207684E0,1.015052490E3
4.720202007E0,1.015000000E3
4.760207580E0,1.015054993E3
4.800210809E0,1.015072449E3
4.840186694E0,1.015016235E3
4.880183309E0,1.015058716E3
4.920191590E0,1.015008728E3
4.960220496E0,1.015022461E3
5.000204611E0,1.015034973E3
5.040207736E0,1.015005005E3
5.080203049E0,1.015019958E3
5.120200965E0,1.015062500E3
5.160204559E0,1.015156250E3
5.200205809E0,1.015209961E3
5.240235080E0,1.015021240E3
5.280189194E0,1.014978699E3
5.320186955E0,1.014882507E3
5.360186955E0,1.014782471E3
5.400224871E0,1.014839966E3
5.440203569E0,1.014777466E3
5.480208205E0,1.014904968E3
5.520463257E0,1.014938721E3
5.560204194E0,1.014958740E3
5.600232111E0,1.014931213E3
5.640236330E0,1.014998718E3
5.680209715E0,1.015007507E3
5.720247371E0,1.014982483E3
5.760186903E0,1.014994995E3
5.800186590E0,1.015053711E3
5.840194924E0,1.015034973E3
5.880186278E0,1.014983704E3
5.920206694E0,1.014908752E3
5.960206746E0,1.014961243E3
6.000219142E0,1.014949951E3
6.040204767E0,1.015022461E3
6.080206382E0,1.014991211E3
6.120211226E0,1.014963745E3
6.160184976E0,1.014963745E3
6.200186642E0,1.014967468E3
6.240182632E0,1.014951233E3
6.280191486E0,1.014937500E3
