"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211234500E1,1.189557260E2,0.000000000E0,0.000000000E0,0.000000000E0,6.947474670E1,0.000000000E0
1.148378906E0,3.211251900E1,1.189565410E2,0.000000000E0,0.000000000E0,0.000000000E0,6.316720963E1,0.000000000E0
2.015430312E0,3.211232691E1,1.189565608E2,1.640524945E1,0.000000000E0,0.000000000E0,1.439194298E1,1.539101601E1
3.020985728E0,3.211243043E1,1.189563907E2,8.037415616E0,0.000000000E0,0.000000000E0,5.031601906E0,5.370945454E0
4.018947603E0,3.211243784E1,1.189564114E2,5.674414087E0,8.000000119E-1,7.659999847E1,3.790092468E0,3.147232771E0
5.025368748E0,3.211243465E1,1.189564357E2,7.362742552E0,1.779999971E0,8.240000153E1,3.790092468E0,2.500000000E0
6.018228019E0,3.211244097E1,1.189564566E2,7.454542172E0,2.430000067E0,8.059999847E1,3.790092468E0,2.500000000E0
7.018770206E0,3.211244959E1,1.189564870E2,8.070667305E0,3.200000048E0,6.730000305E1,3.790092468E0,2.500000000E0
8.017549580E0,3.211246065E1,1.189565209E2,7.837267083E0,3.720000029E0,6.680000305E1,3.790092468E0,2.500000000E0
9.014463070E0,3.211246339E1,1.189565570E2,7.599083624E0,3.819999933E0,8.509999847E1,3.790092468E0,2.500000000E0
1.001763109E1,3.211246753E1,1.189566000E2,7.831552314E0,4.110000134E0,8.459999847E1,3.790092468E0,2.500000000E0
1.102304677E1,3.211248009E1,1.189566426E2,8.841137339E0,4.340000153E0,7.790000153E1,3.790092468E0,2.500000000E0
1.201617656E1,3.211248845E1,1.189566862E2,9.450747865E0,4.349999905E0,8.600000000E1,3.790092468E0,2.500000000E0
1.301565135E1,3.211248733E1,1.189567337E2,9.656946952E0,4.460000038E0,9.650000000E1,3.790092468E0,2.500000000E0
1.401717812E1,3.211247753E1,1.189567778E2,9.386365425E0,4.389999866E0,1.153000031E2,3.790092468E0,2.500000000E0
1.501522447E1,3.211245062E1,1.189568096E2,1.023136399E1,4.679999828E0,1.508999939E2,3.790092468E0,2.500000000E0
1.602057166E1,3.211242031E1,1.189568394E2,9.794532928E0,5.130000114E0,1.418000031E2,3.790092468E0,2.500000000E0
1.701826072E1,3.211240127E1,1.189568846E2,9.710362823E0,4.869999886E0,1.140999985E2,3.790092468E0,2.500000000E0
