"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.548510000E-1,-7.365289610E-3,2.617993858E-3,-3.901683390E-1
1.748510000E-1,-3.153286278E-1,1.864011586E-2,2.879793197E-2
1.948510000E-1,-7.350279689E-1,4.029965401E-2,4.014431834E-1
2.148525630E-1,-1.132195115E0,-2.031563222E-2,5.127428174E-1
2.368510000E-1,-1.230701447E0,-5.340707488E-3,4.003261626E-1
2.568510000E-1,-9.475566745E-1,9.998991340E-2,2.263866514E-1
2.768525630E-1,-6.278996468E-1,1.747249067E-1,7.126179338E-2
2.968525630E-1,-3.476172388E-1,1.285958588E-1,9.107127786E-2
3.188510000E-1,-5.640904233E-2,1.379857361E-1,1.148950234E-1
3.388510000E-1,1.492954642E-1,2.082526833E-1,-7.173303049E-3
3.588510000E-1,1.766273230E-1,4.605051279E-1,-1.998402029E-1
3.788510000E-1,-4.710643739E-2,5.782799125E-1,-3.722438216E-1
3.988510000E-1,-2.861292660E-1,4.699299037E-1,-5.206317306E-1
4.188510000E-1,-3.482804596E-1,4.761432707E-1,-3.650705218E-1
4.388510000E-1,-2.861641943E-1,5.489234924E-1,1.161167547E-1
4.588510000E-1,-1.751437932E-1,5.130046010E-1,6.273760796E-1
4.788510000E-1,-7.033676654E-2,4.645542800E-1,1.068368435E0
4.988510000E-1,-1.306378990E-1,4.724431634E-1,1.224313617E0
5.188510000E-1,-3.852116168E-1,2.975437343E-1,1.128634572E0
5.388510000E-1,-6.424556971E-1,3.529404700E-1,9.178686738E-1
5.588510000E-1,-7.475594282E-1,4.946612120E-1,7.143283486E-1
5.788510000E-1,-7.428994179E-1,6.565405130E-1,5.575628877E-1
5.988510000E-1,-8.416152000E-1,7.660075426E-1,4.399451315E-1
6.188510000E-1,-1.203037977E0,8.285950422E-1,4.711167216E-1
6.388510000E-1,-1.680053949E0,1.764946699E0,4.484798014E-1
6.588510000E-1,-2.192307949E0,2.693269968E0,1.435707808E-1
6.788510000E-1,-2.955296278E0,3.255946636E0,-4.043927789E-1
6.988510000E-1,-4.531415939E0,4.391597271E0,-8.674984574E-1
7.208510000E-1,-7.469241142E0,4.608158112E0,-1.352228761E0
7.408510000E-1,-8.121541023E0,3.495964289E0,-1.283846736E0
7.608572500E-1,-7.617384911E0,2.682693243E0,-3.592411280E-1
7.808650630E-1,-6.680631638E0,2.071234465E0,5.684537292E-1
8.028510000E-1,-5.452879906E0,1.652460217E0,6.305176616E-1
8.228510000E-1,-4.088590622E0,1.565787196E0,-2.496693432E-1
8.428713130E-1,-2.981493473E0,2.128516197E0,-1.214749098E0
8.648510000E-1,-1.801528811E0,2.542246580E0,-1.825038433E0
8.848572500E-1,-4.276405573E-1,2.453130007E0,-2.214875221E0
9.068510000E-1,8.045269847E-1,2.272697926E0,-2.246552944E0
9.268510000E-1,1.175601363E0,2.598515987E0,-1.737353086E0
9.468510000E-1,1.233267069E0,2.722539186E0,-1.101599455E0
9.668510000E-1,1.469829082E0,2.789123297E0,-3.038967252E-1
9.868510000E-1,1.472673893E0,3.027413130E0,3.012961745E-1
1.006851000E0,1.315768838E0,3.006102800E0,3.559948206E-1
1.026851000E0,2.074096918E0,3.772180080E0,-1.834864616E-1
1.046851000E0,2.124536991E0,3.874543667E0,-3.452610373E-1
1.066851000E0,7.729190588E-1,3.738634825E0,8.651597053E-2
1.086851000E0,-4.533492625E-1,2.809578657E0,5.900783539E-1
1.106851000E0,-1.191082478E0,1.417643666E0,1.112542629E0
1.128851000E0,-1.642686486E0,2.839650810E-1,1.582804203E0
1.148851000E0,-2.353681326E0,-2.236290425E-1,1.728207588E0
1.168851000E0,-2.832215548E0,-7.327764630E-1,1.403331995E0
1.188901000E0,-3.144629478E0,-1.273078084E0,1.470073342E0
1.210851000E0,-3.069266081E0,-1.583397627E0,1.212253332E0
1.230851000E0,-2.968787670E0,-2.063991547E0,2.069436908E-1
1.250851000E0,-3.130719185E0,-2.774200916E0,-2.952398956E-1
1.270855688E0,-2.980551004E0,-2.794603825E0,1.809731871E-1
1.292851000E0,-1.601636291E0,-2.109788895E0,2.034652472E0
1.312851000E0,-8.805011511E-1,-1.323413372E0,3.644003153E0
1.332851000E0,-1.157065988E0,-1.800307184E-1,3.471058369E0
1.352851000E0,-5.339834690E-1,-4.572937191E-1,-5.702514052E-1
1.374851000E0,4.923748374E-1,1.097812131E-1,4.883780181E-1
1.394851000E0,8.588241339E-1,-1.849350929E-1,1.867973566E0
1.414851000E0,3.842865825E-1,-7.093018293E-1,2.729537964E0
1.434851000E0,-7.110471278E-2,-1.678762436E0,1.974456072E0
1.454851000E0,-4.734380245E-1,-2.167279959E0,1.048349500E0
1.476849438E0,7.828848958E-1,-2.842286110E0,1.515870810E0
1.496851000E0,6.427174807E-1,-2.303258657E0,3.074921131E0
1.516851000E0,-4.135732055E-1,-2.133280993E0,2.719327688E0
1.536851000E0,-1.185322881E0,-1.156996250E0,3.921580315E-1
