"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-2.241642952E0,5.099410057E0,9.267160416E0
2.199375000E-2,-1.719908357E0,5.228668690E0,1.010960293E1
4.199531200E-2,-1.368037224E0,5.029997349E0,9.722498894E0
6.199843700E-2,-1.537115812E0,4.931576729E0,9.035995483E0
8.399375000E-2,-1.807373285E0,4.710955620E0,9.996979713E0
1.039937500E-1,-1.846638203E0,4.323152542E0,1.104026794E1
1.239937500E-1,-2.142791271E0,4.191471577E0,1.055032730E1
1.440015620E-1,-2.721910477E0,4.077239037E0,9.605250359E0
1.659937500E-1,-2.716796398E0,4.091930389E0,7.839890003E0
1.859953120E-1,-3.153661728E0,3.412417412E0,8.185899734E0
2.079953120E-1,-3.225477934E0,2.726335049E0,1.086984730E1
2.279953120E-1,-2.272375345E0,1.861041784E0,1.125360012E1
2.479953120E-1,-2.435774565E0,1.495724797E0,1.020007515E1
2.679953120E-1,-2.574714899E0,1.814460039E0,8.434408188E0
2.899953120E-1,-2.954962254E0,1.896178961E0,7.038646698E0
3.099953120E-1,-2.722341299E0,2.289220810E0,7.576614380E0
3.319953120E-1,-1.956311822E0,2.136154652E0,7.988838196E0
3.520000000E-1,-1.457637906E0,2.035636425E0,6.934163570E0
3.739937500E-1,-5.687761307E-1,2.178531885E0,4.929843426E0
3.940000000E-1,-8.024023175E-1,1.773078680E0,6.726260662E0
4.159937500E-1,3.970352411E-1,1.217355847E0,7.121208191E0
4.359953120E-1,1.977428555E0,9.212696552E-1,7.192900181E0
4.559953120E-1,2.252608538E0,8.944163322E-1,7.450257778E0
4.779953120E-1,-3.279836178E0,-2.046850920E-1,9.365810394E0
4.979968750E-1,-2.839465857E0,2.665014744E0,1.002361202E1
5.199953120E-1,7.218326330E-1,1.946696639E0,9.056307793E0
5.419953120E-1,-1.820933968E-1,1.757631302E0,1.069747543E1
5.639953120E-1,1.420412898E0,1.827570796E0,7.742264271E0
5.859937500E-1,-1.341997981E-1,1.066080570E0,1.066646576E1
6.059937500E-1,1.401460290E0,2.128186703E0,1.360812473E1
6.259937500E-1,1.842960715E0,1.324663997E0,1.105526447E1
6.459937500E-1,1.543857932E0,3.781018853E-1,1.205172157E1
6.659953120E-1,1.655868173E0,1.166627407E0,1.180266666E1
6.879937500E-1,3.420777798E0,8.617210984E-1,1.535724354E1
7.079937500E-1,6.297622204E0,1.380707383E0,1.390763950E1
7.279953120E-1,6.977776527E0,6.685664654E-1,1.358608913E1
7.479953120E-1,7.215970516E0,7.955453396E-1,1.752170753E1
7.679953120E-1,5.138665676E0,-5.644091368E-1,1.719860268E1
7.899937500E-1,3.044103146E0,-1.982130885E0,1.543010330E1
8.099953120E-1,2.093020678E0,-1.650351882E0,1.056152248E1
8.319937500E-1,7.140945792E-1,-1.369856834E0,7.541342735E0
8.519937500E-1,5.256708860E-1,2.426762879E-1,8.608169556E0
8.719953120E-1,7.306528687E-1,4.655956030E-1,8.806133270E0
8.919953120E-1,1.038518548E0,-2.827073336E-1,8.307085037E0
9.139937500E-1,8.838243484E-1,-1.266130447E0,6.679851532E0
9.339937500E-1,5.200684667E-1,-1.949895382E0,6.964426041E0
9.539937500E-1,3.735433221E-1,-1.598627687E0,7.317992210E0
9.739937500E-1,-3.743573651E-2,-4.579724669E-1,6.873149872E0
9.939953120E-1,-3.706511557E-1,7.967424393E-1,6.259908676E0
1.015993750E0,2.602976002E-2,1.306468010E0,5.465799809E0
1.035995312E0,-5.866177082E-1,1.322585702E0,5.193339348E0
1.057995312E0,-1.243605852E0,8.126016259E-1,5.930562019E0
1.077995312E0,-1.092254043E0,1.592603803E0,6.576881886E0
1.097995312E0,-1.110813841E-1,2.460904121E0,5.616184235E0
1.117995312E0,2.964979410E-2,2.297648430E0,6.380260468E0
1.137995312E0,5.226829648E-1,2.878797531E0,8.518292427E0
1.157995312E0,6.594589353E-1,2.617887259E0,9.485673904E0
1.177995312E0,4.527914524E-2,1.704413056E0,9.086444855E0
1.197995312E0,-6.852779984E-1,2.460971117E0,9.529162407E0
1.217995312E0,-5.466632843E-1,3.370193005E0,1.152832985E1
1.237996875E0,1.466496438E-1,2.862086296E0,1.063965034E1
1.259993750E0,1.292399645E0,2.530297518E0,1.064090538E1
1.279998437E0,3.523920059E0,1.675088882E0,8.727870941E0
1.301995312E0,3.229586601E0,3.808380127E0,7.655967236E0
1.321995312E0,1.829313755E0,5.269829750E0,7.160693169E0
1.343993750E0,6.759023070E-1,4.166686535E0,7.928705692E0
1.363993750E0,1.873491526E0,-1.413919777E-1,7.429811001E0
1.383993750E0,6.843969226E-1,-1.201209307E0,7.418050766E0
1.403993750E0,1.035185814E0,-1.239257932E0,5.062405109E0
1.423995312E0,6.179913282E-1,-7.582628131E-1,1.051533408E-2
1.445993750E0,1.812267065E0,-2.779074430E0,-3.122067690E0
1.465993750E0,3.550763845E0,-5.134279251E0,-4.012471199E0
1.485993750E0,5.041537762E0,-7.683424473E0,-3.334433317E0
1.505993750E0,5.913266659E0,-9.995141029E0,-3.813005686E0
1.525995312E0,7.653583050E0,-1.215274811E1,-2.608990192E0
1.547995312E0,9.818247795E0,-1.333865356E1,-4.918360710E-1
1.567995312E0,1.178354263E1,-1.364368343E1,2.446682602E-1
1.587995312E0,1.353288937E1,-1.339166069E1,3.098154545E0
1.607995312E0,1.407990742E1,-1.286226463E1,5.625703812E0
1.627996875E0,1.563116837E1,-1.578436852E1,5.677284241E0
1.649995312E0,1.821432114E1,-1.946001434E1,4.452516079E0
1.669995312E0,2.722892952E1,-1.621708679E1,5.489885330E0
1.691995312E0,3.529999542E1,-9.642972946E0,9.684556007E0
1.713993750E0,3.117090607E1,-4.113410950E0,7.998242855E0
1.733993750E0,1.953896523E1,-5.875428200E0,2.241691113E0
1.753993750E0,1.208684921E1,-8.996251106E0,1.822916508E0
1.773993750E0,1.496395206E1,-7.254393101E0,7.576068401E0
1.793993750E0,1.589174271E1,-4.083952427E0,5.108575344E0
1.813993750E0,1.348291779E1,-7.015001297E0,2.500226498E0
1.833993750E0,1.283904076E1,-6.008718491E0,-7.200896740E-1
1.853995312E0,1.204750824E1,-4.984325886E0,-5.250771642E-1
1.875993750E0,1.038231277E1,-5.228639603E0,2.099647999E0
1.895995312E0,1.013276958E1,-3.053028584E0,1.355319381E0
1.917995312E0,6.687522411E0,-4.544913292E0,-7.102925777E-1
1.937995312E0,3.346960068E0,-5.998480797E0,-2.540382147E0
1.957995312E0,4.260568142E0,-4.511662483E0,4.412992299E-2
1.979993750E0,6.715218544E0,-3.449642420E0,2.597852468E0
1.999993750E0,5.497881889E0,-6.459029198E0,1.177698255E0
2.019995312E0,3.123351097E0,-1.232269764E1,-5.236885548E-1
2.041995312E0,6.118344307E0,-7.790597916E0,4.092035294E0
2.063995312E0,6.306614876E0,-6.689246178E0,-6.421938419E0
2.085995312E0,1.044054890E1,-7.342470646E0,-7.728157520E0
2.107993750E0,1.450199604E1,-2.361793756E0,1.111484289E0
2.127995312E0,1.582293415E1,-9.388813972E-1,5.725111008E0
2.147995312E0,5.102149010E0,-7.640242100E0,6.581985950E0
2.167995312E0,5.067931175E0,-8.263586998E0,4.219933510E0
2.187995312E0,6.240304470E0,-8.265655518E0,-1.275218844E0
2.207995312E0,8.412611961E0,-9.586250305E0,-5.016130447E0
2.229993750E0,4.780349255E0,-7.171495914E0,-1.671449661E0
2.249995312E0,6.053068638E0,-8.725208282E0,6.962721348E-1
2.269995312E0,6.596045017E0,-1.026468945E1,1.318496466E0
2.291993750E0,1.081811428E1,-6.687331200E0,-1.537450910E0
2.311993750E0,1.740239906E1,-2.765906334E0,2.305711985E0
2.331995312E0,1.561250305E1,-2.574849129E0,2.336740866E-2
2.353993750E0,1.237211418E1,-2.490889072E0,-3.909559011E0
2.373993750E0,1.195816612E1,-1.899262667E0,-4.104867935E0
2.393993750E0,1.274236298E1,-1.190818429E0,-5.480691433E0
2.413993750E0,1.145383167E1,-3.741083622E0,-2.499077320E0
2.433995312E0,1.063936329E1,-5.625397205E0,2.619697332E0
2.455995312E0,1.085861397E1,-4.970880032E0,3.397985220E0
2.477995312E0,5.234548569E0,-6.311575413E0,2.955057859E0
2.497996875E0,5.641218424E-1,-1.120767975E1,3.190311909E0
2.519995312E0,2.737989902E0,-9.688922882E0,5.910029411E0
2.541995312E0,5.846276760E0,-4.323104382E0,1.015143490E1
2.563993750E0,2.626841545E0,-4.680166721E0,6.295304298E0
2.583993750E0,-9.184157848E-1,-6.091385365E0,3.753160238E0
2.603993750E0,-1.393511653E0,-8.072147369E0,2.155595541E0
2.623995312E0,-1.646731943E-1,-2.948689222E0,5.208557129E0
2.645993750E0,3.312454700E0,-3.698572159E0,6.238035202E0
2.665995312E0,4.155204296E0,-5.443706036E0,9.935621262E0
2.687995312E0,6.578787804E0,-4.202360153E0,8.838081360E0
2.707995312E0,3.826920748E0,-2.840298891E0,1.028832531E1
2.727995312E0,3.123983145E0,-1.172909737E0,1.397570229E1
2.747995312E0,-1.275123000E0,-2.685432434E0,6.814319134E0
2.767995312E0,-5.323670387E0,-1.809212089E0,5.252543449E0
2.787995312E0,-5.508339882E0,-1.642460704E0,1.963915676E-1
2.809995312E0,-4.510293007E0,-3.577320576E-1,-1.009491161E-1
2.829995312E0,-2.072641373E0,-6.335632205E-1,-1.802536964E0
2.849995312E0,-1.155824810E-1,-5.624142647E0,1.916864777E1
2.869995312E0,-5.368892193E0,-1.211268711E1,7.835848808E0
2.892006250E0,-6.370281219E0,-1.446263504E1,4.595181465E0
2.913993750E0,-7.003902197E-1,-7.716751575E0,2.778537989E0
2.933993750E0,-2.251296520E0,-6.433574200E0,7.740387440E0
2.953993750E0,-1.598857403E0,-5.219187737E0,3.401413679E0
2.973993750E0,-3.551290751E0,-7.643814564E0,1.036545634E0
2.993993750E0,-8.208971024E0,-1.468507481E1,3.638372660E0
3.013993750E0,-1.238287830E1,-1.461941719E1,5.482109070E0
3.033993750E0,-7.143579483E0,-7.994114876E0,-1.000172973E0
3.053995312E0,-5.293043613E0,-6.901065826E0,-9.729269147E-1
3.073996875E0,-1.143114471E1,-9.853299141E0,3.282948494E0
3.095995312E0,-1.084922981E1,-7.760421753E0,9.420351028E0
3.117995312E0,-7.141175747E0,-4.988060474E0,4.928856850E0
3.137996875E0,-5.036739826E0,-4.947119713E0,1.759058356E0
3.159995312E0,-2.385611296E0,-3.612189531E0,1.272307515E0
3.179995312E0,-1.325985432E0,-3.198509693E0,3.634876907E-1
3.201993750E0,-2.446270704E0,-4.403166771E0,1.778882265E0
3.221993750E0,-4.353185654E0,-1.024094963E1,1.375927639E1
3.241993750E0,-1.102999091E0,-7.860892296E0,5.940818787E0
3.261995312E0,1.133213997E0,-3.030398369E0,-1.897912502E0
3.281995312E0,4.243961871E-1,-2.895863533E0,-2.010219574E0
3.303993750E0,-1.580585003E0,-1.002264595E1,-1.729638338E0
3.323993750E0,-7.271707535E0,-2.861559296E1,-1.381052136E0
3.343993750E0,-9.334944725E0,-4.135829163E1,2.848420143E0
3.363993750E0,-4.754980505E-1,-2.607210922E1,-4.922766089E-1
3.383993750E0,2.610963106E0,-1.052138710E1,-3.046315193E0
3.403993750E0,4.166552544E0,-2.514917135E0,-4.911312103E0
3.423995312E0,4.169511795E0,8.689324260E-1,-3.714900970E0
3.443995312E0,2.510425806E0,-2.230256319E0,-3.046573639E0
