"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.475312000E-3,-4.381299913E-1,-1.953896135E-1,1.837133616E-1
2.547375000E-2,-2.793399394E-1,-2.680127621E-1,2.120749503E-1
4.547843700E-2,-1.785995364E-1,-4.131543338E-1,2.205398083E-1
6.747531200E-2,-2.977880836E-1,-3.660478890E-1,2.556034625E-1
8.748000000E-2,-3.458195329E-1,-2.760587335E-1,3.127455413E-1
1.094753120E-1,-1.790184230E-1,-1.254717261E-1,3.595901728E-1
1.294753120E-1,1.239183708E-3,7.017968595E-2,4.517435730E-1
1.514753120E-1,9.840166569E-2,8.909905702E-2,5.925741792E-1
1.714753120E-1,-1.481435448E-1,6.274458766E-2,7.000340819E-1
1.934753120E-1,-6.082298160E-1,-1.494525373E-1,8.348258734E-1
2.154753120E-1,-7.885397673E-1,-3.200933933E-1,9.995325804E-1
2.374846870E-1,-5.462008119E-1,-2.717128694E-1,1.044841409E0
2.594753120E-1,-1.909215599E-1,1.107585952E-1,1.193107128E0
2.794753120E-1,-1.383173466E-1,5.442983508E-1,1.357656717E0
2.994753120E-1,-3.838153481E-1,7.364242077E-1,1.484158158E0
3.194753120E-1,-5.940751433E-1,7.242767215E-1,1.506638050E0
3.414737500E-1,-6.110921502E-1,6.345319152E-1,1.396088839E0
3.614737500E-1,-6.990916133E-1,4.858822227E-1,1.284475088E0
3.814753120E-1,-1.038977027E0,2.352703735E-2,1.098248482E0
4.014753120E-1,-1.232045412E0,4.066617228E-3,1.069398165E0
4.214753120E-1,-1.321999669E0,1.435882300E-1,9.347983599E-1
4.414753120E-1,-1.385739088E0,1.356993467E-1,5.001590252E-1
4.614878120E-1,-1.181081772E0,3.114365637E-1,4.991641734E-3
4.834753120E-1,-6.934367418E-1,1.000736833E0,3.559598923E-1
5.034784370E-1,-1.995260417E-1,8.057661653E-1,1.219618678E0
5.254737500E-1,-6.032730341E-1,-4.388281405E-1,4.462806880E-1
5.454831250E-1,-9.064192772E-1,-9.950122237E-2,8.995077610E-1
5.674737500E-1,-8.112465143E-1,-1.090621352E0,7.631976008E-1
5.874737500E-1,-1.036743045E0,-2.097519159E0,5.892929435E-1
6.074737500E-1,-5.191481709E-1,-1.900663495E0,7.288146019E-1
6.274737500E-1,-3.816685975E-1,-2.111691236E0,4.791975915E-1
6.474737500E-1,-4.068188071E-1,-2.287620544E0,6.308317780E-1
6.674753120E-1,-4.055970609E-1,-2.147941828E0,7.673339844E-1
6.894737500E-1,-5.746322274E-1,-1.187871099E0,7.874751091E-1
7.094737500E-1,-7.668278813E-1,-1.067670226E0,5.270719528E-1
7.294753120E-1,-1.250406265E0,6.853733659E-1,4.448844120E-2
7.494753120E-1,-1.239044189E0,1.748767495E0,-5.870589614E-1
7.694753120E-1,-8.590510488E-1,2.226708412E0,-1.137762666E0
7.914737500E-1,1.577428579E-1,2.365828753E0,-1.389945269E0
8.114753120E-1,5.731137395E-1,2.378761530E0,-1.367971659E0
8.334737500E-1,7.651000023E-1,1.701102614E0,-1.305314302E0
8.534737500E-1,1.064197063E0,7.624994516E-1,-1.344217658E0
8.734753120E-1,1.609594941E0,2.216393650E-1,-1.505014896E0
8.934753120E-1,1.920036674E0,-4.024205506E-1,-1.688902736E0
9.154737500E-1,1.859002590E0,-8.629955053E-1,-1.686930537E0
9.354737500E-1,1.366034269E0,-5.843536854E-1,-1.493792415E0
9.554737500E-1,8.893674016E-1,9.044296294E-2,-1.325211048E0
9.754737500E-1,7.784342766E-1,2.727077007E-1,-1.234523773E0
9.954753120E-1,8.279492855E-1,-6.101670861E-2,-1.180523276E0
