"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.134784370E-1,-5.830621123E-1,-8.717221618E-1,3.404962718E-1
2.334800000E-1,-3.680026829E-1,-7.279767990E-1,3.617892861E-1
2.554768750E-1,-2.897072136E-1,-2.889916301E-1,2.395115346E-1
2.754768750E-1,-4.246909618E-1,-1.391376406E-1,6.115633622E-2
2.954800000E-1,-3.392745554E-1,-5.321508646E-1,-2.209586836E-2
3.174768750E-1,-7.963937521E-2,-1.053794861E0,1.510058790E-1
3.374784370E-1,4.625122529E-3,-1.064406514E0,1.500634104E-1
3.575081250E-1,2.153561711E-1,-1.109383583E0,7.141887397E-2
3.794768750E-1,4.895299375E-1,-5.028642416E-1,1.944820434E-1
3.994768750E-1,5.973563790E-1,-2.893755957E-2,3.023957312E-1
4.194784370E-1,5.943893194E-1,-2.389879376E-1,4.168718755E-1
4.394784370E-1,5.298994184E-1,-2.952922583E-1,3.615972996E-1
4.614784370E-1,3.861191869E-1,-1.949881762E-1,1.855459511E-1
4.814784370E-1,3.949505687E-1,3.843215108E-2,1.365720183E-1
5.034768750E-1,3.107035160E-1,-5.124286562E-2,2.025454640E-1
5.234768750E-1,1.984613836E-1,-2.067342550E-1,2.247111350E-1
5.434768750E-1,1.082802266E-1,-5.103691816E-1,2.646093667E-1
5.634784370E-1,4.789183289E-2,-1.158479691E0,4.620410204E-1
5.854784370E-1,3.513347730E-2,-1.399911165E0,6.504492760E-1
6.054831250E-1,1.056622341E-1,-5.983687043E-1,4.688303471E-1
6.274971870E-1,3.983713984E-1,-1.857903004E-1,4.826533496E-1
6.494784370E-1,7.721161842E-1,9.700539708E-2,9.019687176E-1
6.694784370E-1,9.272410870E-1,5.547528863E-1,9.661095738E-1
6.914784370E-1,6.270793676E-1,4.441863000E-1,5.543514490E-1
7.114784370E-1,3.178419173E-1,3.009471297E-1,2.861467302E-1
7.334768750E-1,2.540152073E-1,3.595901728E-1,3.660129905E-1
7.534784370E-1,2.731789351E-1,1.879370511E-1,5.117654204E-1
7.734784370E-1,3.992789686E-1,-2.561619878E-1,4.613603354E-1
7.935112500E-1,3.716154993E-1,-4.397880733E-1,2.967932522E-1
8.154784370E-1,1.818807572E-1,-3.556981087E-1,2.092649788E-1
8.374784370E-1,6.407103688E-2,-2.977706194E-1,2.970550358E-1
8.575003120E-1,1.945518553E-1,-2.094918638E-1,5.228831768E-1
8.794768750E-1,2.546435297E-1,-4.175351262E-1,5.642998815E-1
8.994768750E-1,3.040538132E-1,-7.673339844E-1,6.339210272E-1
9.194784370E-1,4.368733764E-1,-1.270529866E0,7.420965433E-1
9.394784370E-1,8.948302865E-1,-1.877206326E0,8.809549212E-1
9.614768750E-1,1.605214238E0,-2.407908678E0,9.291260242E-1
9.814768750E-1,2.076488018E0,-2.860577106E0,8.723504543E-1
1.001483125E0,2.342703104E0,-3.502352238E0,6.943792701E-1
1.023476875E0,2.873754501E0,-3.580036879E0,8.840092421E-1
1.043476875E0,3.073018551E0,-3.080122232E0,9.746441841E-1
1.063478437E0,2.953655481E0,-2.908172369E0,1.114026189E0
1.085478437E0,3.198246002E0,-2.568042517E0,1.755242705E0
1.107476875E0,3.405521393E0,-2.295491934E0,1.878654957E0
1.127497187E0,3.309493303E0,-2.489607334E0,1.342228055E0
1.149478437E0,3.835395813E0,-2.448033810E0,1.629055381E0
1.171478437E0,4.523736477E0,-2.358009577E0,2.269469023E0
1.193476875E0,5.052344322E0,-2.336245298E0,3.240221262E0
1.213478437E0,5.114460468E0,-1.766988754E0,4.203660488E0
1.233478437E0,4.650394917E0,-9.052324891E-1,4.876065731E0
1.255476875E0,4.229159832E0,-1.067530632E0,4.138245583E0
1.275476875E0,3.409186602E0,-2.827433348E-1,3.519526243E0
1.295476875E0,2.319769382E0,8.414231986E-2,4.082395077E0
1.315478437E0,1.809504986E0,1.408253789E0,4.216872692E0
1.337478437E0,2.053851128E0,1.431501627E0,3.994046450E0
1.357500312E0,2.029608488E0,1.335176826E-1,3.128066301E0
1.379476875E0,9.950470924E-1,-4.166624546E-1,2.079838991E0
1.399476875E0,6.516186595E-1,5.138598084E-1,1.343118072E0
1.419476875E0,1.029569745E0,3.212627470E-1,1.323465705E0
1.439478437E0,1.386245251E0,-4.511152506E-1,1.060427189E0
1.461478437E0,1.439512610E0,-1.107743025E0,7.108027935E-1
1.483478437E0,1.456023455E0,-1.324739814E0,9.248499870E-1
1.503478437E0,1.571843505E0,-1.511437654E0,1.057529926E0
1.525478437E0,5.183104277E-1,-5.720840096E-1,4.308519661E-1
1.547478437E0,-1.105491519E-1,-2.431941777E-1,2.829004228E-1
1.569478437E0,3.134611249E-2,-4.434881732E-2,2.103819847E-1
1.589478437E0,3.640058637E-1,2.087239176E-1,1.076868176E-1
1.611478437E0,4.215144515E-1,7.194770575E-1,9.196139872E-2
1.633478437E0,3.033382297E-1,1.714611501E-1,6.067985892E-1
1.655478437E0,6.020687819E-1,-1.365318656E0,9.460207820E-1
1.677475312E0,2.766172290E-1,-1.089172721E0,1.259342313E0
1.697481562E0,-5.304404497E-1,-1.080306411E0,1.470178127E0
1.719478437E0,-8.852833509E-1,-9.355313778E-1,8.781623840E-1
1.741478437E0,-1.445324659E0,-1.437400818E0,1.044649363E0
1.763476875E0,-1.606907129E0,-2.153561831E0,8.287346959E-1
1.783478437E0,-1.483302951E0,-2.826578140E0,5.253440738E-1
1.805483125E0,-9.292132854E-1,-2.885727406E0,-4.390724897E-1
1.827478437E0,-7.419568896E-1,-2.561776876E0,-2.111237526E0
1.849478437E0,-1.618234396E0,-1.069433093E0,-2.540885210E0
1.869478437E0,-1.218292117E0,-1.211886764E0,-1.941661358E0
1.891478437E0,4.320911467E-1,-1.818022251E0,-1.476758003E0
1.913484687E0,5.017995834E-1,-4.261570275E-1,-3.352533102E0
1.935476875E0,2.822372019E-1,1.041821957E0,-5.188479900E0
1.955480000E0,6.106907129E-2,-3.987902701E-1,-5.427607536E0
1.977478437E0,-9.590584040E-2,-2.159932137E0,-4.124911308E0
1.999478437E0,6.628586054E-1,-2.504460096E0,-2.659864426E0
2.021476875E0,1.014839172E0,-7.162307501E-1,-1.138181567E0
2.041478437E0,8.461356163E-1,2.672099173E-1,-8.315621018E-1
2.063478437E0,-1.862981915E0,1.641394854E0,-1.712237835E0
2.085478437E0,-2.719990969E0,-1.011872053E0,-5.683490038E-1
2.107476875E0,-3.560838223E0,-1.031838655E-1,-2.469640970E-2
2.127495625E0,-1.838582158E0,1.067356110E0,8.261166811E-1
2.149478437E0,2.030009985E0,2.335861444E0,4.234203815E0
2.171478437E0,4.074855328E0,2.737793207E0,6.689463139E0
2.193478437E0,2.538022995E0,5.040912151E0,6.457892895E0
2.213483125E0,-2.871066630E-1,1.759152293E0,-6.134832278E-2
2.235478437E0,1.344776154E-1,-2.369912863E0,1.809557378E-1
2.257503437E0,3.257133365E-1,-1.169894218E0,5.108578876E-2
2.279476875E0,8.392939568E-1,5.484522581E-1,-1.234122291E-1
2.299476875E0,5.285555124E-1,8.319984376E-2,-3.058340549E-1
2.319476875E0,4.454952776E-1,3.586128056E-1,-4.106236100E-1
2.339476875E0,5.399874449E-1,4.097684026E-1,-4.660727084E-1
2.359478437E0,4.557229280E-1,3.116983473E-1,-5.461833477E-1
2.381476875E0,2.147453129E-1,1.639736891E-1,-6.530149579E-1
2.401478437E0,-3.035127558E-2,6.558947265E-2,-7.092145681E-1
2.423478437E0,-1.597499847E-1,-1.401499379E-2,-7.676306963E-1
2.445478437E0,-2.124589235E-1,3.947934881E-2,-7.190407515E-1
2.467476875E0,-2.816437781E-1,-7.627088577E-3,-6.044424176E-1
2.487478437E0,-2.825513482E-1,-8.709193207E-3,-4.778362513E-1
2.507478437E0,-1.819331199E-1,3.834488243E-2,-3.696781993E-1
2.529478437E0,1.628392190E-2,6.604325771E-2,-2.019345909E-1
2.551476875E0,2.638937831E-1,-8.988445625E-3,-5.742133129E-3
2.571476875E0,5.516113043E-1,-3.547556102E-1,4.628613219E-2
2.591476875E0,3.583684564E-1,-1.581268385E-2,1.396787018E-1
2.611497187E0,2.505594790E-1,-6.911154985E-1,1.181936935E-1
2.633478437E0,3.940429986E-1,-2.920808494E-1,1.333780587E-1
2.655478437E0,5.113989115E-1,-2.964965403E-1,1.242499873E-1
2.675478437E0,6.141290069E-1,-2.757794857E-1,8.785987645E-2
2.697478437E0,6.982887983E-1,-3.011565506E-1,1.928588748E-2
