"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211328500E1,1.189527370E2,0.000000000E0,0.000000000E0,0.000000000E0,7.500000000E1,0.000000000E0
4.657458340E-1,3.211328500E1,1.189527370E2,-5.591701511E0,1.506680548E-1,7.221485615E0,7.500000000E1,0.000000000E0
3.236655208E0,3.211319134E1,1.189527040E2,2.266516893E1,7.017745972E-1,2.683642273E2,2.420380974E1,2.420380974E1
4.237256771E0,3.211318922E1,1.189526957E2,2.201262711E1,6.467796564E-1,2.711964417E2,2.409347916E1,2.409347916E1
5.232075520E0,3.211311510E1,1.189527200E2,2.215773958E1,5.350998044E-1,2.868813171E2,1.719528961E1,1.719528961E1
6.235515624E0,3.211312891E1,1.189527545E2,1.854590474E1,5.581538677E-1,2.712180481E2,1.191077614E1,1.191077614E1
7.244692187E0,3.211312816E1,1.189527433E2,1.763204756E1,4.874120951E-1,2.891645203E2,9.225747108E0,9.225747108E0
7.965516145E0,3.211314557E1,1.189527456E2,1.763979206E1,3.910183907E-1,2.210454559E2,9.174040794E0,9.174040794E0
8.966649999E0,3.211315843E1,1.189527400E2,1.840362268E1,7.273111343E-1,2.574252930E2,1.147689056E1,1.147689056E1
9.970717707E0,3.211312680E1,1.189527834E2,2.193648104E1,6.854756474E-1,2.561700745E2,9.064980507E0,9.064980507E0
1.096226094E1,3.211312790E1,1.189527884E2,2.290167523E1,8.560149074E-1,2.561700745E2,7.209543228E0,7.209543228E0
1.196853802E1,3.211312897E1,1.189527856E2,2.302506691E1,8.588637710E-1,2.576348877E2,5.658488274E0,5.658488274E0
1.297431875E1,3.211313254E1,1.189527750E2,2.771699917E1,1.118310452E0,2.470565796E2,3.461465836E0,3.461465836E0
1.397290052E1,3.211312850E1,1.189527743E2,2.665355441E1,1.131508589E0,2.640333557E2,3.628758192E0,3.628758192E0
1.497610989E1,3.211312209E1,1.189527734E2,2.513709950E1,9.761478305E-1,2.668320618E2,3.646928549E0,3.646928549E0
1.597242396E1,3.211311735E1,1.189527669E2,2.412127249E1,8.958736062E-1,2.741780701E2,3.569288492E0,3.569288492E0
1.697764844E1,3.211311643E1,1.189527499E2,2.324928988E1,1.043359399E0,2.883572388E2,3.551200151E0,3.551200151E0
1.797319219E1,3.211311319E1,1.189527385E2,2.261530861E1,1.126403689E0,2.626156006E2,3.644522905E0,3.644522905E0
1.897210677E1,3.211310911E1,1.189527278E2,2.226403918E1,1.179366469E0,2.559743958E2,3.687681675E0,3.687681675E0
1.997354114E1,3.211310535E1,1.189527090E2,2.187043878E1,1.021831870E0,2.501414490E2,3.680599928E0,3.680599928E0
2.097478750E1,3.211310498E1,1.189526935E2,2.162667287E1,9.080524445E-1,2.448867188E2,3.656762362E0,3.656762362E0
2.197244531E1,3.211310631E1,1.189526811E2,2.139701989E1,1.012386918E0,2.563952637E2,3.695397615E0,3.695397615E0
2.297106093E1,3.211310628E1,1.189526677E2,2.123346944E1,1.074726939E0,2.516520386E2,3.526501417E0,3.526501417E0
2.397387031E1,3.211310640E1,1.189526513E2,2.110038288E1,9.121832252E-1,2.571849365E2,3.338142872E0,3.338142872E0
2.497275729E1,3.211310814E1,1.189526382E2,2.098586224E1,8.265407681E-1,2.535302124E2,3.405982256E0,3.405982256E0
2.596653385E1,3.211311072E1,1.189526266E2,2.099482045E1,9.517189860E-1,2.593166809E2,3.566185713E0,3.566185713E0
