"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211964031E1,1.189496138E2,0.000000000E0,0.000000000E0,0.000000000E0,1.149360085E1,0.000000000E0
4.638640630E-1,3.211973710E1,1.189496195E2,2.033127546E1,8.372173905E-1,3.303067322E2,3.197862148E0,3.197862148E0
8.303109380E-1,3.211960998E1,1.189496257E2,1.943580781E1,5.573030934E-2,2.596552429E2,1.830447197E1,1.830447197E1
1.832395313E0,3.211962836E1,1.189495125E2,1.384505389E1,2.455289364E-1,5.102432251E1,4.699999809E0,4.699999809E0
2.832785937E0,3.211962048E1,1.189494964E2,1.577495922E1,1.480463594E-1,1.491522369E2,6.293677330E0,6.293677330E0
3.545130729E0,3.211961267E1,1.189495373E2,1.487509361E1,4.454752505E-1,1.704733582E2,4.699999809E0,4.699999809E0
4.547320833E0,3.211960615E1,1.189495298E2,1.395133796E1,1.356599450E0,1.771425018E2,6.318546295E0,6.318546295E0
5.543449999E0,3.211961885E1,1.189495535E2,1.115264418E1,1.910492778E0,1.610101166E2,5.044486046E0,5.044486046E0
6.545620833E0,3.211960187E1,1.189495742E2,9.872232719E0,2.505972385E0,1.610101166E2,4.699999809E0,4.699999809E0
7.547423437E0,3.211958459E1,1.189495844E2,9.263400635E0,3.056404829E0,1.610101166E2,4.699999809E0,4.699999809E0
8.548531770E0,3.211956001E1,1.189495979E2,8.809665210E0,3.597948074E0,1.610101166E2,4.699999809E0,4.699999809E0
9.548774478E0,3.211952692E1,1.189496107E2,8.068714169E0,3.914100409E0,1.610101166E2,4.699999809E0,4.699999809E0
1.055126979E1,3.211949322E1,1.189496197E2,7.533295659E0,3.954996824E0,1.644089508E2,4.699999809E0,4.699999809E0
1.154814792E1,3.211945898E1,1.189496290E2,7.092835349E0,3.561267614E0,1.573629608E2,4.699999809E0,4.699999809E0
1.254996510E1,3.211942992E1,1.189496446E2,6.628003651E0,3.664044380E0,1.480477600E2,4.699999809E0,4.699999809E0
1.354951458E1,3.211940021E1,1.189496571E2,6.142824218E0,3.430625916E0,1.615381012E2,4.938354015E0,4.938354015E0
1.455032448E1,3.211936535E1,1.189496626E2,6.282131804E0,4.208104134E0,1.748241425E2,4.746156216E0,4.746156216E0
