"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-2.795642376E0,3.833327532E0,7.740578651E0
2.000468800E-2,-2.837828159E0,3.680663824E0,7.518281937E0
4.200000000E-2,-2.350560188E0,3.984574318E0,8.273412704E0
6.200000000E-2,-1.647861958E0,3.226675272E0,8.497443199E0
8.400000000E-2,-1.913130045E0,2.928846121E0,9.311386108E0
1.040046880E-1,-2.428534746E0,3.181683302E0,8.354203224E0
1.260000000E-1,-3.319953442E0,3.698620319E0,9.292576790E0
1.460000000E-1,-3.373372793E0,3.308949471E0,1.057889557E1
1.660000000E-1,-1.112824917E0,3.218582869E0,9.000283241E0
1.860078130E-1,-2.756205015E-2,2.987839222E0,7.068784714E0
2.080000000E-1,-1.837042212E0,2.452716112E0,9.403562546E0
2.280046880E-1,-3.062145710E0,3.283226252E0,9.683416367E0
2.500062500E-1,-1.869392753E0,3.789063692E0,7.521116734E0
2.700234380E-1,-1.537652135E0,3.295867682E0,6.800136089E0
2.920000000E-1,-1.684359312E0,3.166810513E0,6.599866390E0
3.120000000E-1,-2.127631426E0,2.871538639E0,9.244280815E0
3.320062500E-1,-1.473631144E0,1.595304489E0,1.260190964E1
3.520140630E-1,-2.864509106E0,2.613663912E0,9.314258575E0
3.740000000E-1,-2.567953587E0,3.587768793E0,9.048129082E0
3.940000000E-1,-2.039131880E0,4.009866238E0,7.789429665E0
4.140000000E-1,-2.317108393E0,2.796743631E0,7.435949802E0
4.340046880E-1,-3.153269053E0,2.070668459E0,7.216258049E0
4.560000000E-1,-3.186835766E0,2.998412132E0,6.393122196E0
4.760046880E-1,-3.634580135E0,3.621727943E0,6.932669640E0
4.980000000E-1,-4.466852665E0,2.926087856E0,7.416777134E0
5.180062500E-1,-3.328016996E0,3.137668371E0,5.838663101E0
5.400000000E-1,-2.449239492E0,1.894158363E0,5.660697460E0
5.600078130E-1,-3.268296003E0,1.647565007E0,5.672083855E0
5.820000000E-1,-5.957242966E0,9.725055695E-1,4.746026039E0
6.020203130E-1,-4.555083275E0,2.471668482E0,5.901314259E0
6.240000000E-1,-5.903929234E0,1.972937107E0,5.387030125E0
6.440000000E-1,-8.032566071E0,2.637663364E0,4.394001961E0
6.640000000E-1,-7.501809597E0,9.456617832E-1,2.397400379E0
6.840046880E-1,-6.102858543E0,-2.070256710E0,2.041545391E0
7.060000000E-1,-5.764921665E0,-4.409803867E0,3.893067598E0
7.260015630E-1,-6.155262470E0,-4.623883247E0,4.788633347E0
7.480000000E-1,-8.356788635E0,-5.342105389E0,6.359986305E0
7.680000000E-1,-6.915881157E0,-5.331733704E0,1.023121834E1
7.880000000E-1,-8.586709023E0,-5.341521263E0,9.129119873E0
8.080046880E-1,-1.258906651E1,-6.889420986E0,7.399787903E0
8.300000000E-1,-1.303178310E1,-8.617105484E0,6.884718895E0
8.500000000E-1,-1.119406128E1,-8.634247780E0,6.884574890E0
8.700000000E-1,-1.149162197E1,-7.354365349E0,8.020441055E0
8.900031250E-1,-1.406984234E1,-5.367551327E0,8.780581474E0
9.100187500E-1,-1.544009209E1,-3.563616037E0,7.588077545E0
9.320000000E-1,-1.328049278E1,-3.096871138E0,7.578194141E0
9.520000000E-1,-1.174829006E1,-2.040223837E0,8.636690140E0
9.720000000E-1,-1.092811298E1,-6.771759987E-1,8.902523041E0
9.920000000E-1,-9.220051765E0,-1.193557456E-1,9.747466087E0
1.012000000E0,-8.798691750E0,3.510186970E-1,8.907704353E0
1.032000000E0,-8.690990448E0,-7.339473367E-1,6.534820080E0
1.052000000E0,-6.824461460E0,-1.756577939E-1,7.273307323E0
1.072000000E0,-5.602297783E0,-1.869191527E0,6.181474686E0
1.092000000E0,-8.230451584E0,-3.358394623E0,3.313000441E0
1.112000000E0,-8.654052734E0,-3.840050459E0,5.798277855E-1
1.132000000E0,-8.740367889E0,-2.737041712E0,8.916773200E-1
1.152000000E0,-8.098885536E0,-3.103431463E0,1.404496193E0
1.172000000E0,-7.468022346E0,-1.772293448E0,2.979545593E0
1.192004688E0,-7.764443874E0,5.841852399E-4,4.900021076E0
1.214004688E0,-6.737954140E0,-1.597736955E0,5.113765717E0
1.236000000E0,-5.175603390E0,-2.235121250E0,5.222893715E0
1.256000000E0,-4.549979210E0,-2.792692482E-1,5.057109356E0
1.276000000E0,-4.691562653E0,5.899313092E-2,4.451309681E0
1.296000000E0,-6.279014111E0,1.063695908E0,5.468902111E0
1.316000000E0,-5.607823849E0,1.026920974E-1,6.723550320E0
1.336000000E0,-4.873455048E0,-1.089141488E0,4.273525238E0
1.356000000E0,-6.737724304E0,7.960529327E-1,6.734535217E0
1.376000000E0,-7.310484409E0,1.978568286E-1,7.737475395E0
1.396000000E0,-7.011937141E0,5.003019571E-1,7.126437187E0
1.416001563E0,-1.096343231E1,2.606021404E0,3.822994232E0
1.438000000E0,-1.517802238E1,-1.779523969E0,5.771012783E0
1.458000000E0,-1.325417614E1,-4.497508049E0,3.812162876E0
1.478000000E0,-1.140568924E1,-4.358577251E0,2.447305202E0
1.498000000E0,-9.105255127E0,-3.955709696E0,2.826096535E0
1.518000000E0,-5.127038956E0,-3.696235657E0,5.401424408E0
1.538000000E0,-6.827497005E0,-4.237114906E0,4.838595390E0
1.558000000E0,-6.731097221E0,-4.840950966E0,4.493562222E0
1.578000000E0,-6.836662292E0,-6.577685833E0,3.615196705E0
1.598000000E0,-8.078927040E0,-5.089153290E0,3.828280449E0
1.618000000E0,-9.366902351E0,-2.976912022E0,4.328103542E0
1.638000000E0,-9.034529686E0,-2.802460909E0,3.176425695E0
1.658000000E0,-9.265713692E0,-2.584502459E0,3.120650291E0
1.678000000E0,-8.531517982E0,-2.815159798E0,3.952903509E0
1.698000000E0,-7.743461609E0,-3.439902782E0,4.111265659E0
1.718000000E0,-7.634199142E0,-4.174759865E0,5.857644558E0
1.738000000E0,-7.619527817E0,-5.411394119E0,3.925791740E0
1.758000000E0,-6.000520706E0,-5.620349884E0,3.421390772E0
1.778000000E0,-6.525770187E0,-4.804319859E0,5.684227467E0
