"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-1.970763206E0,1.699461818E0,6.569306374E0
2.198593700E-2,-2.406038523E0,2.551826477E0,7.446560860E0
4.399218700E-2,-2.775262833E0,2.869996548E0,7.762375355E0
6.598593700E-2,-2.886554956E0,3.146392822E0,9.556743622E0
8.598593700E-2,-2.543398619E0,3.046908855E0,9.468425751E0
1.079906250E-1,-1.515175343E0,1.921883225E0,8.517660141E0
1.299859370E-1,-1.695334196E0,1.703091383E0,9.833752632E0
1.499859370E-1,-1.548464298E0,1.506412625E0,9.560048103E0
1.719843750E-1,-1.993105888E0,1.794473290E0,9.826493263E0
1.919890620E-1,-1.529425621E0,2.006570816E0,8.889766693E0
2.139843750E-1,-1.054588437E0,1.925541520E0,9.442481995E0
2.339843750E-1,-2.736764252E-1,1.760207534E0,9.072443962E0
2.539843750E-1,-3.137266338E-1,1.760992765E0,9.750903130E0
2.739843750E-1,-2.754289508E-1,1.423190117E0,9.329208374E0
2.939859370E-1,-4.645325840E-1,1.276913881E0,8.926216125E0
3.159859370E-1,-6.742742062E-1,1.497276187E0,9.332551003E0
3.379984370E-1,-3.602220118E-1,1.382718563E0,1.068171215E1
3.579984370E-1,-4.870668054E-1,1.581207395E0,1.239030933E1
3.799859370E-1,-1.059338450E0,1.547822595E0,1.173438454E1
3.999890620E-1,-2.193165302E0,1.343070507E0,1.145408058E1
4.219843750E-1,-2.345656872E0,1.363957524E0,1.081227207E1
4.419875000E-1,-2.672407866E0,5.845587254E-1,1.136467171E1
4.639843750E-1,-1.994283795E0,9.504023194E-2,9.747149467E0
4.839859370E-1,-1.984467626E0,2.934812307E-1,1.032122135E1
5.059843750E-1,-2.360778570E0,1.926441789E0,9.644466400E0
5.259843750E-1,-2.420135736E0,1.192561388E0,9.809005737E0
5.459843750E-1,-3.122431755E0,1.315115809E0,1.012865162E1
5.659906250E-1,-3.605705976E0,1.523526311E0,1.034632206E1
5.879843750E-1,-3.740873098E0,1.561852694E0,9.383709908E0
6.079843750E-1,-3.170679569E0,1.923511267E0,8.402134895E0
6.279843750E-1,-2.302791119E0,1.617417336E0,7.666243553E0
6.479843750E-1,-2.957068920E0,2.075160027E0,8.606025696E0
6.679875000E-1,-3.710418940E0,2.457130909E0,8.876254082E0
6.879953120E-1,-3.067192554E0,2.461239338E0,8.853450775E0
7.099843750E-1,-2.408020973E0,2.375517368E0,8.671540260E0
7.299843750E-1,-1.969786406E0,1.457168579E0,8.676989555E0
7.499843750E-1,-1.690928817E0,1.339967608E0,8.372714996E0
7.699843750E-1,-9.805309176E-1,1.430123687E0,8.566376686E0
7.899843750E-1,-1.481991649E0,2.032140970E0,9.765345573E0
8.099875000E-1,-1.975570798E0,2.399057150E0,1.010303307E1
8.319843750E-1,-2.605159760E0,2.373458147E0,9.476978302E0
8.519843750E-1,-9.366212487E-1,8.235096335E-1,9.084415436E0
8.719843750E-1,-7.236713767E-1,6.063076258E-1,9.259422302E0
8.919843750E-1,-1.907163620E0,8.323969245E-1,1.011224651E1
9.119843750E-1,-2.448875666E0,7.381802052E-2,1.111824226E1
9.319843750E-1,-2.645497084E0,-4.849694669E-2,1.290816593E1
9.519843750E-1,-2.810045958E0,6.976129413E-1,1.195454597E1
9.719843750E-1,-2.023837805E0,1.024421334E0,1.075460052E1
9.919843750E-1,-1.737519979E0,5.796362162E-1,1.061966419E1
1.011984375E0,-2.002922058E0,8.407287002E-1,1.093656063E1
1.031984375E0,-1.815657258E0,3.188693523E-1,1.144994450E1
1.051984375E0,-2.532490790E-1,9.806650132E-2,1.087926197E1
1.071984375E0,5.698678493E-1,-1.392563432E-1,1.034344959E1
1.091985937E0,1.003697276E0,1.700266302E-1,9.533413887E0
1.113985937E0,3.637366891E-1,7.110587955E-1,9.869206429E0
1.133985937E0,-7.403255105E-1,1.159559846E0,9.274217606E0
1.155984375E0,-1.007413030E0,8.528816700E-1,8.409259796E0
1.175984375E0,1.078827307E-1,1.028874636E0,7.014934540E0
1.195984375E0,-4.968351722E-1,1.157912612E0,7.635166645E0
1.215984375E0,-6.302592158E-1,1.901139736E0,8.257151604E0
1.235984375E0,-6.924510002E-1,2.114233494E0,9.755558014E0
1.255984375E0,-6.473634243E-1,1.747029781E0,8.853192329E0
1.275984375E0,-5.435221195E-1,1.555244803E0,8.496725082E0
1.295984375E0,-1.337496787E-1,1.102817178E0,8.981560707E0
