"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.857250000E-3,-1.134708405E0,-3.344050944E-1,-6.296275258E-1
2.483693700E-2,-1.572035551E0,-8.282459974E-1,-6.714805365E-1
4.484318700E-2,-1.682794094E0,-1.010685205E0,-5.220105052E-1
6.683693700E-2,-1.547478676E0,-1.356644392E0,-2.908765674E-1
8.683693700E-2,-1.174641490E0,-1.675393939E0,-9.986773878E-2
1.088416250E-1,-8.268497586E-1,-1.406246662E0,-9.749408811E-2
1.308369370E-1,-4.764574170E-1,-1.444399595E0,-1.359436959E-1
1.508369370E-1,-2.007477731E-1,-1.343676567E0,-1.344078034E-1
1.728353750E-1,-3.019419499E-3,-1.531386733E0,-9.091419727E-2
1.928400620E-1,-7.208209950E-3,-1.444015622E0,3.408627957E-2
2.148353750E-1,-2.178170905E-2,-1.191239595E0,2.619739175E-1
2.348353750E-1,1.434660703E-1,-8.358905315E-1,4.048989415E-1
2.548353750E-1,4.249004126E-1,-4.498586059E-1,5.141391158E-1
2.748353750E-1,6.318789721E-1,1.048244759E-1,5.740911365E-1
2.948369370E-1,5.508258939E-1,6.602929831E-1,5.708797574E-1
3.168369370E-1,1.711120754E-1,1.233022809E0,5.385562181E-1
3.388494370E-1,-7.405432314E-2,1.272083163E0,3.382971585E-1
3.588494370E-1,2.185152173E-1,1.412878990E0,2.376091182E-1
3.808369370E-1,9.080249667E-1,2.009188175E0,3.541622162E-1
4.008400620E-1,1.148862958E0,2.706220150E0,7.685906291E-1
4.228353750E-1,5.813516974E-1,2.338531733E0,1.082156539E0
4.428385000E-1,-8.279842138E-2,1.689408898E0,1.098283291E0
4.648353750E-1,-5.291489363E-1,1.235448718E0,7.629008889E-1
4.848369370E-1,-5.404935479E-1,7.116056681E-1,4.008497596E-1
5.068353750E-1,-3.432364464E-1,1.937839091E-1,2.698279023E-1
5.268353750E-1,-2.520604432E-1,5.440714955E-1,3.760137260E-1
5.468353750E-1,-2.583087385E-1,6.984981894E-1,4.543615580E-1
5.668416250E-1,-1.640958488E-1,5.506688356E-1,5.676508546E-1
5.888353750E-1,-4.815363511E-2,6.541494280E-2,5.317145586E-1
6.088353750E-1,-4.485496134E-2,-1.387362182E-1,3.687182665E-1
6.288353750E-1,-1.658586413E-1,-2.957460284E-1,2.718350291E-1
6.488353750E-1,-2.829876840E-1,-6.005678177E-1,2.275385708E-1
6.688385000E-1,-2.028596252E-1,-1.092942595E0,2.268229872E-1
6.888463120E-1,-7.007496804E-2,-1.402860761E0,2.282017916E-1
7.108353750E-1,5.382595211E-2,-1.237839818E0,2.787639797E-1
7.308353750E-1,6.848672032E-2,-1.036149621E0,1.341111064E-1
7.508353750E-1,-6.016149744E-2,-7.880161405E-1,-6.124360487E-2
7.708353750E-1,-2.916270494E-1,-4.391422868E-1,-2.072229385E-1
7.908353750E-1,-4.151090980E-1,-2.709798217E-1,-2.709449232E-1
8.108385000E-1,-2.603856623E-1,-2.061059326E-1,-1.840624213E-1
8.328353750E-1,-1.081929579E-1,-8.941321820E-2,-8.182103187E-2
8.528353750E-1,-2.523222566E-1,8.271115273E-2,-3.829252347E-2
8.728353750E-1,-4.524940550E-1,2.711194456E-1,-1.059240326E-1
8.928353750E-1,-4.144109786E-1,5.436177254E-1,-1.378810126E-2
9.128353750E-1,-4.014780819E-1,5.823814869E-1,3.645992652E-2
9.328353750E-1,-5.088332891E-1,-6.885323673E-2,-1.107236892E-1
9.528353750E-1,-5.367760062E-1,-3.199188411E-1,-2.481683642E-1
9.728353750E-1,-5.283111334E-1,8.066911995E-2,-3.287676573E-1
9.928353750E-1,-5.309640765E-1,2.567902803E-1,-4.364544749E-1
1.012835375E0,-4.461410642E-1,-1.957735866E-1,-4.532445371E-1
1.032835375E0,-2.933025658E-1,-1.104130149E0,-2.442413718E-1
1.052835375E0,-2.110801190E-1,-1.699235082E0,-2.022836544E-2
1.072835375E0,-1.759466380E-1,-1.671152711E0,-3.932226822E-2
1.092836937E0,-2.479240149E-1,-1.143941164E0,7.330382708E-3
1.114836937E0,-2.481683642E-1,-7.179760933E-1,5.152212083E-2
1.134836937E0,-9.407324344E-2,-5.322555900E-1,1.845511198E-1
1.156835375E0,1.077915356E-1,-9.714502841E-2,3.697130978E-1
1.176835375E0,-4.792674258E-2,-1.963495463E-2,1.384569705E-1
