"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.044593700E-2,3.337500000E1,1.950000000E1,-3.293750000E1
4.044593700E-2,3.256250000E1,2.093750000E1,-3.337500000E1
7.044593700E-2,3.168750000E1,2.262500000E1,-3.412500000E1
9.044593700E-2,3.043750000E1,2.387500000E1,-3.450000000E1
1.204459370E-1,2.912500000E1,2.487500000E1,-3.425000000E1
1.404459370E-1,2.762500000E1,2.512500000E1,-3.350000000E1
1.604459370E-1,2.625000000E1,2.531250000E1,-3.356250000E1
1.804475000E-1,2.518750000E1,2.518750000E1,-3.368750000E1
2.104443750E-1,2.356250000E1,2.506250000E1,-3.425000000E1
2.304443750E-1,2.312500000E1,2.506250000E1,-3.475000000E1
2.504443750E-1,2.331250000E1,2.462500000E1,-3.487500000E1
2.704443750E-1,2.325000000E1,2.425000000E1,-3.475000000E1
2.904459370E-1,2.356250000E1,2.356250000E1,-3.487500000E1
3.204459370E-1,2.468750000E1,2.306250000E1,-3.518750000E1
3.504459370E-1,2.562500000E1,2.287500000E1,-3.481250000E1
3.704521870E-1,2.712500000E1,2.268750000E1,-3.437500000E1
4.004443750E-1,2.975000000E1,2.143750000E1,-3.362500000E1
4.204490620E-1,3.181250000E1,2.043750000E1,-3.237500000E1
4.504443750E-1,3.437500000E1,1.950000000E1,-3.037500000E1
4.704475000E-1,3.568750000E1,1.918750000E1,-2.943750000E1
5.004443750E-1,3.668750000E1,1.912500000E1,-2.868750000E1
5.204443750E-1,3.718750000E1,1.893750000E1,-2.881250000E1
5.404459370E-1,3.781250000E1,1.893750000E1,-2.850000000E1
5.704506250E-1,3.881250000E1,1.875000000E1,-2.787500000E1
6.004443750E-1,3.937500000E1,1.856250000E1,-2.743750000E1
6.204443750E-1,3.950000000E1,1.812500000E1,-2.750000000E1
6.404443750E-1,3.925000000E1,1.806250000E1,-2.762500000E1
6.604443750E-1,3.887500000E1,1.812500000E1,-2.806250000E1
6.804443750E-1,3.843750000E1,1.812500000E1,-2.906250000E1
7.004443750E-1,3.756250000E1,1.800000000E1,-3.000000000E1
7.204459370E-1,3.731250000E1,1.781250000E1,-3.100000000E1
7.504443750E-1,3.637500000E1,1.756250000E1,-3.212500000E1
7.704443750E-1,3.587500000E1,1.768750000E1,-3.225000000E1
7.904459370E-1,3.606250000E1,1.781250000E1,-3.200000000E1
8.204443750E-1,3.556250000E1,1.850000000E1,-3.143750000E1
8.404443750E-1,3.550000000E1,1.881250000E1,-3.131250000E1
8.604443750E-1,3.575000000E1,1.918750000E1,-3.112500000E1
8.804443750E-1,3.531250000E1,2.000000000E1,-3.075000000E1
9.004443750E-1,3.575000000E1,2.012500000E1,-3.068750000E1
9.204443750E-1,3.593750000E1,2.037500000E1,-3.037500000E1
9.404443750E-1,3.556250000E1,2.056250000E1,-3.012500000E1
9.604443750E-1,3.531250000E1,2.087500000E1,-3.050000000E1
9.804443750E-1,3.531250000E1,2.137500000E1,-3.056250000E1
1.000444375E0,3.531250000E1,2.187500000E1,-2.975000000E1
1.020444375E0,3.506250000E1,2.243750000E1,-2.937500000E1
1.040444375E0,3.412500000E1,2.275000000E1,-2.993750000E1
1.060444375E0,3.300000000E1,2.250000000E1,-3.037500000E1
1.080444375E0,3.187500000E1,2.287500000E1,-3.137500000E1
1.100445937E0,3.131250000E1,2.268750000E1,-3.193750000E1
1.120445937E0,3.075000000E1,2.281250000E1,-3.237500000E1
1.150444375E0,3.018750000E1,2.300000000E1,-3.250000000E1
1.170444375E0,3.025000000E1,2.268750000E1,-3.218750000E1
1.190444375E0,2.993750000E1,2.287500000E1,-3.156250000E1
1.210444375E0,2.993750000E1,2.293750000E1,-3.131250000E1
1.230447500E0,3.031250000E1,2.293750000E1,-3.106250000E1
1.260444375E0,3.043750000E1,2.237500000E1,-3.143750000E1
1.280444375E0,3.100000000E1,2.181250000E1,-3.206250000E1
1.300444375E0,3.143750000E1,2.125000000E1,-3.206250000E1
1.320444375E0,3.156250000E1,2.081250000E1,-3.200000000E1
1.340444375E0,3.212500000E1,2.018750000E1,-3.231250000E1
1.360444375E0,3.281250000E1,1.981250000E1,-3.231250000E1
1.380444375E0,3.387500000E1,1.875000000E1,-3.181250000E1
1.400449062E0,3.500000000E1,1.800000000E1,-3.168750000E1
1.430444375E0,3.556250000E1,1.737500000E1,-3.118750000E1
1.450445937E0,3.612500000E1,1.725000000E1,-3.106250000E1
1.470445937E0,3.643750000E1,1.725000000E1,-3.150000000E1
1.500458437E0,3.593750000E1,1.687500000E1,-3.237500000E1
1.530444375E0,3.631250000E1,1.675000000E1,-3.225000000E1
1.550447500E0,3.625000000E1,1.643750000E1,-3.225000000E1
1.580444375E0,3.631250000E1,1.656250000E1,-3.250000000E1
1.600449062E0,3.612500000E1,1.681250000E1,-3.287500000E1
1.630444375E0,3.518750000E1,1.743750000E1,-3.437500000E1
1.650450625E0,3.468750000E1,1.731250000E1,-3.475000000E1
1.680444375E0,3.487500000E1,1.675000000E1,-3.443750000E1
1.700447500E0,3.587500000E1,1.631250000E1,-3.368750000E1
1.730444375E0,3.656250000E1,1.625000000E1,-3.256250000E1
1.750449062E0,3.706250000E1,1.656250000E1,-3.206250000E1
1.780444375E0,3.712500000E1,1.643750000E1,-3.200000000E1
1.800444375E0,3.718750000E1,1.556250000E1,-3.200000000E1
1.820444375E0,3.743750000E1,1.462500000E1,-3.168750000E1
1.840449062E0,3.743750000E1,1.400000000E1,-3.162500000E1
1.870444375E0,3.731250000E1,1.356250000E1,-3.168750000E1
1.890445937E0,3.706250000E1,1.368750000E1,-3.243750000E1
1.920444375E0,3.681250000E1,1.375000000E1,-3.362500000E1
1.940447500E0,3.637500000E1,1.300000000E1,-3.400000000E1
1.970444375E0,3.575000000E1,1.250000000E1,-3.450000000E1
1.990444375E0,3.562500000E1,1.237500000E1,-3.487500000E1
