"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.988156200E-2,3.900000000E1,-1.187500000E0,-3.656250000E1
4.988000000E-2,3.831250000E1,-6.875000000E-1,-3.800000000E1
6.988000000E-2,3.793750000E1,-6.875000000E-1,-3.843750000E1
8.988156200E-2,3.787500000E1,-5.625000000E-1,-3.906250000E1
1.098925000E-1,3.787500000E1,-6.875000000E-1,-3.925000000E1
1.398800000E-1,3.831250000E1,-1.000000000E0,-3.918750000E1
1.598925000E-1,3.825000000E1,-8.750000000E-1,-3.943750000E1
1.898815620E-1,3.731250000E1,-8.750000000E-1,-4.068750000E1
2.098925000E-1,3.643750000E1,-9.375000000E-1,-4.181250000E1
2.398815620E-1,3.500000000E1,-7.500000000E-1,-4.343750000E1
2.598925000E-1,3.406250000E1,-9.375000000E-1,-4.400000000E1
2.898815620E-1,3.306250000E1,0.000000000E0,-4.468750000E1
3.098878120E-1,3.212500000E1,1.187500000E0,-4.512500000E1
3.398800000E-1,2.993750000E1,3.937500000E0,-4.625000000E1
3.598940620E-1,2.818750000E1,5.875000000E0,-4.693750000E1
3.898800000E-1,2.625000000E1,7.687500000E0,-4.793750000E1
4.098831250E-1,2.593750000E1,9.250000000E0,-4.800000000E1
4.398800000E-1,2.537500000E1,1.206250000E1,-4.781250000E1
4.598862500E-1,2.450000000E1,1.343750000E1,-4.825000000E1
4.898800000E-1,2.281250000E1,1.487500000E1,-4.875000000E1
5.098878120E-1,2.056250000E1,1.531250000E1,-4.925000000E1
5.398815620E-1,1.593750000E1,1.637500000E1,-5.056250000E1
5.598862500E-1,1.212500000E1,1.693750000E1,-5.125000000E1
5.898815620E-1,7.500000000E0,1.631250000E1,-5.275000000E1
6.198800000E-1,3.312500000E0,1.531250000E1,-5.375000000E1
6.398800000E-1,-5.625000000E-1,1.462500000E1,-5.375000000E1
6.598800000E-1,-4.375000000E0,1.425000000E1,-5.337500000E1
6.798800000E-1,-9.187500000E0,1.443750000E1,-5.268750000E1
6.998815620E-1,-1.512500000E1,1.506250000E1,-5.093750000E1
7.298815620E-1,-2.493750000E1,1.656250000E1,-4.593750000E1
7.598800000E-1,-3.231250000E1,2.168750000E1,-3.768750000E1
7.798815620E-1,-3.462500000E1,2.587500000E1,-3.206250000E1
7.998815620E-1,-3.550000000E1,2.956250000E1,-2.718750000E1
8.298800000E-1,-3.368750000E1,3.550000000E1,-2.200000000E1
8.498800000E-1,-3.018750000E1,3.950000000E1,-2.037500000E1
8.698800000E-1,-2.587500000E1,4.318750000E1,-1.962500000E1
8.898815620E-1,-2.143750000E1,4.587500000E1,-1.943750000E1
9.198800000E-1,-1.600000000E1,4.818750000E1,-2.006250000E1
9.398800000E-1,-1.331250000E1,4.956250000E1,-1.975000000E1
9.598815620E-1,-1.143750000E1,5.000000000E1,-1.987500000E1
9.898800000E-1,-9.562500000E0,5.025000000E1,-2.050000000E1
1.009880000E0,-8.375000000E0,5.050000000E1,-2.081250000E1
1.029880000E0,-6.562500000E0,5.025000000E1,-2.131250000E1
1.049880000E0,-4.187500000E0,5.081250000E1,-2.106250000E1
1.069880000E0,-2.500000000E0,5.050000000E1,-2.175000000E1
1.089881562E0,-1.562500000E0,4.981250000E1,-2.343750000E1
1.119880000E0,-1.187500000E0,4.912500000E1,-2.600000000E1
1.139880000E0,-2.000000000E0,4.787500000E1,-2.825000000E1
1.159881562E0,-3.125000000E0,4.668750000E1,-3.068750000E1
1.189880000E0,-6.937500000E0,4.431250000E1,-3.281250000E1
1.209880000E0,-1.125000000E1,4.256250000E1,-3.387500000E1
1.229881562E0,-1.600000000E1,4.031250000E1,-3.450000000E1
1.259880000E0,-2.106250000E1,3.762500000E1,-3.425000000E1
