"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-3.945979595E0,3.147848368E0,3.813446045E0
2.000000000E-2,-2.132065535E0,5.074721336E0,7.445641518E0
4.000000000E-2,-1.144801855E0,5.043836117E0,9.235738754E0
6.000156200E-2,-1.699883223E0,4.242726326E0,8.505842209E0
8.200156200E-2,-2.219654799E0,3.849694252E0,8.109745026E0
1.020015620E-1,-2.439059496E0,4.160519123E0,8.053472519E0
1.240000000E-1,-2.372002602E0,5.051075935E0,8.617565155E0
1.440015620E-1,-2.309935331E0,5.607009888E0,8.883033752E0
1.640015620E-1,-2.115277052E0,5.332921505E0,9.452288628E0
1.840015620E-1,-1.721938610E0,4.489022732E0,9.207017899E0
2.040125000E-1,-1.504238605E0,4.146680832E0,9.972932816E0
2.260015620E-1,-1.050949216E0,4.425452232E0,1.024802589E1
2.460078120E-1,-7.099191546E-1,5.393245697E0,9.964293480E0
2.680015620E-1,9.859322011E-2,6.085725784E0,9.763066292E0
2.900015620E-1,3.418824077E-1,4.872143269E0,8.306865692E0
3.100015620E-1,-3.924096823E-1,2.907393932E0,9.110166550E0
3.320000000E-1,-1.623077244E-1,1.937139034E0,1.017763710E1
3.520000000E-1,8.512536287E-1,1.534616232E0,9.352584839E0
3.720000000E-1,9.619710445E-1,1.271100879E0,8.551418304E0
3.920000000E-1,2.442813396E0,2.150969982E0,8.840340614E0
4.120140620E-1,3.389844656E0,1.882991672E0,8.698814392E0
4.340000000E-1,2.094323158E0,1.277728081E0,7.946498871E0
4.540062500E-1,2.544883013E0,6.459843516E-1,1.094245911E1
4.760015620E-1,5.013056278E0,1.766202688E0,7.580770493E0
4.960203120E-1,5.085552692E0,1.200127125E0,2.617044449E0
5.180015620E-1,4.942982197E0,2.105748355E-1,3.839753628E0
5.400015620E-1,4.773693562E0,-1.471495509E0,4.265864372E0
5.620046870E-1,4.471842289E0,-7.902589440E-1,5.902741909E0
5.840015620E-1,-3.692050576E-1,-1.964681894E-1,4.867067337E0
6.060000000E-1,3.219866276E0,-9.431239367E-1,1.416639566E0
6.260015620E-1,3.388178349E0,-5.937332511E-1,8.706945181E-1
6.480000000E-1,4.587261677E0,-1.133597016E0,-1.064232230E0
6.680015620E-1,4.333610535E0,-2.515970707E0,-1.868722320E0
6.900000000E-1,5.002368450E0,-3.333073378E0,-8.656284213E-1
7.100000000E-1,5.874576092E0,-6.324666977E0,-1.803216934E0
7.300000000E-1,1.010861588E1,-8.588958740E0,-4.761396646E-1
7.500000000E-1,1.400517941E1,-1.026264095E1,3.140905380E0
7.700000000E-1,1.653157043E1,-9.234397888E0,9.054564476E0
7.900000000E-1,1.807445145E1,-8.156671524E0,9.065903664E0
8.100015620E-1,1.843802452E1,-9.662107468E0,8.201500893E0
8.320000000E-1,1.938191605E1,-8.982872009E0,9.021859169E0
8.520015620E-1,1.954790115E1,-1.006509972E1,1.163230610E1
8.740015620E-1,1.982673836E1,-9.281132698E0,1.057298660E1
8.960015620E-1,1.852637100E1,-7.583528519E0,5.837820530E0
9.160015620E-1,1.687332726E1,-6.456606388E0,3.767870188E0
9.360015620E-1,1.371329784E1,-6.642501831E0,4.181837559E0
9.560015620E-1,1.192154408E1,-7.143330574E0,3.908074617E0
9.760015620E-1,1.069148922E1,-7.521959305E0,1.872610450E0
9.960015620E-1,9.615995407E0,-7.569077015E0,9.238554239E-1
1.016001562E0,1.046197128E1,-5.794418335E0,9.990907907E-1
1.036001562E0,9.202277184E0,-7.829374313E0,-6.377195567E-2
1.056015625E0,8.693824768E0,-5.629611015E0,2.916635752E0
1.078001562E0,7.406558514E0,-6.874499798E0,2.147235155E0
1.100001562E0,8.754513741E0,-5.459536552E0,2.194161415E0
1.122001562E0,1.015232563E1,-4.040847301E0,7.089604378E0
1.144001562E0,7.569191933E0,-2.941918373E0,4.826739311E0
1.166001562E0,3.193070412E0,-3.540354073E-1,-1.415567040E0
1.186001562E0,5.341339588E0,-7.127251029E-1,1.489260554E0
1.206001562E0,6.993645191E0,-1.873434067E0,2.850929260E0
1.226001562E0,1.269944954E1,2.885874808E-1,7.113709450E0
1.248001562E0,8.747004509E0,-1.660714149E0,3.309390068E0
1.270000000E0,1.013407135E1,-2.227105379E0,1.134229183E0
1.290000000E0,7.894764900E0,-3.437384129E0,-3.858236790E0
1.310001562E0,1.161118889E1,-1.868683934E0,-8.497117162E-1
1.332000000E0,1.072008610E1,-5.050779343E0,2.034113705E-1
1.352000000E0,9.338171959E0,-7.086990356E0,-4.274224639E-1
1.372000000E0,1.031044769E1,-7.181235790E0,-1.089917183E0
1.392000000E0,1.258401966E1,-6.856007099E0,-1.074910402E0
1.412001562E0,1.267269135E1,-8.223096848E0,9.860280901E-2
1.434000000E0,7.914953232E0,-9.881387711E0,1.698542476E0
1.454000000E0,5.560179234E0,-1.056633949E1,-3.329798222E0
1.474000000E0,8.165520668E0,-8.447136879E0,-4.655793667E0
1.494000000E0,1.124988461E1,-5.035953999E0,-3.798764944E0
1.514001562E0,9.494225502E0,-5.746582031E0,-2.698169470E0
1.536001562E0,8.329332352E0,-4.978521824E0,-2.681237698E0
1.556001562E0,9.626616478E0,-3.768167019E0,-8.213261366E-1
1.576001562E0,8.824577332E0,-2.871059656E0,5.957252979E-1
1.598000000E0,7.413913727E0,-3.473603487E0,1.607179791E-1
1.618000000E0,3.000576496E0,-6.458933830E0,4.031586647E0
1.638004687E0,3.195014477E0,-7.512621880E0,4.475557804E0
1.660001562E0,5.814318657E0,-7.740588188E0,6.394146442E0
1.682003125E0,1.373185730E1,-9.569720030E-1,5.049850345E-1
1.704000000E0,1.239981937E1,-5.238800645E-1,5.893604755E0
1.724001562E0,8.939297676E0,8.732132614E-2,1.185894012E1
1.746001562E0,2.003669024E0,-2.386051655E0,5.349575520E0
1.766001562E0,7.140735149E0,-1.821786404E0,-2.873243093E0
1.786001562E0,6.588862419E0,-1.180887341E0,-4.485948563E0
1.806001562E0,-4.342823029E0,-2.319809198E0,1.043036842E1
1.826001562E0,-1.002385139E0,-6.760440350E0,2.174558640E1
1.846001562E0,-8.493095040E-1,-1.289352322E1,1.168224907E1
1.866001562E0,-1.110526472E-1,-1.370543575E1,2.073611259E1
1.886001562E0,7.759128809E-1,-3.786171436E0,7.760210991E0
1.906001562E0,-3.971712351E0,-2.282095671E0,-3.809835672E0
1.926001562E0,-3.143615484E0,-5.706426620E0,-3.196393251E0
1.948015625E0,1.266053915E-1,-6.293513775E0,2.609076500E0
1.970000000E0,-2.628680229E0,-7.536803246E0,-5.314591408E0
1.990000000E0,-5.239001751E0,-1.119593811E1,-8.440011024E0
2.010000000E0,-4.650871277E0,-1.261725140E1,-6.711933613E0
2.030001562E0,-4.637310028E0,-5.989507198E0,-3.244526386E-1
2.050001562E0,-4.989937305E0,-5.960939884E0,-5.567285061E0
2.070001562E0,-5.883463383E0,-7.183390617E0,-3.853888988E0
2.092000000E0,-5.902588367E0,-7.908038616E0,-1.604603529E0
2.112000000E0,-7.454432964E0,-9.731213570E0,-6.949985027E-1
2.132001562E0,-6.239978790E0,-7.603237629E0,-1.455483139E-1
2.154001562E0,-4.657019138E0,-4.528316498E0,5.077125072E0
2.176001562E0,-4.809433937E0,-5.316708088E0,2.571573734E0
2.196001562E0,-4.826988220E0,-5.164896488E0,-2.161609888E0
2.216001562E0,-3.173983574E0,-4.345782757E0,-2.990377188E0
2.236001562E0,-2.553607702E0,-4.429608345E0,7.356902957E-2
2.256001562E0,-1.536454916E0,-4.777179241E0,1.450455308E0
2.276001562E0,-1.481436342E-1,-4.566901207E0,-1.549766779E0
2.298003125E0,2.128809214E0,-1.138633537E1,-2.001284361E0
2.320000000E0,-9.941396117E-1,-2.167218971E1,-2.969346523E0
2.340000000E0,-4.447287083E0,-3.503816223E1,-2.387363672E0
2.360000000E0,2.045481443E0,-2.745932961E1,1.943478823E0
2.380001562E0,4.749942780E0,-1.026588631E1,3.570923090E0
2.402000000E0,2.213429928E0,-5.325403690E0,3.978674889E0
2.422000000E0,-1.081499219E0,-9.615459442E0,4.020918012E-1
2.442000000E0,-1.217269659E0,-1.218401527E1,4.902367294E-1
2.462000000E0,-2.745478749E-1,-1.354664230E1,3.772830725E0
2.482001562E0,9.534764290E-1,-1.276964760E1,5.354708672E0
2.504000000E0,1.587010980E0,-1.291610527E1,3.721872807E0
2.524000000E0,1.181538582E0,-1.390021801E1,1.071931958E0
2.544000000E0,1.864996910E0,-1.425902271E1,-2.805286169E0
2.564000000E0,2.252685308E0,-1.530449390E1,-3.336770296E0
2.584001562E0,4.433199883E0,-1.548125267E1,9.595960379E-3
2.606001562E0,6.061687946E0,-1.291283035E1,3.785165787E0
2.626007812E0,6.251432896E0,-9.474201202E0,3.656855822E0
2.648001562E0,4.587769508E0,-8.029922485E0,9.985353351E-1
2.668007812E0,2.940615892E0,-7.505247593E0,-1.467779636E0
2.690000000E0,1.517387629E0,-6.867221832E0,-1.422615528E0
2.710003125E0,1.545102954E0,-6.617084980E0,-2.106897533E-2
2.732000000E0,1.488906145E0,-7.000856400E0,8.039250374E-1
2.752001562E0,1.452648282E0,-6.778722763E0,6.292153597E-1
2.772001562E0,1.872859478E0,-5.821405888E0,-3.915764689E-1
2.794001562E0,2.818013668E0,-4.354162216E0,-1.559659600E0
2.816000000E0,2.855420589E0,-3.379425287E0,-1.512062907E0
2.836003125E0,2.362713099E0,-2.938221693E0,-9.550853968E-1
2.858007812E0,2.234690428E0,-3.113458157E0,-5.864644647E-1
2.880001562E0,1.601222873E0,-4.714805603E0,2.045701742E-1
2.900001562E0,-1.348299384E0,-9.444952965E0,4.570071220E0
2.922001562E0,-1.114750862E1,-1.662943649E1,1.729632568E1
2.944001562E0,-8.734450340E0,-2.012013245E1,5.518108368E0
2.966001562E0,-9.820374489E0,-1.922662735E1,7.356155872E0
2.986001562E0,-8.093972206E0,-1.513374901E1,8.645089149E0
3.006001562E0,7.355083823E-1,-1.059370136E1,5.133934617E-1
3.026010937E0,4.941057682E0,-1.261528778E1,-5.123122692E0
3.048000000E0,1.154561615E1,-1.518576050E1,-2.431694746E0
3.068001562E0,6.441561699E0,-1.109706783E1,-1.278111100E0
3.090000000E0,4.633872032E0,-5.634389877E0,-2.991612434E0
3.110000000E0,8.304192543E0,-1.308603644E0,-3.372089565E-1
3.130000000E0,5.210319519E0,-4.597700596E0,1.883279085E-1
3.150000000E0,2.751253843E0,-7.038119793E0,-1.394718289E0
3.170001562E0,3.027649879E0,-9.613592148E0,-3.895107746E0
3.192000000E0,1.746838212E0,-1.171998119E1,-5.873177528E0
3.212000000E0,-7.734708190E-1,-1.239026165E1,-3.614794493E0
3.232000000E0,-2.425920248E0,-1.067578316E1,1.233971596E0
3.252001562E0,-3.521104574E0,-9.159267426E0,2.165689468E0
3.272001562E0,-2.786956072E0,-8.798422813E0,-2.770416975E0
3.294001562E0,-1.967487931E0,-8.302843094E0,-4.714029789E0
3.316001562E0,-1.499459863E0,-9.524977684E0,-1.394095778E0
3.336001562E0,-6.066811681E-1,-1.017371941E1,-2.824104726E-1
3.356001562E0,-7.842446864E-2,-9.244357109E0,-4.631247818E-1
3.376001562E0,-1.243241906E0,-9.867875099E0,-9.708679318E-1
3.396001562E0,-2.220449686E0,-1.150025082E1,1.383178234E-1
3.416001562E0,-8.807405829E-1,-1.102027988E1,2.067306995E0
3.436012500E0,1.125839829E0,-9.728569984E0,2.229317904E0
3.458004687E0,2.751416564E-1,-1.042761040E1,-4.016129673E-1
3.480000000E0,-3.994333029E0,-1.178502750E1,-1.903169990E0
3.500000000E0,-5.880877495E0,-1.286941814E1,3.742232919E-1
3.520000000E0,-3.121703863E0,-1.133711052E1,2.667322636E0
3.540000000E0,3.656424880E-1,-1.211134624E1,3.414188862E0
3.560000000E0,1.587279081E0,-1.472636127E1,4.209753513E0
3.580000000E0,2.434194326E0,-1.460049343E1,5.789103031E0
3.600001562E0,8.939470053E-1,-1.051458645E1,2.427691936E0
