"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.494062000E-3,-7.715053558E-1,-3.430793583E-1,4.583932757E-1
2.748156200E-2,-9.424428940E-1,-5.115908980E-1,4.051956236E-1
4.748312500E-2,-4.255985320E-1,-5.716651678E-1,7.609635592E-2
6.949406200E-2,-9.281660616E-2,-5.422388911E-1,3.473205259E-3
9.148000000E-2,-1.033409461E-1,-2.361954004E-1,1.278802752E-1
1.114800000E-1,-2.381501794E-1,-2.591813914E-2,2.395464331E-1
1.314815620E-1,-2.245540619E-1,-6.836454570E-2,1.832072139E-1
1.534800000E-1,-9.587093443E-2,-4.486368895E-1,-1.923352852E-2
1.734800000E-1,1.055924222E-1,-8.470257521E-1,-1.762084365E-1
1.934800000E-1,1.303761005E-1,-1.179161906E0,-2.116037160E-1
2.134815620E-1,1.559102684E-1,-1.249376535E0,-1.727875918E-1
2.334815620E-1,1.920036674E-1,-1.179685473E0,-1.895253062E-1
2.534815620E-1,1.280722618E-1,-1.002866149E0,-4.240277410E-1
2.734815620E-1,-5.386086181E-2,-6.340432167E-1,-8.711985350E-1
2.934846870E-1,-5.708797574E-1,-9.598088861E-1,-1.436597943E0
3.154815620E-1,-1.114096045E0,-1.646473765E0,-1.681834221E0
3.375221870E-1,-1.330865860E0,-1.656823635E0,-1.430698752E0
3.594815620E-1,-1.245222569E0,-1.756324768E0,-9.318313003E-1
3.814800000E-1,-1.213701963E0,-1.168707371E0,-4.659330845E-1
4.014800000E-1,-1.456285238E0,-2.088286430E-1,-4.975061119E-1
4.214800000E-1,-1.568213224E0,2.886774577E-2,-8.365886807E-1
4.414800000E-1,-1.294214010E0,-8.443030119E-1,-9.700714350E-1
4.614815620E-1,-6.800675392E-1,-6.125058532E-1,-9.175894260E-1
4.834815620E-1,-9.119345248E-2,-1.149927616E0,-1.075035572E0
5.054878120E-1,5.251695588E-2,-2.374380827E0,-1.411203384E0
5.274800000E-1,-3.044203222E-1,-3.069301128E0,-1.842299700E0
5.474971870E-1,-2.675065994E-1,-3.938946247E0,-1.464872241E0
5.694815620E-1,0.000000000E0,-3.166428566E0,-5.343325734E-1
5.894815620E-1,3.289771080E-1,-2.659846783E0,1.664206386E0
6.114815620E-1,2.982942164E-1,-3.442295313E0,1.327724338E0
6.334815620E-1,4.183205068E-1,-3.989037275E0,1.597133398E0
6.554800000E-1,1.148426607E-1,-4.515410900E0,2.069070339E0
6.754800000E-1,-7.792895287E-2,-5.837620258E0,2.365287542E0
6.954815620E-1,-9.224065393E-2,-6.879040718E0,2.226132631E0
7.174815620E-1,-1.285784096E-1,-8.192365646E0,2.915799379E0
7.394800000E-1,-9.473123550E-1,-8.224497795E0,4.253681660E0
7.594800000E-1,-1.962622762E0,-6.836594105E0,4.878247738E0
7.794815620E-1,-1.206197023E0,-5.995956421E0,4.801365852E0
7.994815620E-1,-3.534815311E-1,-5.023563862E0,4.381265163E0
8.214800000E-1,-1.439407945E0,-1.624639750E0,4.533545017E0
8.414800000E-1,-2.735576630E0,1.814304709E0,4.308240414E0
8.614815620E-1,-2.385917425E0,3.379655600E0,3.981479883E0
8.814815620E-1,-1.382545114E0,3.865485430E0,3.285652161E0
9.014815620E-1,-9.222494364E-1,3.589932919E0,2.523222446E0
9.234800000E-1,-7.735473514E-1,2.887874126E0,1.539048791E0
9.434800000E-1,-2.462834120E-1,2.145027161E0,9.623047113E-1
9.634815620E-1,2.424436808E-1,1.638462782E0,6.592457891E-1
9.834815620E-1,5.235463977E-1,1.041385651E0,5.095663071E-1
1.005480000E0,2.385166883E-1,1.256671906E0,6.765594482E-1
1.025480000E0,-4.586899877E-1,3.077678680E0,8.941321969E-1
1.045480000E0,-5.304229856E-1,2.390490294E0,1.296133876E0
1.065480000E0,9.979268909E-1,1.120431542E0,8.522617221E-1
1.085481562E0,1.602124929E0,3.933972120E-2,7.776663303E-1
1.107481562E0,1.469776630E0,-7.487811446E-1,4.977853596E-1
1.127481562E0,1.810499787E0,-1.270529866E0,-1.603957638E-2
1.147481562E0,2.177141190E0,-8.891928792E-1,-5.166872740E-1
1.167481562E0,1.564373493E0,-2.391258240E0,-5.749288797E-1
1.187481562E0,1.931904912E0,-4.169399738E0,-8.787383437E-1
1.207481562E0,2.482800722E0,-5.709530354E0,-1.211293459E0
1.227481562E0,2.137818813E0,-4.370635986E0,-1.537338376E0
1.249481562E0,9.932668805E-1,-2.277462721E0,-1.943528891E0
1.271480000E0,1.711993515E-1,-1.263880134E0,-2.163422823E0
1.291480000E0,-5.824687481E-1,-1.659197211E0,-2.361465454E0
1.311481562E0,-1.608495414E-1,-2.538895607E0,-3.227986336E0
1.333480000E0,3.510031700E-1,-3.324049473E0,-3.697706938E0
1.353480000E0,9.245008975E-2,-2.569037437E0,-3.244235516E0
1.373480000E0,-4.651826024E-1,-2.029625893E0,-2.542770147E0
1.393480000E0,-8.647059202E-1,-1.709200978E0,-1.997651458E0
1.413481562E0,-1.067740083E0,-9.408197403E-1,-1.809487581E0
1.435480000E0,-9.080598950E-1,-2.333156168E-1,-1.285243034E0
1.455480000E0,-7.353246808E-1,-4.420919120E-1,-8.187688589E-1
1.475480000E0,-1.005292177E0,-5.894151330E-1,-2.288650274E-1
1.495480000E0,-1.578475714E0,-5.055869818E-1,-3.711268008E-1
1.515481562E0,-1.824549794E0,-3.700098023E-3,-2.332632542E-1
1.537481562E0,-2.126282215E0,3.221528828E-1,3.366740048E-1
1.557481562E0,-2.164505005E0,1.038994551E0,7.517482042E-1
1.577481562E0,-2.110242605E0,1.605947256E0,7.135778666E-1
1.599480000E0,-2.196950674E0,2.750988007E0,9.239423871E-1
1.619480000E0,-1.436301231E0,2.929203510E0,1.649964452E0
1.639484687E0,-3.981619477E-1,3.740048647E0,2.890736580E0
1.661481562E0,-6.350729465E-1,6.567325115E0,3.895295620E0
1.683483125E0,-2.701909304E0,1.038326073E1,3.295111895E0
1.705480000E0,-4.160969734E0,1.197418022E1,1.680141211E0
1.725481562E0,-1.640295386E0,1.212473202E1,1.595632315E0
1.747481562E0,-7.857646942E-1,1.399954796E1,1.629352093E0
1.767481562E0,-1.305942655E0,1.258792496E1,1.410034060E0
1.787481562E0,-2.842617750E0,1.007304573E1,7.791673541E-1
1.807481562E0,-3.811292887E0,5.587008476E0,1.078438908E-1
1.827481562E0,1.217716187E-1,7.350035191E0,-5.129348040E-1
1.847481562E0,1.234558702E0,6.256324768E0,-2.349387705E-1
1.867481562E0,1.322802544E0,5.490875721E0,9.752376080E-1
1.887481562E0,3.395014405E-1,5.577915192E0,1.114584684E0
1.907481562E0,-1.197313309E0,6.415638447E0,2.923426405E-2
1.927481562E0,-2.248141050E0,4.218600273E0,6.684611086E-3
1.949495625E0,-5.333726406E-1,2.916602135E0,-1.109261513E0
1.971480000E0,-7.487462368E-3,2.770204067E0,-1.993916512E0
1.991480000E0,-1.374830723E0,2.950880527E0,-1.636961699E0
2.011480000E0,-2.905746222E0,3.806091785E0,-1.531910419E0
2.031481562E0,-2.124886036E0,5.972918034E0,-2.051285505E0
2.051481562E0,-8.496960998E-1,3.792617798E0,-1.258172989E0
2.071481562E0,-2.977357209E-1,1.174606562E0,-1.354026437E0
2.093480000E0,-9.595820308E-2,6.829648018E-1,-2.044373989E0
2.113480000E0,-4.611159861E-2,5.334773660E-1,-2.011439562E0
2.133481562E0,-3.733259439E-2,6.058735847E-1,-1.779380560E0
2.155481562E0,4.704011381E-1,1.476356506E0,-2.578584433E0
2.177481562E0,1.282991529E0,3.451301336E0,-2.481142521E0
2.197481562E0,1.133242249E0,3.543908596E0,-2.307936192E0
2.217481562E0,3.769038618E-1,2.863073111E0,-2.468907833E0
2.237481562E0,-4.367686510E-1,2.663337469E0,-2.653389215E0
2.257481562E0,-7.951196432E-1,4.341524124E0,-2.493796349E0
2.277481562E0,-1.351565480E0,5.336047649E0,-2.617766857E0
2.299483125E0,-1.548874974E0,4.326409340E0,-3.570821524E0
2.321480000E0,-5.025501251E-1,1.752310514E0,-4.118680477E0
2.341480000E0,3.890164495E-1,-7.272961736E-1,-2.028648615E0
2.361480000E0,-1.642878413E0,1.919687688E-1,1.989256501E0
2.381481562E0,-1.113066316E0,1.728277326E0,1.326362967E0
2.403480000E0,3.018546999E-1,2.514757633E0,3.735004691E-3
2.423480000E0,1.083901763E0,1.973949909E0,-4.010766745E-2
2.443480000E0,8.460134268E-1,1.364760160E0,2.965489030E-1
2.463480000E0,5.797809362E-1,1.548578262E0,4.439943135E-1
2.483481562E0,1.575037479E0,1.446965218E0,4.946961105E-1
2.505480000E0,3.171909094E0,1.164797783E0,5.815786123E-1
2.525480000E0,3.819880009E0,6.467142701E-1,1.048035264E0
2.545480000E0,3.406987429E0,9.311331809E-2,1.459915519E0
2.565480000E0,2.574814320E0,-3.452435732E-1,1.490860224E0
2.585481562E0,1.894904017E0,8.202349544E-1,1.184903979E0
2.607481562E0,1.354968905E0,3.534832716E0,7.343472838E-1
2.627487812E0,1.479428291E0,5.160799026E0,3.840422332E-1
2.649481562E0,1.887643337E0,4.712214470E0,4.844859540E-1
2.669487812E0,1.938502312E0,2.592913389E0,7.428644896E-1
2.691480000E0,1.712883592E0,3.688578904E-1,7.340505719E-1
2.711483125E0,1.456320167E0,-4.388281405E-1,4.705232978E-1
2.733480000E0,1.005431771E0,-1.809208244E-1,1.565036774E-1
2.753481562E0,5.663593411E-1,5.697976351E-1,3.813544288E-2
2.773481562E0,2.960253060E-1,1.187975764E0,-2.478367416E-3
2.795481562E0,1.541998386E-1,1.005746007E0,-1.330988109E-1
2.817480000E0,-7.600908726E-2,2.922553718E-1,-3.296926916E-1
2.837483125E0,-5.604077578E-1,-1.016305238E-1,-4.882034957E-1
2.859487812E0,-1.341442585E0,-4.233121574E-1,-8.574802876E-1
2.881481562E0,-2.215171814E0,-9.540667534E-1,-1.377623320E0
2.901481562E0,-3.147439480E0,-1.468467712E0,-1.748523235E0
2.923481562E0,-2.426548719E0,-1.883035749E-1,-9.743300676E-1
2.945481562E0,-1.827132821E0,1.527861238E0,6.587570906E-1
2.967481562E0,-1.577219129E0,2.289488077E0,1.663194060E0
2.987481562E0,-9.937381148E-1,3.674947739E0,1.685935736E0
3.007481562E0,-7.459711432E-1,2.062926769E0,5.570567250E-1
3.027490937E0,-3.623478115E-1,-6.290515661E-1,-1.476897597E-1
3.049480000E0,4.737696350E-1,-3.476469040E0,-7.058460712E-1
3.069481562E0,2.550100684E-1,-2.469518661E0,-7.283259034E-1
3.091480000E0,-6.855653524E-1,-4.270820692E-2,-1.645147353E-1
3.111480000E0,-1.709323049E0,-1.157624483E0,-7.173303515E-2
3.131480000E0,-1.624273181E0,9.348332286E-1,-6.474298835E-1
3.151480000E0,-9.090722203E-1,2.589056253E0,-4.322308004E-1
3.171481562E0,-2.811201811E-1,2.534951210E0,-1.980075985E-1
3.193480000E0,-3.354697227E-1,8.965930939E-1,-3.565009534E-1
3.213480000E0,-1.034474134E0,-7.254635692E-1,-5.072450638E-1
3.233480000E0,-1.406211734E0,-7.814711928E-1,-3.861017227E-1
3.253481562E0,-1.056587458E0,6.901031733E-1,-2.327396572E-1
3.273481562E0,-3.693814874E-1,1.339034081E0,-1.221730467E-2
3.295481562E0,-3.895225823E-1,1.097183824E0,-9.763371944E-2
3.317481562E0,-9.936683178E-1,1.807288408E0,-3.221877813E-1
3.337481562E0,-1.209321141E0,2.382252216E0,-2.930407822E-1
