"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.212166440E1,1.189463247E2,1.967473775E1,1.261077642E0,2.494975281E2,1.449851990E1,1.449851990E1
1.006136458E0,3.212166374E1,1.189463158E2,1.952443655E1,8.348909616E-1,2.706868591E2,1.450157738E1,1.450157738E1
2.055924479E0,3.212166532E1,1.189463113E2,1.933828926E1,5.731153488E-1,2.937680054E2,1.488566208E1,1.488566208E1
3.004317708E0,3.212166518E1,1.189463135E2,1.936838645E1,9.835650772E-2,2.735050049E2,1.305593681E1,1.305593681E1
4.006079687E0,3.212166742E1,1.189463247E2,1.931877191E1,-5.450294614E-1,2.647252197E2,1.062944603E1,1.062944603E1
5.037517708E0,3.212166674E1,1.189463393E2,1.930826945E1,-4.813212752E-1,2.854239197E2,1.021612549E1,1.021612549E1
6.020195832E0,3.212165888E1,1.189463522E2,1.924985867E1,-6.864848137E-1,3.097136230E2,9.596441269E0,9.596441269E0
7.005688020E0,3.212164732E1,1.189463628E2,1.885258198E1,-5.054000616E-1,3.261867065E2,9.523547173E0,9.523547173E0
8.050718228E0,3.212164171E1,1.189463781E2,1.851654433E1,-5.262349248E-1,3.024165649E2,9.965197563E0,9.965197563E0
8.998817707E0,3.212164220E1,1.189463934E2,1.838387043E1,-3.272015750E-1,2.719558411E2,1.111092949E1,1.111092949E1
1.000383437E1,3.212164204E1,1.189463949E2,1.823258949E1,5.650815964E-1,2.093344116E2,1.050004578E1,1.050004578E1
1.099594114E1,3.212164047E1,1.189463915E2,1.821563771E1,8.053278327E-1,2.091941986E2,8.862222672E0,8.862222672E0
1.201756562E1,3.212163935E1,1.189463840E2,1.823103072E1,1.026313543E0,2.714186707E2,7.679540634E0,7.679540634E0
1.299207760E1,3.212163967E1,1.189463724E2,1.836112604E1,1.231645465E0,2.276634827E2,6.593837738E0,6.593837738E0
1.401930677E1,3.212163897E1,1.189463571E2,1.852688628E1,1.359518290E0,2.169959869E2,5.833022118E0,5.833022118E0
1.499626875E1,3.212163772E1,1.189463463E2,1.852609934E1,1.139603138E0,2.235900116E2,6.522576332E0,6.522576332E0
1.601470208E1,3.212163473E1,1.189463340E2,1.862318948E1,1.173005342E0,2.380658722E2,7.446329117E0,7.446329117E0
1.711861458E1,3.212163049E1,1.189463277E2,1.875982106E1,7.343632579E-1,3.161838989E2,8.526407242E0,8.526407242E0
1.800597604E1,3.212162864E1,1.189463314E2,1.880485034E1,-3.958496824E-2,1.908528709E1,8.843411446E0,8.843411446E0
1.900595000E1,3.212163506E1,1.189463379E2,1.866002691E1,8.271169066E-1,4.174071121E1,9.377279282E0,9.377279282E0
2.004238750E1,3.212164532E1,1.189463460E2,1.863858431E1,1.052939773E0,4.810301781E0,8.165951729E0,8.165951729E0
2.099662187E1,3.212165915E1,1.189463499E2,1.852778236E1,1.341554165E0,3.237048035E2,7.212802887E0,7.212802887E0
2.201122239E1,3.212167078E1,1.189463509E2,1.834660849E1,1.122790694E0,3.228206787E2,5.888918877E0,5.888918877E0
2.302422500E1,3.212168152E1,1.189463505E2,1.823838926E1,1.053101659E0,3.277171936E2,5.137441635E0,5.137441635E0
2.400207656E1,3.212169074E1,1.189463485E2,1.830978951E1,1.017344356E0,3.335678711E2,4.699999809E0,4.699999809E0
2.500004791E1,3.212169745E1,1.189463404E2,1.833670019E1,1.072991133E0,3.031900940E2,4.699999809E0,4.699999809E0
2.601939166E1,3.212170198E1,1.189463269E2,1.840656805E1,1.270090580E0,2.637072754E2,4.699999809E0,4.699999809E0
2.699924218E1,3.212171110E1,1.189463094E2,1.831317724E1,1.480918527E0,2.879428101E2,5.261152267E0,5.261152267E0
2.800678073E1,3.212172017E1,1.189462903E2,1.821101682E1,1.529075146E0,2.870729675E2,5.823296547E0,5.823296547E0
