"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.482813512E1,-3.892480469E1,-2.678724670E1,-6.076684570E1
6.484808012E1,-4.046313477E1,-2.699525070E1,-6.060900879E1
6.486802613E1,-3.443457031E1,-2.687530899E1,-6.367846680E1
6.488797113E1,-2.941088867E1,-2.643613815E1,-6.587866211E1
6.490791712E1,-2.792382812E1,-2.625102234E1,-6.655419922E1
6.492786212E1,-2.846777344E1,-2.559823227E1,-6.615380859E1
6.494780812E1,-3.121313477E1,-2.497616577E1,-6.472851562E1
6.496775313E1,-3.431762695E1,-2.465158463E1,-6.356018066E1
6.498769813E1,-3.277783203E1,-2.417779160E1,-6.417761230E1
6.500764413E1,-3.646899414E1,-2.418223953E1,-6.256567383E1
6.502758912E1,-4.366210938E1,-2.399901199E1,-5.932702637E1
6.504753512E1,-5.000537109E1,-2.385140991E1,-5.656530762E1
6.506748012E1,-5.020654297E1,-2.369396973E1,-5.699499512E1
6.508742613E1,-5.044726562E1,-2.425258255E1,-5.700134277E1
6.510737113E1,-5.389086914E1,-2.410863495E1,-5.523657227E1
6.512731613E1,-5.676953125E1,-2.434816360E1,-5.429809570E1
6.514726212E1,-5.395581055E1,-2.428580856E1,-5.545288086E1
6.516720712E1,-4.307666016E1,-2.448754501E1,-6.018322754E1
6.518715313E1,-3.194091797E1,-2.467350769E1,-6.415148926E1
6.520709813E1,-2.608178711E1,-2.446505356E1,-6.636401367E1
6.522704413E1,-2.895874023E1,-2.451994324E1,-6.495751953E1
6.524698912E1,-3.487158203E1,-2.460221863E1,-6.213610840E1
6.526693512E1,-4.027392578E1,-2.469239807E1,-6.045361328E1
6.528688013E1,-3.989428711E1,-2.456172943E1,-5.986401367E1
6.530682613E1,-3.539575195E1,-2.475308990E1,-6.229980469E1
6.532677113E1,-3.265942383E1,-2.446429443E1,-6.368457031E1
6.534671613E1,-3.118847656E1,-2.449592209E1,-6.372778320E1
6.536666212E1,-3.270654297E1,-2.449116516E1,-6.340783691E1
6.538660712E1,-3.504882812E1,-2.474735260E1,-6.282031250E1
6.540655313E1,-3.448828125E1,-2.509532928E1,-6.267626953E1
6.542649813E1,-2.736621094E1,-2.550405121E1,-6.662658691E1
6.544644413E1,-1.584106445E1,-2.605507660E1,-7.166467285E1
6.546638892E1,-9.182373047E0,-2.685784531E1,-7.417846680E1
6.548633492E1,-6.639404297E0,-2.725577927E1,-7.575244141E1
6.550627992E1,-1.167431641E1,-2.854353333E1,-7.372204590E1
6.552622492E1,-2.104321289E1,-2.924546432E1,-6.983679199E1
6.554617092E1,-2.463134766E1,-2.951528931E1,-6.875024414E1
6.556611592E1,-2.577246094E1,-2.935324860E1,-6.846630859E1
6.558606192E1,-2.156689453E1,-2.881208038E1,-7.002319336E1
6.560600692E1,-1.625854492E1,-2.812080002E1,-7.285522461E1
6.562595292E1,-1.072143555E1,-2.718957901E1,-7.428979492E1
6.564589792E1,-6.783935547E0,-2.614205170E1,-7.560363770E1
6.566584392E1,-8.554443359E0,-2.508618927E1,-7.471289062E1
6.568578892E1,-1.623535156E1,-2.426362610E1,-7.102294922E1
6.570573492E1,-2.595971680E1,-2.375116730E1,-6.648583984E1
6.572567992E1,-3.696899414E1,-2.316811752E1,-6.211511230E1
6.574562492E1,-5.073730469E1,-2.288015747E1,-5.631311035E1
6.576557092E1,-6.189086914E1,-2.293946838E1,-5.148168945E1
6.578551592E1,-6.480078125E1,-2.322665405E1,-5.054699707E1
6.580546192E1,-6.140527344E1,-2.332138824E1,-5.235156250E1
6.582540692E1,-5.527783203E1,-2.321651459E1,-5.505920410E1
6.584535292E1,-5.002978516E1,-2.331272888E1,-5.753002930E1
6.586529792E1,-3.768676758E1,-2.324093246E1,-6.264099121E1
6.588524392E1,-2.701367188E1,-2.294566727E1,-6.669482422E1
6.590518892E1,-2.123022461E1,-2.270903397E1,-6.906494141E1
6.592513392E1,-2.002758789E1,-2.279284286E1,-6.961865234E1
6.594507992E1,-2.322094727E1,-2.230708313E1,-6.821228027E1
6.596502492E1,-2.052001953E1,-2.239918137E1,-6.901037598E1
6.598497092E1,-9.671386719E0,-2.203008652E1,-7.378869629E1
6.600491592E1,1.942138672E0,-2.196791458E1,-7.868200684E1
6.602486192E1,3.474609375E0,-2.227120590E1,-7.931359863E1
6.604480692E1,-1.244311523E1,-2.272105026E1,-7.248535156E1
6.606475292E1,-3.591137695E1,-2.378280640E1,-6.307226562E1
6.608469792E1,-5.170092773E1,-2.463262939E1,-5.639855957E1
6.610464392E1,-5.595971680E1,-2.527415848E1,-5.385913086E1
6.612458892E1,-5.667553711E1,-2.563493347E1,-5.461010742E1
6.614453392E1,-5.603784180E1,-2.632975388E1,-5.562951660E1
6.616447992E1,-5.797656250E1,-2.691032410E1,-5.463952637E1
6.618442492E1,-6.135449219E1,-2.774488449E1,-5.266625977E1
6.620437092E1,-6.133154297E1,-2.824794769E1,-5.286865234E1
6.622431592E1,-6.139770508E1,-2.902865219E1,-5.258386230E1
6.624426192E1,-6.184936523E1,-2.949850082E1,-5.260803223E1
6.626420692E1,-5.932812500E1,-2.948022079E1,-5.344384766E1
6.628415292E1,-5.422924805E1,-2.927661514E1,-5.569226074E1
6.630409792E1,-4.991064453E1,-2.946974564E1,-5.752441406E1
6.632404292E1,-4.577539062E1,-2.935490036E1,-5.906030273E1
6.634398892E1,-3.547875977E1,-2.945269775E1,-6.363024902E1
6.636393392E1,-2.203906250E1,-2.942607117E1,-6.883886719E1
6.638387992E1,-1.319213867E1,-2.946069717E1,-7.276940918E1
6.640382492E1,-4.736328125E0,-2.923538208E1,-7.591088867E1
6.642377092E1,4.761474609E0,-2.935249329E1,-8.026184082E1
6.644371592E1,1.298706055E1,-2.957743835E1,-8.373388672E1
6.646366200E1,1.499877930E1,-2.964867783E1,-8.453222656E1
6.648360700E1,1.456127930E1,-2.944679642E1,-8.449975586E1
6.650355300E1,1.535278320E1,-2.942123032E1,-8.472534180E1
6.652349800E1,1.169482422E1,-2.922717285E1,-8.316381836E1
6.654344400E1,-4.091552734E0,-2.937348175E1,-7.620556641E1
6.656338900E1,-1.962036133E1,-2.981675720E1,-6.957995605E1
6.658333400E1,-2.794067383E1,-3.034008408E1,-6.713452148E1
6.660328000E1,-2.166918945E1,-2.958147812E1,-6.959753418E1
6.662322500E1,-1.318139648E1,-2.947497940E1,-7.370153809E1
6.664317100E1,-1.212475586E1,-2.924323654E1,-7.364941406E1
6.666311600E1,-2.243432617E1,-2.949806976E1,-6.918188477E1
6.668306200E1,-3.842822266E1,-2.939764023E1,-6.257482910E1
6.670300700E1,-5.194067383E1,-2.956587219E1,-5.699597168E1
6.672295300E1,-5.816650391E1,-2.975508118E1,-5.496264648E1
6.674289800E1,-6.035522461E1,-2.933769226E1,-5.411303711E1
6.676284400E1,-5.971777344E1,-2.946677017E1,-5.491076660E1
6.678278900E1,-5.375585938E1,-2.940877533E1,-5.803173828E1
6.680273400E1,-4.701049805E1,-2.929428864E1,-6.088916016E1
6.682268000E1,-2.810717773E1,-2.922655487E1,-6.936718750E1
6.684262500E1,-1.484570312E1,-3.012863541E1,-7.554321289E1
6.686257100E1,-1.197143555E1,-3.063798904E1,-7.700463867E1
6.688251600E1,-1.466748047E1,-3.186606216E1,-7.615698242E1
6.690246200E1,-1.606250000E1,-3.347641754E1,-7.619311523E1
6.692240700E1,-1.614257812E1,-3.498911667E1,-7.621972656E1
6.694235300E1,-1.458496094E1,-3.620479202E1,-7.724951172E1
6.696229800E1,-1.577807617E1,-3.712232590E1,-7.668273926E1
6.698224400E1,-1.562597656E1,-3.775273895E1,-7.717797852E1
6.700218900E1,-1.477050781E1,-3.875238037E1,-7.752722168E1
