"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-3.339583054E-4,1.770817566E-1,3.395838318E0,8.566984863E0
1.961204165E-2,3.207829285E-1,3.473676453E0,8.935069427E0
3.955704166E-2,2.303709412E-1,3.391796722E0,8.876840515E0
5.950204167E-2,1.390608215E-1,3.399430847E0,9.093140717E0
7.944804168E-2,-5.927673340E-2,3.490441589E0,9.338181152E0
9.939304169E-2,-1.824705505E-1,3.462749176E0,9.413474579E0
1.193380417E-1,-3.397933960E-2,3.414250031E0,9.309141541E0
1.392840417E-1,6.586303711E-3,3.373235321E0,9.100176086E0
1.592290417E-1,-5.688171387E-2,3.373684387E0,9.036109314E0
1.791740417E-1,-6.945556641E-2,3.272494812E0,9.049730988E0
1.991200417E-1,-1.137634277E-1,3.288661194E0,9.001830597E0
2.190650417E-1,-1.323248291E-1,3.270548859E0,9.031019897E0
2.390100417E-1,-1.345701599E-1,3.263962555E0,8.900940399E0
2.589560417E-1,-1.456471252E-1,3.339255981E0,8.799750824E0
2.789010417E-1,-2.513273621E-1,3.318898315E0,8.658893738E0
2.988460417E-1,-3.888912964E-1,3.396886139E0,8.643026733E0
3.187920417E-1,-5.536985779E-1,3.511697388E0,8.765472107E0
3.387370417E-1,-6.283932495E-1,3.537144470E0,8.767867126E0
3.586820417E-1,-6.325845337E-1,3.485352173E0,8.706794128E0
3.786280417E-1,-4.860392761E-1,3.267255707E0,8.808881836E0
3.985732500E-1,-3.384461975E-1,3.171454926E0,8.743617554E0
4.185182500E-1,-5.966592407E-1,3.388802948E0,8.743916931E0
4.384642500E-1,-6.812333679E-1,3.507506104E0,9.077872467E0
4.584092500E-1,-7.801776123E-1,3.540886688E0,9.249715118E0
4.783542500E-1,-6.493496704E-1,3.325933685E0,9.442214813E0
4.983002500E-1,-5.301974487E-1,3.129242706E0,9.613009644E0
5.182452500E-1,-3.709286499E-1,3.045267334E0,9.587562561E0
5.381902500E-1,-2.597099304E-1,3.010389862E0,9.490713959E0
5.581362500E-1,-3.010240173E-1,2.997666321E0,9.303603058E0
5.780812500E-1,-2.409988403E-1,3.049308929E0,8.993148651E0
5.980262500E-1,-3.138972473E-1,3.070415039E0,8.847800903E0
6.179722500E-1,-2.619552612E-1,2.990481262E0,8.803193665E0
6.379172500E-1,-2.210902405E-1,2.898871765E0,8.863218842E0
6.578622500E-1,-1.808239746E-1,2.892285461E0,9.029373322E0
6.778082500E-1,-7.244934082E-2,2.995870056E0,9.016649780E0
6.977532500E-1,-1.261875916E-1,3.062481537E0,8.998387756E0
7.176982500E-1,-1.052311707E-1,3.115770721E0,9.074130249E0
7.376442500E-1,-2.122586060E-1,3.011737061E0,9.155710602E0
7.575892500E-1,-2.463876343E-1,2.834505615E0,9.281748505E0
7.775342500E-1,-1.603166199E-1,2.729424133E0,9.435029755E0
7.974802500E-1,-1.016386414E-1,2.764151917E0,9.330996094E0
8.174252500E-1,-2.260299683E-2,2.700683899E0,9.374705200E0
8.373702500E-1,1.496887207E-4,2.759212189E0,9.139843597E0
8.573162500E-1,-5.373825073E-2,2.786605225E0,9.044491882E0
8.772612500E-1,-4.400848389E-2,2.721490631E0,9.136700134E0
8.972072500E-1,-1.722917175E-1,2.526146851E0,9.251062317E0
9.171522500E-1,-2.110610962E-2,2.794688416E0,9.171427917E0
9.370972500E-1,-1.875599670E-1,2.824626160E0,8.982520752E0
9.570432500E-1,-2.974314880E-1,2.899620209E0,9.023236084E0
9.769882500E-1,-3.393443298E-1,2.936443634E0,9.087602234E0
9.969332500E-1,-4.096980286E-1,2.940036163E0,8.991053009E0
1.016879250E0,-4.986131287E-1,2.842738495E0,8.818611603E0
