"Time (s)","X (hPa)"
1.190519149E2,1.015216293E3
1.199821029E2,1.015213852E3
1.209124989E2,1.015213623E3
1.218428009E2,1.015213394E3
1.227731519E2,1.015212326E3
1.237034499E2,1.015211716E3
1.246337439E2,1.015211334E3
1.255639489E2,1.015208511E3
1.264942219E2,1.015206146E3
1.274245119E2,1.015206070E3
1.283547939E2,1.015206070E3
1.292851269E2,1.015205383E3
1.302154369E2,1.015205383E3
1.311457219E2,1.015207748E3
1.320759599E2,1.015209122E3
1.330062019E2,1.015209808E3
1.339364389E2,1.015209808E3
1.348666939E2,1.015208740E3
1.357969339E2,1.015207520E3
1.367273399E2,1.015206528E3
1.376577449E2,1.015206528E3
1.385882339E2,1.015206833E3
1.395186689E2,1.015206985E3
1.404489289E2,1.015207367E3
1.413790839E2,1.015207443E3
1.423093469E2,1.015207520E3
1.432394819E2,1.015207977E3
1.441696199E2,1.015208282E3
1.450998229E2,1.015208282E3
1.460300529E2,1.015207672E3
1.469603459E2,1.015207672E3
1.478905489E2,1.015207748E3
1.488206409E2,1.015209045E3
1.497508289E2,1.015210571E3
1.506810889E2,1.015210571E3
1.516114009E2,1.015210571E3
1.525418219E2,1.015210724E3
1.534721409E2,1.015210800E3
1.544025309E2,1.015210953E3
1.553327589E2,1.015211639E3
1.562631299E2,1.015211639E3
1.571934499E2,1.015209122E3
1.581237559E2,1.015207367E3
1.590540659E2,1.015205002E3
1.599844559E2,1.015203323E3
1.609147849E2,1.015202408E3
1.618451559E2,1.015200500E3
1.627754999E2,1.015199890E3
1.637058659E2,1.015198441E3
1.646362189E2,1.015198059E3
1.655666589E2,1.015197296E3
1.664970619E2,1.015195847E3
1.674274839E2,1.015194092E3
1.683578169E2,1.015192719E3
1.692882439E2,1.015191727E3
1.702185089E2,1.015190048E3
1.711488339E2,1.015188751E3
1.720791919E2,1.015186996E3
1.730095989E2,1.015185242E3
1.739399369E2,1.015183411E3
1.748701549E2,1.015182495E3
1.758006119E2,1.015179367E3
1.767310579E2,1.015177460E3
1.776614789E2,1.015174713E3
1.785919529E2,1.015173798E3
1.795223719E2,1.015173492E3
1.804529279E2,1.015171661E3
1.813833889E2,1.015170059E3
1.823139879E2,1.015169525E3
1.832445449E2,1.015169449E3
1.841750969E2,1.015167084E3
1.851055089E2,1.015165863E3
1.860359769E2,1.015165176E3
1.869662959E2,1.015163879E3
1.878967159E2,1.015163040E3
1.888272209E2,1.015162277E3
1.897576559E2,1.015160065E3
1.906881079E2,1.015157928E3
1.916185179E2,1.015156784E3
1.925489809E2,1.015155563E3
1.934794479E2,1.015154877E3
1.944099049E2,1.015153732E3
1.953403979E2,1.015152359E3
1.962707259E2,1.015151443E3
1.972011629E2,1.015150375E3
1.981315449E2,1.015148849E3
1.990618499E2,1.015145950E3
1.999920439E2,1.015143738E3
2.009223099E2,1.015142288E3
2.018526429E2,1.015141678E3
2.027828769E2,1.015141220E3
2.037131579E2,1.015138855E3
2.046434329E2,1.015137634E3
2.055738319E2,1.015135040E3
2.065042899E2,1.015133591E3
2.074346099E2,1.015133438E3
2.083650269E2,1.015133362E3
2.092955879E2,1.015130081E3
2.102260029E2,1.015128326E3
2.111563869E2,1.015127029E3
2.120867959E2,1.015125580E3
2.130171319E2,1.015123367E3
2.139476239E2,1.015122986E3
2.148780299E2,1.015118866E3
2.158083859E2,1.015117416E3
2.167387869E2,1.015117111E3
2.176691759E2,1.015116119E3
2.185994879E2,1.015111771E3
2.195299449E2,1.015109940E3
2.204602689E2,1.015107422E3
2.213906329E2,1.015104446E3
2.223210039E2,1.015102463E3
2.232514089E2,1.015100861E3
2.241817329E2,1.015099411E3
2.251118929E2,1.015099411E3
2.260420799E2,1.015100937E3
2.269723389E2,1.015101166E3
2.279027169E2,1.015100937E3
2.288330939E2,1.015100555E3
2.297636169E2,1.015100250E3
2.306940359E2,1.015098038E3
2.316244509E2,1.015098038E3
2.325549139E2,1.015098648E3
2.334853799E2,1.015098648E3
2.344157639E2,1.015097046E3
2.353461509E2,1.015096970E3
2.362765749E2,1.015096741E3
2.372070949E2,1.015096359E3
2.381375629E2,1.015094833E3
2.390679589E2,1.015093079E3
2.399984499E2,1.015092545E3
2.409289599E2,1.015092087E3
2.418594359E2,1.015092087E3
2.427899089E2,1.015089111E3
2.437204119E2,1.015087662E3
2.446508999E2,1.015083237E3
2.455813139E2,1.015078430E3
2.465118119E2,1.015074463E3
2.474422669E2,1.015073929E3
2.483728199E2,1.015072479E3
2.493034149E2,1.015071335E3
2.502339969E2,1.015071335E3
2.511644639E2,1.015071335E3
2.520949699E2,1.015070724E3
2.530254349E2,1.015069351E3
2.539559809E2,1.015067215E3
2.548864249E2,1.015065536E3
2.558169509E2,1.015063171E3
2.567474479E2,1.015062408E3
2.576779789E2,1.015062332E3
2.586084159E2,1.015060425E3
2.595388359E2,1.015057373E3
2.604692399E2,1.015054703E3
2.613996929E2,1.015052490E3
2.623301549E2,1.015048447E3
2.632604769E2,1.015044785E3
2.641906969E2,1.015043259E3
2.651209639E2,1.015042496E3
2.660511309E2,1.015041351E3
2.669814289E2,1.015039749E3
2.679117189E2,1.015039520E3
2.688420979E2,1.015038681E3
2.697725729E2,1.015038452E3
2.707029889E2,1.015037689E3
2.716333259E2,1.015036316E3
2.725635679E2,1.015035553E3
2.734938869E2,1.015035400E3
2.744241899E2,1.015033722E3
2.753545739E2,1.015031128E3
2.762849039E2,1.015030441E3
2.772152189E2,1.015028229E3
2.781455149E2,1.015026169E3
2.790758319E2,1.015023499E3
2.800062799E2,1.015020828E3
2.809367739E2,1.015017776E3
2.818672279E2,1.015015335E3
2.827976479E2,1.015013504E3
2.837281149E2,1.015011139E3
2.846585499E2,1.015008774E3
2.855888819E2,1.015007858E3
2.865193399E2,1.015007706E3
2.874496339E2,1.015006561E3
2.883799589E2,1.015004654E3
2.893102919E2,1.015004272E3
2.902407819E2,1.015004044E3
2.911711949E2,1.015000076E3
2.921016649E2,1.014998169E3
2.930323109E2,1.014995880E3
2.939628079E2,1.014993668E3
2.948932309E2,1.014990540E3
2.958236379E2,1.014986954E3
2.967540529E2,1.014985046E3
2.976843659E2,1.014984665E3
2.986147289E2,1.014982376E3
2.995450719E2,1.014980545E3
3.004754499E2,1.014978638E3
3.014059809E2,1.014976425E3
3.023365119E2,1.014971924E3
3.032669759E2,1.014971085E3
3.041976399E2,1.014970703E3
3.051281079E2,1.014969025E3
3.060585409E2,1.014967728E3
3.069889889E2,1.014967117E3
3.079194789E2,1.014965591E3
3.088500219E2,1.014962006E3
3.097806599E2,1.014961014E3
3.107112579E2,1.014959793E3
3.116417669E2,1.014959641E3
3.125723139E2,1.014957275E3
3.135027909E2,1.014957275E3
3.144333249E2,1.014957809E3
3.153638079E2,1.014957809E3
3.162943879E2,1.014957809E3
3.172249749E2,1.014957809E3
3.181554509E2,1.014956665E3
3.190859779E2,1.014953308E3
3.200164859E2,1.014953232E3
3.209469769E2,1.014950180E3
3.218774909E2,1.014949417E3
3.228078869E2,1.014948196E3
3.237383519E2,1.014946747E3
3.246688979E2,1.014945450E3
3.255994699E2,1.014944687E3
3.265300699E2,1.014944382E3
3.274607709E2,1.014941483E3
3.283913449E2,1.014939423E3
3.293220559E2,1.014937363E3
3.302526539E2,1.014934006E3
3.311832249E2,1.014927368E3
3.321139179E2,1.014926605E3
3.330445599E2,1.014926453E3
