"Time (s)","X (hPa)"
-5.672611250E-1,1.015504150E3
4.373578750E-1,1.015505981E3
1.441856875E0,1.015504150E3
2.446360875E0,1.015504074E3
3.450897875E0,1.015504074E3
4.455508875E0,1.015509949E3
4.633350875E0,1.015509949E3
5.563619875E0,1.015509033E3
6.493916875E0,1.015509033E3
7.424137875E0,1.015509033E3
8.354463875E0,1.015507812E3
9.284809875E0,1.015507812E3
1.021494887E1,1.015507278E3
1.114510888E1,1.015507050E3
1.207524387E1,1.015506439E3
1.300537487E1,1.015504913E3
1.393563487E1,1.015501175E3
1.486584087E1,1.015500412E3
1.579607387E1,1.015499954E3
1.672614587E1,1.015498886E3
1.765638388E1,1.015496826E3
1.858657487E1,1.015494843E3
1.951678187E1,1.015491486E3
2.044710687E1,1.015488815E3
2.137733387E1,1.015487366E3
2.230757587E1,1.015485611E3
2.323790487E1,1.015485535E3
2.416824088E1,1.015485229E3
2.509856887E1,1.015485535E3
2.602886987E1,1.015485535E3
2.695918687E1,1.015485535E3
2.788950187E1,1.015483170E3
2.881982287E1,1.015480270E3
2.975018087E1,1.015478287E3
3.068045487E1,1.015475082E3
3.161089187E1,1.015472946E3
3.254118287E1,1.015470428E3
3.347140987E1,1.015469666E3
3.440154487E1,1.015469666E3
3.533159988E1,1.015470505E3
3.626170788E1,1.015471344E3
3.719182887E1,1.015471344E3
3.812201687E1,1.015471497E3
3.905228687E1,1.015471344E3
3.998245787E1,1.015470963E3
4.091265187E1,1.015468903E3
4.184283787E1,1.015467682E3
4.277299787E1,1.015464630E3
4.370335387E1,1.015460739E3
4.463361887E1,1.015457916E3
4.556382087E1,1.015453873E3
4.649392087E1,1.015448074E3
4.742413887E1,1.015444107E3
4.835420887E1,1.015440750E3
4.928434387E1,1.015439224E3
5.021444887E1,1.015438995E3
5.114454787E1,1.015437241E3
5.207462387E1,1.015436935E3
5.300477987E1,1.015436783E3
5.393487887E1,1.015434952E3
5.486492087E1,1.015433578E3
5.579495288E1,1.015430908E3
5.672513187E1,1.015423508E3
5.765537787E1,1.015417862E3
5.858556287E1,1.015412598E3
5.951576587E1,1.015410156E3
6.044596787E1,1.015410156E3
6.137603387E1,1.015410080E3
6.230620487E1,1.015410233E3
6.323635287E1,1.015408707E3
6.416657087E1,1.015407410E3
6.509685887E1,1.015405197E3
6.602709487E1,1.015400391E3
6.695737887E1,1.015393066E3
6.788772187E1,1.015387039E3
6.881796988E1,1.015381851E3
6.974818887E1,1.015375824E3
7.067851087E1,1.015373459E3
7.160878587E1,1.015372162E3
7.253910187E1,1.015369568E3
7.346934987E1,1.015365677E3
7.439967988E1,1.015365067E3
7.532989587E1,1.015361252E3
7.626009287E1,1.015356369E3
7.719037587E1,1.015349884E3
7.812063587E1,1.015345840E3
7.905084987E1,1.015342331E3
7.998102787E1,1.015340500E3
8.091112587E1,1.015339279E3
8.184128387E1,1.015339279E3
8.277150187E1,1.015339355E3
8.370174687E1,1.015340424E3
8.463201087E1,1.015342026E3
8.556215988E1,1.015342026E3
8.649237187E1,1.015340958E3
8.742252387E1,1.015337677E3
8.835268687E1,1.015326996E3
8.928289087E1,1.015323563E3
9.021305087E1,1.015321960E3
9.114339887E1,1.015320740E3
9.207374987E1,1.015319138E3
9.300404987E1,1.015318985E3
9.393431987E1,1.015312195E3
9.486447487E1,1.015305252E3
9.579469687E1,1.015300751E3
9.672491787E1,1.015295563E3
9.765523487E1,1.015292282E3
9.858552188E1,1.015290451E3
9.951566187E1,1.015289307E3
1.004459279E2,1.015287323E3
1.013761099E2,1.015283203E3
1.023063039E2,1.015282516E3
1.032366139E2,1.015281754E3
1.041669479E2,1.015276108E3
1.050972749E2,1.015272751E3
1.060275259E2,1.015272751E3
1.069577949E2,1.015270081E3
1.078882299E2,1.015269394E3
1.088184589E2,1.015268860E3
1.097486199E2,1.015262680E3
1.106789289E2,1.015256805E3
1.116091919E2,1.015254288E3
1.125394729E2,1.015246429E3
1.134698279E2,1.015240860E3
1.144002969E2,1.015234833E3
1.153306269E2,1.015228195E3
1.162610359E2,1.015221786E3
1.171914179E2,1.015219650E3
1.181216379E2,1.015218277E3
