"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.585822296E1,3.212007914E1,1.189483799E2,1.994748425E1,-1.000000000E0,-1.000000000E0,5.233113760E1,5.233113760E1
9.311945403E1,3.212022280E1,1.189488419E2,1.994923782E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
9.955759001E1,3.212024833E1,1.189490166E2,1.994931841E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.060458471E2,3.212041705E1,1.189491328E2,1.994955182E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.125327981E2,3.212052290E1,1.189491587E2,1.994953823E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.137332560E2,3.212058677E1,1.189490177E2,1.994865561E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.201549320E2,3.212033487E1,1.189491437E2,1.994993877E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.266074090E2,3.212034391E1,1.189491283E2,1.994946098E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.289865110E2,3.212035992E1,1.189491065E2,1.994946098E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.330396870E2,3.212038496E1,1.189490555E2,1.994898129E1,-1.000000000E0,-1.000000000E0,4.574861934E1,4.574861934E1
1.394507240E2,3.212057649E1,1.189489935E2,1.994903421E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.459058430E2,3.212051905E1,1.189490475E2,1.994950390E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.523527670E2,3.212087484E1,1.189490069E2,1.994888949E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.587853370E2,3.212107366E1,1.189489103E2,1.994848847E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.652330900E2,3.212125152E1,1.189487990E2,1.994810438E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.717206490E2,3.212133343E1,1.189487926E2,1.994828987E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.782121090E2,3.212116783E1,1.189488380E2,1.994884968E1,-1.000000000E0,-1.000000000E0,5.299347098E1,5.299347098E1
1.842219170E2,3.212118654E1,1.189487911E2,1.994791579E1,-1.000000000E0,-1.000000000E0,6.263556479E1,6.263556479E1
1.846273160E2,3.212131213E1,1.189485556E2,1.994688797E1,-1.000000000E0,-1.000000000E0,4.750933210E1,4.750933210E1
1.911345400E2,3.212141510E1,1.189486558E2,1.994783735E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.975735741E2,3.212146198E1,1.189486817E2,1.994777060E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.040102830E2,3.212146104E1,1.189486891E2,1.994778061E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.104567130E2,3.212152923E1,1.189486249E2,1.994727516E1,-1.000000000E0,-1.000000000E0,5.233113760E1,5.233113760E1
2.168818340E2,3.212148858E1,1.189486413E2,1.994764352E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.233190620E2,3.212161136E1,1.189486737E2,1.994769740E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.297695930E2,3.212176196E1,1.189489073E2,1.995343637E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.362718920E2,3.212191168E1,1.189489203E2,1.995055342E1,-1.000000000E0,-1.000000000E0,4.511711885E1,4.511711885E1
2.374781200E2,3.212198089E1,1.189488585E2,1.994919634E1,-1.000000000E0,-1.000000000E0,4.556613479E1,4.556613479E1
2.439551870E2,3.212204524E1,1.189487655E2,1.994814825E1,-1.000000000E0,-1.000000000E0,5.802996755E1,5.802996755E1
2.451589780E2,3.212199752E1,1.189487198E2,1.994807768E1,-1.000000000E0,-1.000000000E0,5.841848692E1,5.841848692E1
2.516666120E2,3.212192824E1,1.189485774E2,1.994705725E1,-1.000000000E0,-1.000000000E0,6.955546738E1,6.955546738E1
2.528689320E2,3.212185045E1,1.189484996E2,1.994695425E1,-1.000000000E0,-1.000000000E0,6.992068994E1,6.992068994E1
2.593683130E2,3.212214449E1,1.189485916E2,1.994741607E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.670651311E2,3.212234677E1,1.189485493E2,1.994687772E1,-1.000000000E0,-1.000000000E0,6.140722874E1,6.140722874E1
2.735572230E2,3.212224528E1,1.189486603E2,1.994760847E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.799770501E2,3.212225495E1,1.189486468E2,1.994688606E1,-1.000000000E0,-1.000000000E0,5.485842460E1,5.485842460E1
2.811758931E2,3.212211656E1,1.189486217E2,1.994726515E1,-1.000000000E0,-1.000000000E0,5.535230845E1,5.535230845E1
2.875796720E2,3.212230586E1,1.189486644E2,1.994748211E1,-1.000000000E0,-1.000000000E0,6.844415353E1,6.844415353E1
2.939897510E2,3.212240654E1,1.189485226E2,1.994632220E1,-1.000000000E0,-1.000000000E0,7.830877899E1,7.830877899E1
3.004784631E2,3.212272340E1,1.189482844E2,1.994530129E1,-1.000000000E0,-1.000000000E0,7.830877899E1,7.830877899E1
3.016805950E2,3.212248278E1,1.189484191E2,1.994695950E1,-1.000000000E0,-1.000000000E0,6.846369906E1,6.846369906E1
3.081520480E2,3.212259039E1,1.189482550E2,1.994482231E1,-1.000000000E0,-1.000000000E0,8.021121520E1,8.021121520E1
3.093472950E2,3.212265858E1,1.189481036E2,1.994491863E1,-1.000000000E0,-1.000000000E0,7.830877899E1,7.830877899E1
3.154318740E2,3.212278130E1,1.189480535E2,1.994630289E1,-1.000000000E0,-1.000000000E0,8.829070760E1,8.829070760E1
3.170378340E2,3.212280179E1,1.189480260E2,1.994495106E1,-1.000000000E0,-1.000000000E0,8.899881828E1,8.899881828E1
3.323787960E2,3.212294223E1,1.189479305E2,1.994499612E1,-1.000000000E0,-1.000000000E0,1.393307120E2,1.393307120E2
