"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.547041656E-3,7.266169707E-1,-1.311343360E-1,-5.370234883E-1
2.549204166E-2,6.070767863E-1,-1.318520817E-1,-1.908443481E-1
4.543704167E-2,5.423014775E-1,-1.629642391E-1,-2.286863583E-1
6.538304168E-2,4.145213237E-1,-4.865146548E-2,3.781160474E-2
8.532804169E-2,1.989303530E-1,-1.171635836E-2,2.431482768E-1
1.052730417E-1,1.558600366E-1,-2.533160001E-2,2.261556834E-1
1.252190417E-1,2.740217947E-1,-7.749227196E-2,4.748523831E-2
1.451640417E-1,2.149860945E-1,-7.789192915E-2,-1.091979218E-1
1.651090417E-1,1.232203489E-1,-1.164011067E-1,-1.252029204E-1
1.850550417E-1,1.252122943E-1,-1.836566582E-1,-1.582584000E-1
2.050000417E-1,3.281789985E-2,-1.228248578E-1,-1.595500499E-1
2.249450417E-1,1.494268751E-2,-1.810444146E-1,-2.124199891E-1
2.448910417E-1,9.372063428E-3,-1.160751244E-1,-3.333129269E-1
2.648360417E-1,-3.987285789E-2,-7.355329514E-2,-4.540982759E-1
2.847810417E-1,-1.494906280E-1,-5.928375006E-2,-5.637037486E-1
3.047270417E-1,-2.994665201E-1,5.252027571E-2,-5.335999435E-1
3.246720417E-1,-4.600203359E-1,1.944666982E-1,-4.519733977E-1
3.446170416E-1,-4.953361663E-1,1.930022630E-1,-4.845306945E-1
3.645630417E-1,-4.709164030E-1,1.554420885E-1,-5.242432290E-1
3.845080417E-1,-2.523544255E-1,-9.236992747E-2,-4.107212913E-1
4.044532500E-1,-2.257251273E-1,-1.172659099E-3,-5.353628790E-1
4.243992500E-1,-5.107758854E-1,2.083664069E-1,-4.188652933E-1
4.443442500E-1,-5.655613359E-1,3.524929637E-1,-1.307612836E-1
4.642892500E-1,-5.738059100E-1,3.768205968E-1,-2.313977122E-2
4.842352500E-1,-3.202012767E-1,1.013629451E-1,2.394849962E-1
5.041802500E-1,-2.304445247E-1,-2.403848827E-2,3.190708637E-1
5.241252500E-1,-8.917645236E-2,-6.397117049E-2,2.585106665E-1
5.440712500E-1,-2.088555995E-2,-1.021315616E-1,1.300824219E-1
5.640162500E-1,2.306242352E-2,-9.675943226E-2,-1.192405146E-1
5.839612500E-1,2.026462220E-3,-5.645779073E-2,-3.720782125E-1
6.039072500E-1,1.186372647E-2,-4.967969835E-2,-4.360192698E-1
6.238522500E-1,4.503510877E-2,-9.034094363E-2,-5.088276297E-1
6.437972500E-1,1.099561229E-1,-1.853734007E-1,-3.852157366E-1
6.637432500E-1,1.698001824E-1,-1.302797654E-1,-2.527517438E-1
6.836882500E-1,2.142236907E-1,-1.032325923E-3,-3.314991206E-1
7.036332500E-1,1.837922588E-1,6.774993360E-2,-3.029056513E-1
7.235792500E-1,1.740443108E-1,9.554555029E-2,-2.196301907E-1
7.435242500E-1,4.317156460E-2,-2.747898996E-3,-1.730430847E-1
