"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.212651500E1,1.189692460E2,0.000000000E0,0.000000000E0,0.000000000E0,1.250000000E2,0.000000000E0
4.172812500E-2,3.212651500E1,1.189692460E2,0.000000000E0,0.000000000E0,0.000000000E0,1.250000000E2,0.000000000E0
9.889187500E-1,3.212647563E1,1.189693524E2,3.012728930E1,4.467162788E-1,1.424182129E2,4.696414948E0,4.696414948E0
1.989061458E0,3.212647859E1,1.189693494E2,2.882419015E1,5.389746428E-1,1.424182129E2,4.577663898E0,4.577663898E0
2.989380208E0,3.212647751E1,1.189693373E2,2.811118154E1,1.273355246E0,1.424182129E2,4.309316635E0,4.309316635E0
3.987047916E0,3.212647581E1,1.189693189E2,2.734473856E1,1.798059940E0,2.508750305E2,4.185436726E0,4.185436726E0
4.989813541E0,3.212647028E1,1.189693011E2,2.829567689E1,1.731957078E0,2.614454956E2,2.574946165E0,2.574946165E0
5.988610416E0,3.212646725E1,1.189692824E2,2.861176663E1,1.933485627E0,2.642118225E2,2.797424316E0,2.797424316E0
6.987889062E0,3.212646671E1,1.189692666E2,2.788624191E1,1.471130967E0,2.674345398E2,3.019301176E0,3.019301176E0
7.989800520E0,3.212646743E1,1.189692537E2,2.736750184E1,1.221418500E0,2.693786926E2,3.244621277E0,3.244621277E0
8.993689582E0,3.212646926E1,1.189692469E2,2.897775103E1,1.239147544E0,2.847846985E2,3.445386410E0,3.445386410E0
9.989774478E0,3.212647045E1,1.189692507E2,2.902641479E1,1.236536503E0,2.995453796E2,3.869526386E0,3.869526386E0
1.098860937E1,3.212647003E1,1.189692539E2,2.927726099E1,1.046743155E0,3.119433594E2,4.301543236E0,4.301543236E0
1.198584271E1,3.212647015E1,1.189692467E2,2.962357699E1,9.031711817E-1,3.151140747E2,4.475930214E0,4.475930214E0
1.299345364E1,3.212646651E1,1.189692470E2,2.770937771E1,1.011508346E0,3.238569336E2,4.487778664E0,4.487778664E0
1.399563021E1,3.212646651E1,1.189692470E2,2.761537617E1,8.875456452E-1,3.252033081E2,4.446126461E0,4.446126461E0
1.498969375E1,3.212646484E1,1.189692497E2,2.699512579E1,6.862916946E-1,3.271620483E2,4.376014709E0,4.376014709E0
1.599720364E1,3.212646484E1,1.189692497E2,2.664693523E1,5.593588948E-1,3.317618408E2,4.141324997E0,4.141324997E0
1.699550364E1,3.212646484E1,1.189692497E2,2.664693523E1,3.915512264E-1,3.317618408E2,4.061789513E0,4.061789513E0
1.798652656E1,3.212646484E1,1.189692497E2,2.664693523E1,2.740858495E-1,3.317618408E2,4.181948662E0,4.181948662E0
1.899209323E1,3.212644615E1,1.189692432E2,2.615646846E1,3.402294815E-1,3.314732056E2,4.286575317E0,4.286575317E0
1.999683333E1,3.212644165E1,1.189692455E2,2.626538486E1,4.043637216E-1,1.025229335E0,4.305632114E0,4.305632114E0
2.099285885E1,3.212643947E1,1.189692598E2,2.656489224E1,5.164528489E-1,4.946548462E1,4.551905155E0,4.551905155E0
2.199149271E1,3.212644150E1,1.189692762E2,2.658708510E1,7.491333485E-1,6.774311829E1,4.938384056E0,4.938384056E0
2.299701979E1,3.212644993E1,1.189692853E2,2.652153474E1,7.034891248E-1,5.430307007E1,4.699999809E0,4.699999809E0
2.399308541E1,3.212647266E1,1.189692928E2,2.700083854E1,6.736102104E-1,3.321393204E1,4.699999809E0,4.699999809E0
