"Time (s)","Pressure (hPa)"
1.064600000E-1,1.018597168E3
1.864600000E-1,1.018604004E3
2.664584380E-1,1.018597168E3
3.464584380E-1,1.018601562E3
4.264584380E-1,1.018592773E3
5.064584380E-1,1.018605957E3
5.864584380E-1,1.018628418E3
6.664584380E-1,1.018629883E3
7.464600000E-1,1.018605469E3
8.264600000E-1,1.018592285E3
9.064584380E-1,1.018609863E3
9.864584380E-1,1.018609863E3
1.066456875E0,1.018589844E3
1.146458438E0,1.018609863E3
1.226458438E0,1.018632324E3
1.306458438E0,1.018619141E3
1.386460000E0,1.018626465E3
1.466460000E0,1.018638672E3
1.546460000E0,1.018617188E3
1.626460000E0,1.018603516E3
1.706460000E0,1.018588379E3
1.786460000E0,1.018579590E3
1.866460000E0,1.018595703E3
1.946460000E0,1.018589844E3
2.026460000E0,1.018579102E3
2.106458438E0,1.018590332E3
2.186460000E0,1.018584473E3
2.266460000E0,1.018581055E3
2.346460000E0,1.018587891E3
2.426460000E0,1.018588867E3
2.506460000E0,1.018603027E3
2.586460000E0,1.018606445E3
2.666460000E0,1.018602539E3
2.746460000E0,1.018602051E3
2.826460000E0,1.018590820E3
2.906458438E0,1.018591797E3
2.986458438E0,1.018598145E3
3.066458438E0,1.018584961E3
3.146458438E0,1.018589844E3
3.226458438E0,1.018590332E3
3.306458438E0,1.018605957E3
3.386460000E0,1.018588867E3
3.466458438E0,1.018585449E3
3.546460000E0,1.018583984E3
3.626460000E0,1.018573242E3
3.706460000E0,1.018572266E3
3.786460000E0,1.018568359E3
3.866460000E0,1.018586426E3
3.946460000E0,1.018597656E3
4.026458438E0,1.018617188E3
4.106460000E0,1.018619141E3
4.186458438E0,1.018617188E3
4.266458438E0,1.018610840E3
4.346458438E0,1.018613281E3
4.426458438E0,1.018613281E3
4.506458438E0,1.018626465E3
4.586458438E0,1.018620605E3
4.666458438E0,1.018629883E3
4.746500625E0,1.018645020E3
4.826460000E0,1.018639160E3
4.906458438E0,1.018635742E3
4.986458438E0,1.018629395E3
5.066458438E0,1.018627930E3
5.146460000E0,1.018638672E3
5.226460000E0,1.018634277E3
5.306460000E0,1.018624512E3
5.386460000E0,1.018645020E3
5.466460000E0,1.018631836E3
5.546460000E0,1.018644043E3
5.626460000E0,1.018643066E3
5.706460000E0,1.018642090E3
5.786460000E0,1.018629395E3
5.866460000E0,1.018624512E3
5.946460000E0,1.018616211E3
6.026460000E0,1.018620117E3
6.106460000E0,1.018638184E3
6.186460000E0,1.018618164E3
6.266460000E0,1.018618652E3
6.346460000E0,1.018625977E3
6.426460000E0,1.018631348E3
6.506460000E0,1.018631836E3
6.586460000E0,1.018624512E3
6.666460000E0,1.018641602E3
6.746460000E0,1.018620605E3
6.826460000E0,1.018625977E3
6.906460000E0,1.018642090E3
6.986458438E0,1.018644531E3
7.066458438E0,1.018643555E3
7.146458438E0,1.018631348E3
7.226458438E0,1.018631348E3
7.306460000E0,1.018617188E3
7.386460000E0,1.018630371E3
7.466460000E0,1.018647949E3
7.546460000E0,1.018639160E3
