"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.646156300E-2,2.631250000E1,3.231250000E1,-2.700000000E1
4.646000000E-2,2.612500000E1,3.231250000E1,-2.743750000E1
6.646156300E-2,2.662500000E1,3.218750000E1,-2.768750000E1
9.646000000E-2,2.731250000E1,3.293750000E1,-2.750000000E1
1.164646880E-1,2.775000000E1,3.356250000E1,-2.675000000E1
1.464600000E-1,2.806250000E1,3.443750000E1,-2.500000000E1
1.664631250E-1,2.800000000E1,3.525000000E1,-2.350000000E1
1.964600000E-1,2.768750000E1,3.575000000E1,-2.243750000E1
2.164600000E-1,2.700000000E1,3.587500000E1,-2.256250000E1
2.364600000E-1,2.687500000E1,3.587500000E1,-2.293750000E1
2.564615630E-1,2.662500000E1,3.593750000E1,-2.306250000E1
2.864584380E-1,2.562500000E1,3.656250000E1,-2.337500000E1
3.064615630E-1,2.525000000E1,3.725000000E1,-2.300000000E1
3.364584380E-1,2.512500000E1,3.837500000E1,-2.131250000E1
3.564584380E-1,2.587500000E1,3.931250000E1,-1.868750000E1
3.764584380E-1,2.681250000E1,3.987500000E1,-1.518750000E1
3.964600000E-1,2.781250000E1,4.031250000E1,-1.200000000E1
4.264584380E-1,2.868750000E1,4.093750000E1,-8.375000000E0
4.464584380E-1,2.975000000E1,4.112500000E1,-6.312500000E0
4.664600000E-1,3.062500000E1,4.131250000E1,-3.500000000E0
4.964584380E-1,3.150000000E1,4.150000000E1,9.375000000E-1
5.164584380E-1,3.156250000E1,4.150000000E1,3.875000000E0
5.364600000E-1,3.125000000E1,4.143750000E1,7.187500000E0
5.564646880E-1,3.100000000E1,4.156250000E1,9.375000000E0
5.864584380E-1,3.150000000E1,4.118750000E1,1.137500000E1
6.064600000E-1,3.231250000E1,4.037500000E1,1.212500000E1
6.364584380E-1,3.300000000E1,3.900000000E1,1.362500000E1
6.564584380E-1,3.275000000E1,3.831250000E1,1.481250000E1
6.764600000E-1,3.256250000E1,3.818750000E1,1.562500000E1
7.064584380E-1,3.418750000E1,3.725000000E1,1.543750000E1
7.264584380E-1,3.650000000E1,3.618750000E1,1.431250000E1
7.464600000E-1,3.806250000E1,3.543750000E1,1.318750000E1
7.764584380E-1,3.818750000E1,3.493750000E1,1.200000000E1
7.964584380E-1,3.806250000E1,3.456250000E1,1.206250000E1
8.164600000E-1,3.837500000E1,3.368750000E1,1.143750000E1
8.464584380E-1,3.881250000E1,3.250000000E1,1.062500000E1
8.664584380E-1,3.918750000E1,3.193750000E1,1.075000000E1
8.864600000E-1,3.918750000E1,3.125000000E1,1.056250000E1
9.164584380E-1,3.943750000E1,3.012500000E1,1.081250000E1
9.364584380E-1,3.962500000E1,2.937500000E1,1.112500000E1
9.564584380E-1,3.943750000E1,2.881250000E1,1.112500000E1
9.764584380E-1,3.968750000E1,2.825000000E1,1.056250000E1
9.964584380E-1,3.975000000E1,2.743750000E1,1.006250000E1
1.016458438E0,4.012500000E1,2.662500000E1,1.050000000E1
1.036460000E0,3.962500000E1,2.643750000E1,1.187500000E1
1.066456875E0,3.850000000E1,2.687500000E1,1.337500000E1
1.086458438E0,3.843750000E1,2.687500000E1,1.356250000E1
1.106460000E0,3.762500000E1,2.687500000E1,1.481250000E1
1.136458438E0,3.606250000E1,2.675000000E1,1.700000000E1
1.156458438E0,3.518750000E1,2.700000000E1,1.918750000E1
1.176460000E0,3.443750000E1,2.693750000E1,2.131250000E1
1.206458438E0,3.237500000E1,2.718750000E1,2.537500000E1
1.226458438E0,3.018750000E1,2.775000000E1,2.781250000E1
1.246460000E0,2.887500000E1,2.812500000E1,2.893750000E1
1.276458438E0,2.725000000E1,2.875000000E1,3.031250000E1
1.296458438E0,2.500000000E1,2.962500000E1,3.137500000E1
1.316460000E0,2.168750000E1,3.131250000E1,3.237500000E1
1.346458438E0,1.837500000E1,3.281250000E1,3.393750000E1
1.366458438E0,1.825000000E1,3.250000000E1,3.468750000E1
1.386460000E0,1.793750000E1,3.193750000E1,3.581250000E1
1.406460000E0,1.737500000E1,3.081250000E1,3.725000000E1
1.436458438E0,1.587500000E1,2.987500000E1,3.793750000E1
1.456458438E0,1.531250000E1,2.925000000E1,3.837500000E1
1.476458438E0,1.487500000E1,2.793750000E1,3.893750000E1
1.496460000E0,1.493750000E1,2.656250000E1,3.981250000E1
1.516460000E0,1.631250000E1,2.575000000E1,4.031250000E1
1.536460000E0,1.800000000E1,2.525000000E1,4.031250000E1
1.556460000E0,1.862500000E1,2.512500000E1,4.056250000E1
1.576460000E0,1.868750000E1,2.443750000E1,4.112500000E1
1.596460000E0,1.850000000E1,2.468750000E1,4.087500000E1
1.616460000E0,1.868750000E1,2.575000000E1,4.062500000E1
1.636460000E0,2.125000000E1,2.493750000E1,4.231250000E1
1.656460000E0,2.262500000E1,2.200000000E1,4.162500000E1
1.676460000E0,2.562500000E1,1.856250000E1,4.162500000E1
1.696460000E0,2.906250000E1,1.618750000E1,4.050000000E1
1.716460000E0,3.250000000E1,1.412500000E1,3.712500000E1
1.736460000E0,3.725000000E1,1.312500000E1,3.250000000E1
1.756460000E0,4.131250000E1,7.500000000E0,2.943750000E1
1.776460000E0,4.456250000E1,2.312500000E0,2.487500000E1
1.796460000E0,4.593750000E1,-1.937500000E0,2.025000000E1
1.816460000E0,4.675000000E1,-4.500000000E0,1.656250000E1
1.836460000E0,4.725000000E1,-7.000000000E0,1.375000000E1
1.856460000E0,4.712500000E1,-9.250000000E0,1.131250000E1
1.876460000E0,4.650000000E1,-1.125000000E1,8.500000000E0
1.896460000E0,4.612500000E1,-1.362500000E1,4.812500000E0
1.916460000E0,4.550000000E1,-1.575000000E1,1.062500000E0
1.936460000E0,4.431250000E1,-1.750000000E1,-1.875000000E0
1.956460000E0,4.350000000E1,-1.793750000E1,-3.375000000E0
1.976460000E0,4.306250000E1,-1.850000000E1,-4.187500000E0
1.996460000E0,4.268750000E1,-1.881250000E1,-3.937500000E0
2.016460000E0,4.268750000E1,-1.900000000E1,-2.875000000E0
2.036460000E0,4.268750000E1,-1.943750000E1,-1.312500000E0
2.056460000E0,4.300000000E1,-1.943750000E1,1.250000000E-1
2.086458438E0,4.275000000E1,-2.006250000E1,7.500000000E-1
2.106458438E0,4.175000000E1,-2.200000000E1,1.250000000E-1
2.126460000E0,4.075000000E1,-2.437500000E1,-1.000000000E0
2.146460000E0,3.925000000E1,-2.668750000E1,-2.937500000E0
2.166460000E0,3.700000000E1,-2.956250000E1,-4.500000000E0
2.186460000E0,3.418750000E1,-3.212500000E1,-6.000000000E0
2.206460000E0,3.131250000E1,-3.450000000E1,-7.375000000E0
2.226460000E0,2.856250000E1,-3.600000000E1,-8.875000000E0
2.246460000E0,2.606250000E1,-3.737500000E1,-1.006250000E1
2.266460000E0,2.456250000E1,-3.781250000E1,-1.100000000E1
2.286460000E0,2.418750000E1,-3.737500000E1,-1.306250000E1
2.306460000E0,2.443750000E1,-3.593750000E1,-1.468750000E1
2.326460000E0,2.593750000E1,-3.537500000E1,-1.475000000E1
2.346460000E0,2.737500000E1,-3.450000000E1,-1.418750000E1
2.366460000E0,2.931250000E1,-3.318750000E1,-1.350000000E1
2.386460000E0,3.156250000E1,-3.187500000E1,-1.218750000E1
2.406460000E0,3.406250000E1,-3.025000000E1,-9.937500000E0
2.426460000E0,3.637500000E1,-2.818750000E1,-6.937500000E0
2.446460000E0,3.837500000E1,-2.662500000E1,-4.687500000E0
2.466460000E0,4.000000000E1,-2.550000000E1,-2.937500000E0
2.486460000E0,4.137500000E1,-2.425000000E1,-1.875000000E0
2.506460000E0,4.268750000E1,-2.287500000E1,-1.500000000E0
2.526460000E0,4.362500000E1,-2.137500000E1,-6.875000000E-1
2.546460000E0,4.431250000E1,-2.006250000E1,0.000000000E0
2.566460000E0,4.500000000E1,-1.893750000E1,8.125000000E-1
2.586460000E0,4.518750000E1,-1.825000000E1,1.500000000E0
2.606460000E0,4.537500000E1,-1.781250000E1,1.437500000E0
2.626460000E0,4.581250000E1,-1.750000000E1,1.625000000E0
2.646460000E0,4.606250000E1,-1.687500000E1,1.312500000E0
2.666460000E0,4.656250000E1,-1.612500000E1,8.125000000E-1
2.686460000E0,4.675000000E1,-1.581250000E1,5.000000000E-1
2.706460000E0,4.656250000E1,-1.525000000E1,0.000000000E0
2.726460000E0,4.656250000E1,-1.475000000E1,-5.000000000E-1
2.746460000E0,4.643750000E1,-1.450000000E1,-1.187500000E0
2.766460000E0,4.618750000E1,-1.450000000E1,-2.187500000E0
2.786460000E0,4.625000000E1,-1.437500000E1,-3.125000000E0
2.806460000E0,4.650000000E1,-1.443750000E1,-3.812500000E0
2.826460000E0,4.618750000E1,-1.487500000E1,-4.750000000E0
2.846460000E0,4.568750000E1,-1.550000000E1,-5.812500000E0
2.866460000E0,4.537500000E1,-1.593750000E1,-6.437500000E0
2.886460000E0,4.475000000E1,-1.631250000E1,-7.000000000E0
2.916458438E0,4.437500000E1,-1.768750000E1,-6.687500000E0
2.936458438E0,4.412500000E1,-1.850000000E1,-5.937500000E0
2.956458438E0,4.412500000E1,-1.893750000E1,-5.500000000E0
2.976460000E0,4.418750000E1,-1.943750000E1,-5.000000000E0
3.006458438E0,4.356250000E1,-2.068750000E1,-4.250000000E0
3.026458438E0,4.306250000E1,-2.150000000E1,-4.312500000E0
3.046460000E0,4.250000000E1,-2.212500000E1,-4.875000000E0
3.076458438E0,4.206250000E1,-2.243750000E1,-5.062500000E0
3.096458438E0,4.187500000E1,-2.293750000E1,-5.000000000E0
3.116460000E0,4.187500000E1,-2.350000000E1,-5.312500000E0
3.146458438E0,4.200000000E1,-2.356250000E1,-5.187500000E0
3.166458438E0,4.193750000E1,-2.375000000E1,-5.125000000E0
3.186458438E0,4.187500000E1,-2.387500000E1,-5.375000000E0
3.206458438E0,4.175000000E1,-2.387500000E1,-5.312500000E0
3.226458438E0,4.143750000E1,-2.406250000E1,-5.437500000E0
3.246460000E0,4.137500000E1,-2.406250000E1,-5.625000000E0
3.276458438E0,4.156250000E1,-2.393750000E1,-4.687500000E0
3.296458438E0,4.150000000E1,-2.406250000E1,-4.562500000E0
3.316460000E0,4.181250000E1,-2.350000000E1,-4.625000000E0
3.346458438E0,4.262500000E1,-2.237500000E1,-4.250000000E0
3.366458438E0,4.287500000E1,-2.156250000E1,-4.750000000E0
3.386460000E0,4.356250000E1,-2.062500000E1,-4.375000000E0
3.416458438E0,4.468750000E1,-1.925000000E1,-3.437500000E0
3.436458438E0,4.518750000E1,-1.825000000E1,-2.875000000E0
3.456458438E0,4.600000000E1,-1.718750000E1,-1.875000000E0
3.476460000E0,4.656250000E1,-1.637500000E1,-8.750000000E-1
3.506458438E0,4.668750000E1,-1.500000000E1,0.000000000E0
3.526458438E0,4.675000000E1,-1.468750000E1,-1.250000000E-1
3.546460000E0,4.643750000E1,-1.475000000E1,-3.750000000E-1
3.576458438E0,4.656250000E1,-1.493750000E1,-1.062500000E0
3.596458438E0,4.637500000E1,-1.518750000E1,-1.375000000E0
3.616460000E0,4.631250000E1,-1.518750000E1,-1.187500000E0
3.636460000E0,4.631250000E1,-1.556250000E1,-1.000000000E0
3.656460000E0,4.618750000E1,-1.550000000E1,-5.625000000E-1
3.676460000E0,4.656250000E1,-1.525000000E1,-5.625000000E-1
3.696460000E0,4.662500000E1,-1.443750000E1,-8.750000000E-1
3.716460000E0,4.681250000E1,-1.300000000E1,-6.250000000E-1
3.736460000E0,4.712500000E1,-1.181250000E1,6.250000000E-2
3.756460000E0,4.725000000E1,-1.056250000E1,8.750000000E-1
3.776460000E0,4.793750000E1,-9.375000000E0,1.625000000E0
3.796460000E0,4.818750000E1,-7.875000000E0,2.500000000E0
3.816460000E0,4.862500000E1,-5.812500000E0,3.750000000E0
3.836460000E0,4.850000000E1,-4.687500000E0,4.937500000E0
3.856460000E0,4.875000000E1,-4.625000000E0,5.812500000E0
3.876460000E0,4.818750000E1,-4.375000000E0,5.812500000E0
3.896460000E0,4.850000000E1,-4.062500000E0,4.937500000E0
3.916460000E0,4.887500000E1,-3.500000000E0,3.625000000E0
3.936460000E0,4.906250000E1,-2.062500000E0,2.000000000E0
3.956460000E0,4.906250000E1,-8.750000000E-1,1.437500000E0
3.976460000E0,4.931250000E1,2.500000000E-1,1.875000000E0
4.006458438E0,4.937500000E1,2.562500000E0,2.875000000E0
4.026458438E0,4.912500000E1,4.500000000E0,3.625000000E0
4.046460000E0,4.862500000E1,6.500000000E0,3.687500000E0
4.076458438E0,4.787500000E1,9.875000000E0,3.562500000E0
4.096458438E0,4.743750000E1,1.137500000E1,3.687500000E0
4.116460000E0,4.718750000E1,1.275000000E1,3.812500000E0
4.136460000E0,4.700000000E1,1.387500000E1,4.375000000E0
4.156460000E0,4.656250000E1,1.506250000E1,4.937500000E0
4.176460000E0,4.643750000E1,1.593750000E1,4.937500000E0
4.206458438E0,4.531250000E1,1.750000000E1,4.937500000E0
4.226458438E0,4.487500000E1,1.856250000E1,4.187500000E0
4.246460000E0,4.456250000E1,1.937500000E1,3.000000000E0
4.276458438E0,4.393750000E1,2.112500000E1,2.062500000E0
4.296458438E0,4.406250000E1,2.150000000E1,1.937500000E0
4.316460000E0,4.412500000E1,2.162500000E1,1.125000000E0
4.336460000E0,4.387500000E1,2.212500000E1,-7.500000000E-1
4.366458438E0,4.237500000E1,2.343750000E1,-6.312500000E0
4.386458438E0,4.212500000E1,2.368750000E1,-5.750000000E0
4.406460000E0,4.168750000E1,2.425000000E1,-5.562500000E0
4.436458438E0,3.993750000E1,2.600000000E1,-7.125000000E0
4.456458438E0,3.925000000E1,2.687500000E1,-7.812500000E0
4.476460000E0,3.950000000E1,2.668750000E1,-7.875000000E0
4.506458438E0,4.006250000E1,2.637500000E1,-7.937500000E0
4.526458438E0,4.043750000E1,2.550000000E1,-7.937500000E0
4.546460000E0,4.075000000E1,2.506250000E1,-7.562500000E0
4.576458438E0,4.125000000E1,2.462500000E1,-6.687500000E0
4.596458438E0,4.118750000E1,2.456250000E1,-6.375000000E0
4.616460000E0,4.093750000E1,2.512500000E1,-5.937500000E0
4.646460000E0,4.043750000E1,2.556250000E1,-5.625000000E0
4.676460000E0,4.006250000E1,2.587500000E1,-6.875000000E0
4.706458438E0,4.056250000E1,2.481250000E1,-7.062500000E0
4.726458438E0,4.106250000E1,2.475000000E1,-7.437500000E0
4.746500625E0,4.137500000E1,2.431250000E1,-8.125000000E0
4.776458438E0,4.150000000E1,2.393750000E1,-8.812500000E0
4.796458438E0,4.193750000E1,2.362500000E1,-9.250000000E0
4.816460000E0,4.206250000E1,2.300000000E1,-9.375000000E0
4.846458438E0,4.181250000E1,2.287500000E1,-9.000000000E0
4.866458438E0,4.225000000E1,2.318750000E1,-8.000000000E0
4.886458438E0,4.168750000E1,2.350000000E1,-7.312500000E0
4.906458438E0,4.181250000E1,2.431250000E1,-7.187500000E0
4.926458438E0,4.168750000E1,2.493750000E1,-6.375000000E0
4.946458438E0,4.150000000E1,2.525000000E1,-5.750000000E0
4.966460000E0,4.162500000E1,2.581250000E1,-5.250000000E0
4.996458438E0,4.143750000E1,2.625000000E1,-4.125000000E0
5.016458438E0,4.143750000E1,2.637500000E1,-3.625000000E0
5.036460000E0,4.143750000E1,2.681250000E1,-2.687500000E0
5.066458438E0,4.118750000E1,2.775000000E1,-2.187500000E0
5.086458438E0,4.093750000E1,2.831250000E1,-2.375000000E0
5.106460000E0,4.081250000E1,2.862500000E1,-3.250000000E0
5.126460000E0,4.018750000E1,2.918750000E1,-3.375000000E0
5.146460000E0,3.943750000E1,3.006250000E1,-3.375000000E0
5.166460000E0,3.856250000E1,3.093750000E1,-3.875000000E0
5.186460000E0,3.725000000E1,3.225000000E1,-4.250000000E0
5.206460000E0,3.575000000E1,3.381250000E1,-4.187500000E0
5.226460000E0,3.400000000E1,3.568750000E1,-3.625000000E0
5.246460000E0,3.206250000E1,3.737500000E1,-3.000000000E0
5.266460000E0,3.112500000E1,3.856250000E1,-2.250000000E0
5.286460000E0,3.068750000E1,3.912500000E1,-8.125000000E-1
5.306460000E0,3.050000000E1,3.918750000E1,-1.875000000E-1
5.326460000E0,3.106250000E1,3.918750000E1,1.062500000E0
