"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.854125000E-3,-2.216917276E-1,-3.227812052E-1,2.523920536E-1
2.485881300E-2,-4.217064381E-1,-2.631433010E-1,1.912880838E-1
4.486037500E-2,-4.712912440E-1,2.235766798E-1,1.336398572E-1
6.486350000E-2,-4.469264746E-1,1.052154303E0,1.422792375E-1
8.685568800E-2,-5.622403622E-1,1.332489014E0,4.096287861E-2
1.088510000E-1,-6.629633307E-1,1.211729765E0,-2.289697379E-1
1.288556880E-1,-7.457268238E-1,7.722907662E-1,-3.148050308E-1
1.508510000E-1,-8.922646642E-1,1.937839091E-1,-3.130073547E-1
1.708510000E-1,-9.121788740E-1,-4.639783204E-1,-4.005356133E-1
1.908510000E-1,-4.470311701E-1,-8.924217224E-1,-2.983291149E-1
2.108603750E-1,-1.591740362E-2,-5.571439862E-1,-1.549328715E-1
2.308603750E-1,6.560692936E-2,-2.162637413E-1,-2.199114859E-2
2.528525630E-1,-9.765116870E-2,-2.554813027E-1,-1.601339579E-1
2.748510000E-1,-3.573212624E-1,-4.422315359E-1,-5.844758749E-1
2.948541250E-1,-5.455026627E-1,2.393544465E-1,-9.893398881E-1
3.148619380E-1,-5.848074555E-1,7.985230088E-1,-8.868715763E-1
3.368556880E-1,-8.947430253E-1,2.124013424E0,-6.488785148E-1
3.588494380E-1,-1.594916821E0,3.476172209E0,-3.964166343E-1
3.788541250E-1,-1.843661070E0,3.771865845E0,-1.112298295E-1
4.008494380E-1,-1.799800992E0,2.870595455E0,8.878489584E-2
4.208494380E-1,-1.870434403E0,1.619944811E0,2.797588110E-1
4.408510000E-1,-1.974176764E0,1.424415588E0,4.453556538E-1
4.608510000E-1,-1.859438896E0,2.122285366E0,4.640481472E-1
4.828494380E-1,-1.612980962E0,2.715837002E0,3.392570913E-1
5.028494380E-1,-1.546239495E0,2.716430426E0,1.991944313E-1
5.228494380E-1,-1.476635814E0,3.367141485E0,1.787566245E-1
5.428572500E-1,-1.624587417E0,2.460303307E0,1.078264415E-1
5.648510000E-1,-2.120418072E0,-2.933025658E-1,-2.468942702E-1
5.868588130E-1,-1.730336905E0,-7.847872972E-1,5.308768153E-1
6.088494380E-1,-1.794163585E0,-1.228065968E0,1.056046367E0
6.288510000E-1,-1.792261124E0,-6.464524865E-1,5.767266154E-1
6.508510000E-1,-1.607291102E0,2.849773467E-1,1.195550561E-1
6.728510000E-1,-1.723233342E0,-8.843758106E-1,-1.120152324E-1
6.948494380E-1,-1.650906920E0,-2.478664160E0,6.515663266E-1
7.148510000E-1,-1.202846050E0,-3.390145063E0,1.796921134E0
7.348510000E-1,-7.054271698E-1,-2.566698551E0,1.437680006E0
7.548510000E-1,-9.285500646E-1,-2.172899961E0,1.896649301E-1
7.748510000E-1,-1.766290665E0,-1.577934742E0,-2.834240198E-1
7.948510000E-1,-2.135462761E0,-1.657067895E0,4.269075394E-2
8.148510000E-1,-2.193564653E0,-1.891622782E0,4.065220952E-1
8.368494380E-1,-2.148238420E0,-2.191889286E0,4.047243893E-1
8.568510000E-1,-2.096157789E0,-1.614935756E0,3.010518551E-1
8.768510000E-1,-1.649597883E0,-1.037109494E0,5.374392271E-1
8.988510000E-1,-1.031053305E0,-1.743409336E-1,8.713381886E-1
9.208494380E-1,-6.945188642E-1,1.359087825E-1,7.523765564E-1
9.408510000E-1,-7.368431091E-1,-4.621282816E-1,5.551543236E-1
9.628510000E-1,-1.163942575E0,-1.317426920E0,5.353797674E-1
9.848650630E-1,-1.518384099E0,-1.684225321E0,6.099576354E-1
1.006849438E0,-1.930787921E0,-7.522718310E-1,1.698554456E-1
1.026851000E0,-2.610733271E0,4.130845368E-1,-1.124096751E0
1.048851000E0,-2.994688272E0,-2.161066681E-1,-2.132966757E0
1.070851000E0,-1.761682987E0,-2.313608378E-1,-1.776169181E0
1.092849438E0,-1.216494478E-2,2.218138933E0,-1.196353436E0
1.112851000E0,1.006164908E0,3.613425016E0,-7.619234920E-1
1.134851000E0,1.822001576E0,4.264694691E0,2.104692608E-1
1.154858813E0,1.728102803E0,3.403112888E0,6.861936450E-1
1.176857250E0,-2.100329250E-1,2.906374693E0,7.176794112E-2
1.198851000E0,-1.022204399E0,3.256627321E0,-7.868467569E-1
1.220849438E0,-3.040363491E-1,2.985630035E0,-1.176002860E0
1.240849438E0,-2.090904489E-2,1.163453937E0,-1.060549259E0
1.260849438E0,-8.656833321E-3,1.699915767E0,-8.677602410E-1
1.280849438E0,3.395538032E-1,1.989047050E0,-1.651797056E0
1.300849438E0,1.095996976E0,2.959991217E0,-2.584989786E0
1.320849438E0,9.596168995E-1,2.819544554E0,-2.406041145E0
1.340849438E0,2.121971250E-1,1.605842590E0,-9.253212214E-1
1.360849438E0,-6.708521843E-1,2.691297829E-1,2.051110864E-1
1.380849438E0,-1.603451490E0,-2.816263139E-1,-3.289073110E-1
1.400849438E0,-2.185972452E0,-1.134813055E-1,-1.316065550E0
1.420849438E0,-1.797636747E0,-2.302787453E-1,-1.350518346E0
1.440851000E0,-1.366243720E0,-1.821425557E-1,-1.108633161E0
1.462851000E0,-1.930229425E0,-3.299719393E-1,-1.121845245E0
1.484851000E0,-2.722626448E0,-1.007369161E0,-1.031873584E0
1.504857250E0,-1.341023684E0,-2.166075706E0,-7.550817728E-1
1.524857250E0,-1.056744456E0,-2.811812639E0,-2.692519426E-1
1.546851000E0,-1.060444593E0,-1.455552220E0,-1.012483001E0
1.566851000E0,-1.678483129E0,-7.016746998E-1,-1.057634592E0
1.586851000E0,1.018399596E-1,-1.579697430E-1,-8.222246170E-1
1.606851000E0,8.481078148E-1,-3.127281070E-1,3.188367486E-1
1.626851000E0,-9.922196716E-2,-1.066675425E0,1.585387230E0
1.646851000E0,-2.260323524E0,-2.578968287E0,2.167472124E0
1.666851000E0,-3.864769697E0,-3.358781338E0,1.741402268E0
1.686851000E0,-2.713201523E0,-4.158665657E0,1.542312503E0
1.706851000E0,-1.369594812E0,-4.776599407E0,2.027042866E0
1.726852563E0,-1.267615199E0,-5.634184837E0,3.672643900E0
1.748891625E0,-2.616737127E0,-5.380448818E0,4.451933384E0
1.770851000E0,-4.000154972E0,-5.350062370E0,3.791640520E0
1.790851000E0,-3.046926022E0,-4.346201420E0,3.140370846E0
1.810851000E0,-1.805804849E0,-3.201492310E0,2.209970713E0
1.830851000E0,-8.315970302E-1,-2.168013096E0,2.678539276E0
1.850851000E0,-9.675581455E-1,-2.082614183E0,2.139581680E0
1.870851000E0,-1.442898631E0,-2.516659975E0,2.012015581E0
1.890851000E0,-2.362774372E0,-3.237481117E0,2.141571283E0
1.910851000E0,-2.851449013E0,-2.983954430E0,2.669114590E0
1.930851000E0,-5.347165465E-1,-1.688414097E0,1.878864408E0
1.950851000E0,7.635466456E-1,-1.153505564E0,8.047713339E-2
1.970851000E0,2.165377617E0,-7.573856115E-1,1.388933063E-1
1.990851000E0,2.154015541E0,-7.251843065E-2,5.462880712E-3
2.010851000E0,1.715187430E0,3.601835966E-1,-7.456046343E-2
2.030851000E0,2.219447851E0,6.705729365E-1,1.837133616E-1
2.050851000E0,2.658188820E0,-3.218038082E-1,-6.453005672E-1
