"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.480000000E-3,-4.682543874E-1,-8.379500508E-1,5.075417459E-2
2.348000000E-2,-6.262939572E-1,-1.314023495E0,-1.479341090E-1
4.348000000E-2,-7.400894165E-1,-1.780392885E0,-2.710496187E-1
6.348156300E-2,-7.775965333E-1,-2.173790216E0,-1.567654759E-1
8.548156300E-2,-4.867199659E-1,-2.196130276E0,4.900884628E-2
1.074800000E-1,-1.458920687E-1,-1.715850592E0,5.471607298E-2
1.274800000E-1,-8.054694533E-2,-1.257684231E0,-4.016002640E-2
1.474800000E-1,-4.595451802E-2,-6.669601202E-1,-1.542347521E-1
1.675003130E-1,-1.733635515E-1,-3.589269519E-1,-2.281145304E-1
1.894800000E-1,-3.150319159E-1,-2.187246680E-1,-9.142034501E-2
2.094800000E-1,-2.777342498E-1,-2.310641408E-1,1.187172979E-1
2.294862500E-1,-1.651779562E-1,-4.753753245E-1,1.253670007E-1
2.514784380E-1,-9.332275391E-2,-7.871434689E-1,-5.457644537E-2
2.714878130E-1,-1.497666985E-1,-7.947182059E-1,-1.654223055E-1
2.934784380E-1,-2.098583877E-1,-8.297818899E-1,-9.241518378E-2
3.134909380E-1,-2.316924632E-1,-8.257851005E-1,3.295181692E-2
3.354784380E-1,-2.770535648E-1,-7.958003283E-1,6.412339956E-2
3.554878130E-1,-2.053205371E-1,-6.558772922E-1,-2.733185515E-2
3.774784380E-1,-6.248278543E-2,-5.595350862E-1,-5.930628628E-2
3.974784380E-1,-2.851868048E-2,-4.803669751E-1,8.559094369E-2
4.174784380E-1,-1.064650863E-1,-4.990070760E-1,2.788861692E-1
4.374784380E-1,-1.466600150E-1,-6.728767753E-1,2.646791935E-1
4.574784380E-1,-2.084272206E-1,-8.957902193E-1,5.998696759E-2
4.774800000E-1,-1.202531829E-1,-8.137597442E-1,-2.067342550E-1
4.994800000E-1,-7.789404690E-2,-4.042880535E-1,-2.903878689E-1
5.214784380E-1,-3.382971585E-1,-3.412467837E-1,7.225663215E-2
5.414784380E-1,-3.844436705E-1,-5.939006209E-1,4.344648123E-1
5.614800000E-1,-2.661801577E-1,-7.563733459E-1,5.259374976E-1
5.834784380E-1,-2.076418251E-1,-9.694256783E-1,3.101100922E-1
6.034784380E-1,-3.762580752E-1,-9.350078106E-1,2.545213699E-1
6.234784380E-1,-4.966509044E-1,-4.846953750E-1,3.363772929E-1
6.434800000E-1,-4.905422330E-1,6.379178166E-2,2.035926580E-1
6.634893750E-1,-5.028642416E-1,7.854505181E-1,-6.887069345E-2
6.854800000E-1,-3.405312002E-1,1.294405937E0,-2.075196430E-2
7.054925000E-1,-2.668783069E-1,1.192723155E0,-7.892379165E-2
7.274784380E-1,-4.863883555E-1,5.886646509E-1,-3.245614171E-1
7.474784380E-1,-1.957561225E-1,-3.070732355E-1,-2.997079492E-1
7.674784380E-1,4.448844120E-2,-1.394029379E0,-2.883807421E-1
7.874784380E-1,8.152432740E-2,-1.813362122E0,-2.142915279E-1
8.074784380E-1,-1.649161577E-1,-1.724141002E0,-1.822821796E-1
8.274784380E-1,-4.161388576E-1,-2.403074026E0,1.551248580E-1
8.474784380E-1,-2.406809032E-1,-2.886617422E0,3.199014068E-1
8.674784380E-1,5.375613924E-3,-2.823785543E0,-2.099631168E-2
8.874784380E-1,-7.234390080E-2,-3.048234940E0,-5.262342095E-1
9.074784380E-1,-3.603057563E-1,-2.493098021E0,-8.224864006E-1
9.274784380E-1,9.510298818E-2,-1.603032589E0,1.573937982E-1
9.474925000E-1,7.723780274E-1,-1.218292117E0,1.791789889E0
9.694784380E-1,6.051928997E-1,-7.404733896E-1,1.906824589E0
9.894784380E-1,2.883283980E-2,-2.805442214E-1,1.717089772E0
1.009478438E0,-2.713812590E-1,-1.029447556E0,1.655985832E0
1.029478438E0,-1.395914257E-1,-1.709375501E0,2.068215132E0
1.049478438E0,1.177748144E-1,-4.297873378E-1,1.809173346E0
1.069478438E0,-5.841442347E-1,4.680972993E-1,1.112088919E0
1.089478438E0,-1.717962503E0,-1.234471351E-1,1.082383394E0
1.109478438E0,-1.956269741E0,-1.153749943E0,9.580984712E-1
1.129478438E0,-1.912252545E0,-2.538668633E0,1.162127495E0
1.149478438E0,-1.914364338E0,-3.016679525E0,9.747663736E-1
1.169481563E0,-2.007111073E0,-1.982781291E0,7.107678652E-1
1.191478438E0,-1.691293836E0,-3.518060148E-1,1.055400610E0
1.211480000E0,-1.301736355E0,2.637192607E-1,1.419615865E0
1.231480000E0,-6.747268438E-1,-2.070484012E-1,1.169667244E0
