"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211593000E1,1.189566200E2,0.000000000E0,0.000000000E0,0.000000000E0,3.500000000E2,0.000000000E0
4.404213540E-1,3.211593000E1,1.189566200E2,7.005932036E0,7.868127823E-1,2.390139465E2,3.500000000E2,0.000000000E0
9.949869790E-1,3.211578490E1,1.189553430E2,1.537157846E1,9.534147382E-1,8.305026245E1,3.057950211E1,3.057950211E1
1.997146874E0,3.211574936E1,1.189554437E2,1.427029410E1,6.113594174E-1,4.932637024E1,2.033719444E1,2.033719444E1
2.996638541E0,3.211580108E1,1.189554404E2,2.227922356E1,5.632529259E-1,8.161911011E1,1.537104034E1,1.537104034E1
3.994952083E0,3.211580854E1,1.189554657E2,1.698310303E1,7.246500850E-1,4.425837326E1,1.492506409E1,1.492506409E1
4.645588541E0,3.211580400E1,1.189554699E2,1.147564381E1,7.481731176E-1,7.547048950E1,1.654320526E1,1.654320526E1
5.647622395E0,3.211580894E1,1.189554731E2,1.048901157E1,3.969795406E-1,6.212897110E1,2.000000000E1,2.000000000E1
6.652837499E0,3.211576898E1,1.189555172E2,1.628119496E1,1.029230714E0,4.075844193E1,1.262513351E1,1.262513351E1
7.658193749E0,3.211577073E1,1.189555237E2,1.758944973E1,9.389382005E-1,4.075844193E1,1.009546280E1,1.009546280E1
8.659673957E0,3.211577509E1,1.189555308E2,1.944705095E1,6.074586511E-1,4.524803162E1,8.047988892E0,8.047988892E0
9.669161457E0,3.211578168E1,1.189555274E2,1.750589556E1,9.953888655E-1,6.163788223E1,2.926961184E0,2.926961184E0
1.066681146E1,3.211578553E1,1.189555381E2,1.686989817E1,1.006345272E0,7.522753143E1,3.094141960E0,3.094141960E0
1.166012969E1,3.211578179E1,1.189555423E2,1.696861198E1,8.621833324E-1,7.865858459E1,3.110003710E0,3.110003710E0
1.266563750E1,3.211578206E1,1.189555478E2,1.751106269E1,9.798815846E-1,7.693498993E1,3.145472527E0,3.145472527E0
1.366257291E1,3.211578538E1,1.189555559E2,1.790846684E1,1.051985979E0,7.473476410E1,3.245847702E0,3.245847702E0
1.465562448E1,3.211578717E1,1.189555633E2,1.755123798E1,1.112166762E0,7.239960480E1,3.294845104E0,3.294845104E0
1.565792500E1,3.211578790E1,1.189555711E2,1.765849520E1,9.477074146E-1,7.308702087E1,3.323189497E0,3.323189497E0
1.666436041E1,3.211578866E1,1.189555789E2,1.778192919E1,8.462504745E-1,2.530176353E1,3.382459641E0,3.382459641E0
1.766310260E1,3.211579014E1,1.189555848E2,1.779709548E1,9.704444408E-1,2.553666115E1,3.507855177E0,3.507855177E0
