"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
7.522854300E-2,1.288125038E1,-2.330625153E1,-1.149375057E1
8.522854300E-2,1.318125057E1,-2.390625000E1,-1.136250019E1
9.522854300E-2,1.346250057E1,-2.323125076E1,-1.164375019E1
1.052285430E-1,1.359375095E1,-2.317500114E1,-1.151250076E1
1.152285430E-1,1.344375038E1,-2.325000000E1,-1.166250038E1
1.252285430E-1,1.297500038E1,-2.317500114E1,-1.160625076E1
1.352285430E-1,1.280625057E1,-2.349375153E1,-1.155000019E1
1.452285430E-1,1.263750076E1,-2.338125038E1,-1.123125076E1
1.552285430E-1,1.233750057E1,-2.345625114E1,-1.106250000E1
1.652285430E-1,1.198125076E1,-2.334375000E1,-1.098750019E1
1.752285430E-1,1.168125057E1,-2.360625076E1,-1.065000057E1
1.852285430E-1,1.138125038E1,-2.358750153E1,-1.048125076E1
1.952285430E-1,1.123125076E1,-2.366250038E1,-1.033125019E1
2.052285430E-1,1.147500038E1,-2.396250153E1,-1.018125057E1
2.152285430E-1,1.141875076E1,-2.385000038E1,-1.044375038E1
2.252285430E-1,1.145625019E1,-2.370000076E1,-1.057500076E1
2.352285430E-1,1.164375019E1,-2.366250038E1,-1.072500038E1
2.452285430E-1,1.162500000E1,-2.340000153E1,-1.089375019E1
2.552285430E-1,1.151250076E1,-2.323125076E1,-1.113750076E1
2.652285430E-1,1.160625076E1,-2.313750076E1,-1.132500076E1
2.752285430E-1,1.140000057E1,-2.302500153E1,-1.151250076E1
2.852285430E-1,1.115625000E1,-2.261250114E1,-1.147500038E1
2.952285430E-1,1.104375076E1,-2.251875114E1,-1.111875057E1
3.052285430E-1,1.089375019E1,-2.270625114E1,-1.098750019E1
3.152285430E-1,1.036875057E1,-2.266875076E1,-1.083750057E1
3.252285430E-1,1.005000019E1,-2.268750000E1,-1.074375057E1
3.352285430E-1,9.637500763E0,-2.266875076E1,-1.080000019E1
3.452285430E-1,9.018750191E0,-2.270625114E1,-1.087500000E1
3.552285430E-1,8.700000763E0,-2.302500153E1,-1.050000000E1
3.652285430E-1,8.268750191E0,-2.328750038E1,-1.055625057E1
3.752285430E-1,8.025000572E0,-2.330625153E1,-1.065000057E1
3.852285430E-1,7.650000095E0,-2.349375153E1,-1.063125038E1
3.952285430E-1,7.668750286E0,-2.356875038E1,-1.065000057E1
4.052285430E-1,7.725000381E0,-2.394375038E1,-1.053750038E1
4.152285430E-1,7.762500286E0,-2.401875114E1,-1.040625000E1
4.252285430E-1,7.781250477E0,-2.392500114E1,-1.038750076E1
4.352285430E-1,7.706250191E0,-2.368125153E1,-1.063125038E1
4.452285430E-1,7.762500286E0,-2.356875038E1,-1.055625057E1
4.552285430E-1,7.387500286E0,-2.358750153E1,-1.023750019E1
4.652285430E-1,7.312500477E0,-2.325000000E1,-1.046250057E1
4.752285430E-1,6.975000381E0,-2.319375038E1,-1.046250057E1
4.852285430E-1,6.525000095E0,-2.287500000E1,-1.061250019E1
4.952285430E-1,6.450000286E0,-2.313750076E1,-1.033125019E1
5.052285430E-1,6.300000191E0,-2.326875114E1,-1.016250038E1
5.152285430E-1,6.225000381E0,-2.326875114E1,-1.005000019E1
5.252285430E-1,6.206250191E0,-2.338125038E1,-1.018125057E1
5.352285430E-1,6.318750381E0,-2.336250114E1,-1.048125076E1
5.452285430E-1,6.168750286E0,-2.351250076E1,-1.035000038E1
5.552285430E-1,6.262500286E0,-2.351250076E1,-1.023750019E1
5.652285430E-1,6.300000191E0,-2.368125153E1,-1.001250076E1
5.752285430E-1,6.093750477E0,-2.373750114E1,-1.006875038E1
5.852285430E-1,5.962500095E0,-2.356875038E1,-1.018125057E1
5.952285430E-1,5.737500191E0,-2.343750000E1,-1.003125000E1
6.052285430E-1,5.362500191E0,-2.330625153E1,-9.862500191E0
6.152285430E-1,5.137500286E0,-2.338125038E1,-9.750000000E0
6.252285430E-1,4.818750381E0,-2.343750000E1,-9.975000381E0
6.352285430E-1,4.462500095E0,-2.336250114E1,-9.843750000E0
6.452285430E-1,4.368750095E0,-2.347500038E1,-9.806250572E0
6.552285430E-1,4.293750286E0,-2.310000038E1,-9.843750000E0
6.652285430E-1,4.237500191E0,-2.326875114E1,-9.825000763E0
6.752285430E-1,4.068750381E0,-2.351250076E1,-9.862500191E0
