"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211476700E1,1.189525640E2,0.000000000E0,0.000000000E0,0.000000000E0,1.750000000E2,0.000000000E0
1.573609380E-1,3.211517403E1,1.189531459E2,1.644469115E1,3.035990894E-1,2.205429382E2,1.496590614E1,1.496590614E1
1.157091667E0,3.211516779E1,1.189531541E2,1.533227287E1,2.874846458E-1,2.271976929E2,1.093515968E1,1.093515968E1
2.157728646E0,3.211515633E1,1.189531710E2,1.205649262E1,9.406474233E-2,2.075905457E2,9.876837730E0,9.876837730E0
3.165107812E0,3.211517373E1,1.189531658E2,1.266438710E1,7.373376191E-2,6.770307159E1,4.699999809E0,4.699999809E0
4.159141146E0,3.211518353E1,1.189531688E2,1.244067292E1,1.290841401E-1,2.371614380E2,5.492278099E0,5.492278099E0
4.751789062E0,3.211518166E1,1.189531542E2,1.270825300E1,1.140884534E-1,2.454525299E2,4.699999809E0,4.699999809E0
5.752106770E0,3.211518429E1,1.189531516E2,1.313269067E1,8.286784887E-1,2.795785828E2,4.699999809E0,4.699999809E0
6.765807291E0,3.211520123E1,1.189531406E2,1.551934532E1,1.139139175E0,2.744311829E2,4.699999809E0,4.699999809E0
7.763419270E0,3.211519385E1,1.189531328E2,1.555650845E1,1.347554564E0,2.744311829E2,4.699999809E0,4.699999809E0
8.763336457E0,3.211519291E1,1.189531162E2,1.657056909E1,1.409721732E0,2.712391968E2,4.699999809E0,4.699999809E0
9.770342186E0,3.211519835E1,1.189531089E2,1.720551250E1,1.320944548E0,2.804251099E2,1.000000000E0,1.000000000E0
1.077084583E1,3.211519654E1,1.189530908E2,1.568316519E1,1.489678979E0,2.906937561E2,1.586483121E0,1.586483121E0
1.176183594E1,3.211519703E1,1.189530686E2,1.423747117E1,1.505392671E0,2.886557617E2,2.160416842E0,2.160416842E0
1.277391875E1,3.211520024E1,1.189530498E2,1.519458773E1,1.505497456E0,2.875005188E2,2.451176167E0,2.451176167E0
1.377795729E1,3.211520241E1,1.189530292E2,1.614279629E1,1.504075170E0,2.873771057E2,2.558640957E0,2.558640957E0
1.476700573E1,3.211520428E1,1.189530108E2,1.658250464E1,1.503962994E0,2.893855591E2,3.075551510E0,3.075551510E0
1.577510521E1,3.211520710E1,1.189529945E2,1.637726119E1,1.278536797E0,2.886288757E2,3.321888685E0,3.321888685E0
1.677816198E1,3.211521057E1,1.189529800E2,1.707787470E1,1.117891073E0,2.869333801E2,3.340056658E0,3.340056658E0
1.777056458E1,3.211521381E1,1.189529690E2,1.717497030E1,1.464492202E0,2.863288879E2,3.574408054E0,3.574408054E0
1.877073646E1,3.211521662E1,1.189529531E2,1.699061526E1,1.485844731E0,2.857984314E2,3.734513760E0,3.734513760E0
1.976656614E1,3.211521193E1,1.189529355E2,1.650771870E1,1.126895070E0,2.780231323E2,3.737368822E0,3.737368822E0
2.077234948E1,3.211521533E1,1.189529183E2,1.644367921E1,1.492542267E0,2.811779175E2,3.812387943E0,3.812387943E0
2.177140781E1,3.211522013E1,1.189529017E2,1.640562785E1,1.428037047E0,2.837298279E2,3.856603622E0,3.856603622E0
2.277822083E1,3.211522420E1,1.189528863E2,1.593078907E1,1.158928633E0,2.850422363E2,3.657100677E0,3.657100677E0
2.376699843E1,3.211522967E1,1.189528720E2,1.621490677E1,1.522175789E0,2.867033081E2,3.742946625E0,3.742946625E0
2.477566666E1,3.211523411E1,1.189528577E2,1.604565793E1,1.475234270E0,2.854158630E2,3.890111446E0,3.890111446E0
2.578044791E1,3.211523756E1,1.189528454E2,1.615950464E1,1.221292138E0,2.832374573E2,4.187193394E0,4.187193394E0
2.676745364E1,3.211523860E1,1.189528332E2,1.618837822E1,1.348438621E0,2.778386841E2,4.358595371E0,4.358595371E0
2.777473333E1,3.211524127E1,1.189528187E2,1.591160303E1,1.400001645E0,2.787847900E2,4.305901527E0,4.305901527E0
2.877727031E1,3.211524490E1,1.189528028E2,1.593302776E1,1.434806824E0,2.831059265E2,4.059549809E0,4.059549809E0
2.977552083E1,3.211524816E1,1.189527866E2,1.564863351E1,1.454059362E0,2.842263794E2,3.942278624E0,3.942278624E0
3.077886041E1,3.211525037E1,1.189527710E2,1.534803951E1,1.463351488E0,2.833934326E2,3.657835007E0,3.657835007E0
3.177740885E1,3.211525236E1,1.189527558E2,1.535397965E1,1.442315340E0,2.823154297E2,3.564177275E0,3.564177275E0
3.276809791E1,3.211525438E1,1.189527393E2,1.526826901E1,1.483823419E0,2.823728943E2,3.682121277E0,3.682121277E0
3.377096197E1,3.211525718E1,1.189527241E2,1.521721769E1,1.444145322E0,2.825328369E2,3.883670807E0,3.883670807E0
3.476674895E1,3.211526021E1,1.189527098E2,1.504108009E1,1.444662333E0,2.860318604E2,3.957281590E0,3.957281590E0
3.576638697E1,3.211526350E1,1.189526942E2,1.481382519E1,1.421292305E0,2.912819519E2,4.001196861E0,4.001196861E0
3.676795781E1,3.211526698E1,1.189526766E2,1.475814849E1,1.409929991E0,2.833847656E2,3.918690443E0,3.918690443E0
3.777774895E1,3.211527291E1,1.189526614E2,1.466506287E1,1.407321095E0,2.883076172E2,3.979892254E0,3.979892254E0
3.877342968E1,3.211527944E1,1.189526457E2,1.468410706E1,1.382927299E0,2.916649170E2,4.007240295E0,4.007240295E0
3.977942864E1,3.211528306E1,1.189526300E2,1.440907403E1,1.366378784E0,2.915787354E2,3.954402924E0,3.954402924E0
4.077482447E1,3.211528589E1,1.189526165E2,1.393700128E1,1.611170173E0,2.907839050E2,3.748206377E0,3.748206377E0
4.177826718E1,3.211528892E1,1.189526030E2,1.368797405E1,1.738455772E0,2.964069824E2,3.826252699E0,3.826252699E0
4.277814479E1,3.211529477E1,1.189525899E2,1.338941176E1,1.556135535E0,3.032774963E2,3.658071041E0,3.658071041E0
4.377036406E1,3.211529894E1,1.189525769E2,1.344996997E1,1.498650432E0,3.024162903E2,3.540871143E0,3.540871143E0
4.477554739E1,3.211530265E1,1.189525622E2,1.307624584E1,1.476330161E0,3.011463013E2,3.468794346E0,3.468794346E0
4.577344895E1,3.211530731E1,1.189525466E2,1.292317506E1,1.477111816E0,2.993137207E2,3.544926882E0,3.544926882E0
4.677053645E1,3.211531157E1,1.189525303E2,1.276677558E1,1.475645542E0,2.943323975E2,3.592933655E0,3.592933655E0
4.778311249E1,3.211531769E1,1.189525138E2,1.271522534E1,1.479654551E0,2.907974854E2,3.624264479E0,3.624264479E0
4.877293280E1,3.211532400E1,1.189524968E2,1.264425301E1,1.470184326E0,2.954229736E2,3.691080093E0,3.691080093E0
4.976920728E1,3.211532869E1,1.189524801E2,1.250446131E1,1.439729452E0,2.961714783E2,3.669322252E0,3.669322252E0
5.076612499E1,3.211533233E1,1.189524628E2,1.251271147E1,1.450073004E0,2.952988892E2,3.637784481E0,3.637784481E0
5.178118593E1,3.211533501E1,1.189524454E2,1.262833557E1,1.427690744E0,2.970346375E2,3.428298473E0,3.428298473E0
5.277919218E1,3.211533980E1,1.189524272E2,1.257505834E1,1.448368430E0,2.963319092E2,3.366996765E0,3.366996765E0
5.377340728E1,3.211534482E1,1.189524107E2,1.267676649E1,1.432598591E0,2.948525085E2,3.211462498E0,3.211462498E0
5.477215520E1,3.211534934E1,1.189523946E2,1.245218933E1,1.417396307E0,2.908408508E2,3.307252407E0,3.307252407E0
5.576896718E1,3.211535406E1,1.189523789E2,1.226618574E1,1.413817406E0,2.904532471E2,3.329642057E0,3.329642057E0
5.677185520E1,3.211536016E1,1.189523643E2,1.209839408E1,1.401173830E0,2.927902832E2,3.289926529E0,3.289926529E0
5.777316614E1,3.211536628E1,1.189523502E2,1.202435744E1,1.377372026E0,2.965316162E2,3.268413544E0,3.268413544E0
5.878072864E1,3.211537218E1,1.189523368E2,1.191960950E1,1.446165800E0,2.958764954E2,3.235029697E0,3.235029697E0
5.976561978E1,3.211537966E1,1.189523209E2,1.194889552E1,1.536330938E0,3.000035400E2,3.150876522E0,3.150876522E0
6.077203072E1,3.211538695E1,1.189523043E2,1.198802214E1,1.555824876E0,3.058609314E2,3.039043665E0,3.039043665E0
6.178441978E1,3.211539341E1,1.189522903E2,1.202826955E1,1.465729117E0,3.041317139E2,2.997581720E0,2.997581720E0
6.277980416E1,3.211539687E1,1.189522739E2,1.215207969E1,1.542908192E0,3.061821289E2,3.051382303E0,3.051382303E0
6.377695364E1,3.211540193E1,1.189522568E2,1.225437268E1,1.560693860E0,3.059499817E2,3.241242647E0,3.241242647E0
