"Time (s)","Pressure (hPa)"
9.845687500E-2,1.033760254E3
1.784584370E-1,1.033755371E3
2.584568750E-1,1.033757812E3
3.384584370E-1,1.033751953E3
4.184584370E-1,1.033755859E3
4.984568750E-1,1.033750977E3
5.784568750E-1,1.033770996E3
6.584568750E-1,1.033767090E3
7.384568750E-1,1.033763672E3
8.184568750E-1,1.033757812E3
8.984568750E-1,1.033761230E3
9.784568750E-1,1.033764160E3
1.058463125E0,1.033767578E3
1.138458437E0,1.033769043E3
1.218458437E0,1.033768066E3
1.298458437E0,1.033764648E3
1.378456875E0,1.033764648E3
1.458461562E0,1.033766113E3
1.538456875E0,1.033763672E3
1.618456875E0,1.033767578E3
1.698458437E0,1.033768555E3
1.778458437E0,1.033768555E3
1.858458437E0,1.033770508E3
1.938463125E0,1.033769043E3
2.018456875E0,1.033766602E3
2.098456875E0,1.033773438E3
2.178456875E0,1.033772949E3
2.258456875E0,1.033770996E3
2.338456875E0,1.033769531E3
2.418458437E0,1.033773438E3
2.498458437E0,1.033771973E3
2.578460000E0,1.033776367E3
2.658458437E0,1.033779297E3
2.738458437E0,1.033763184E3
2.818456875E0,1.033763184E3
2.898458437E0,1.033756348E3
2.978456875E0,1.033761719E3
3.058458437E0,1.033760742E3
3.138456875E0,1.033756836E3
3.218458437E0,1.033748047E3
3.298458437E0,1.033754883E3
3.378458437E0,1.033765625E3
3.458456875E0,1.033757324E3
3.538458437E0,1.033757324E3
3.618456875E0,1.033764160E3
3.698458437E0,1.033760742E3
3.778458437E0,1.033757812E3
3.858458437E0,1.033765625E3
3.938461562E0,1.033764648E3
4.018456875E0,1.033759277E3
4.098456875E0,1.033761230E3
4.178466250E0,1.033763184E3
4.258458437E0,1.033762207E3
4.338458437E0,1.033764648E3
4.418458437E0,1.033770508E3
4.498458437E0,1.033769043E3
4.578456875E0,1.033758789E3
4.658456875E0,1.033757812E3
4.738456875E0,1.033763672E3
4.818456875E0,1.033764648E3
4.898456875E0,1.033766113E3
4.978456875E0,1.033763672E3
5.058458437E0,1.033764648E3
5.138456875E0,1.033777344E3
5.218458437E0,1.033786621E3
5.298456875E0,1.033788086E3
5.378456875E0,1.033790527E3
5.458458437E0,1.033795898E3
5.538456875E0,1.033781738E3
5.618456875E0,1.033786621E3
5.698458437E0,1.033791992E3
5.778458437E0,1.033791992E3
5.858456875E0,1.033802734E3
5.938458437E0,1.033792969E3
6.018458437E0,1.033791016E3
6.098460000E0,1.033788574E3
6.178456875E0,1.033790527E3
6.258456875E0,1.033781250E3
6.338456875E0,1.033774414E3
