"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-8.526614308E-1,1.223331690E0,9.913249969E0
2.000937500E-2,-1.108620763E0,1.180868149E0,9.960721970E0
4.200156200E-2,-1.154474497E0,1.193040252E0,9.916802406E0
6.399843700E-2,-7.908239961E-1,1.177324653E0,9.796939850E0
8.400000000E-2,-5.871348977E-1,1.147521734E0,9.864781380E0
1.059984370E-1,-6.404297948E-1,1.073885679E0,9.991827011E0
1.260046870E-1,-1.111005425E0,1.043316483E0,9.958366394E0
1.479968750E-1,-9.760681987E-1,1.179153919E0,9.735857964E0
1.679984370E-1,-7.383622527E-1,1.256141901E0,9.512383461E0
1.879984370E-1,-2.823721766E-1,8.821197152E-1,1.008253860E1
2.080015620E-1,-8.277809024E-1,1.050767183E0,1.033292484E1
2.299984370E-1,-9.189712405E-1,9.597876072E-1,9.997707367E0
2.499984370E-1,-8.881147504E-1,1.129383326E0,9.850961685E0
2.699984370E-1,-5.574563742E-1,1.223781824E0,9.713850975E0
2.899984370E-1,-6.048519611E-1,1.133031964E0,1.021936226E1
3.099984370E-1,-5.890598297E-1,9.150639176E-1,1.032623005E1
3.299984370E-1,-7.049200535E-1,1.095644116E0,9.927241325E0
3.500140620E-1,-6.370587945E-1,1.084745765E0,9.669999123E0
3.719968750E-1,-7.086549401E-1,1.174030304E0,9.694639206E0
3.920000000E-1,-7.328460217E-1,1.177152395E0,9.574460983E0
4.139984370E-1,-2.210422754E-1,4.947665632E-1,1.020560074E1
4.359984370E-1,-7.151384950E-1,9.307506680E-1,1.081963634E1
4.559984370E-1,-4.799703956E-1,9.330395460E-1,9.977997780E0
4.760031250E-1,-3.762440085E-1,1.017152667E0,9.384236336E0
4.980031250E-1,-6.010978222E-1,1.155058742E0,9.262103081E0
5.199968750E-1,-3.271532953E-1,6.990590096E-1,9.351819038E0
5.399968750E-1,-4.954560995E-1,4.295580983E-1,1.035804367E1
5.599968750E-1,-7.311891764E-2,4.322300255E-1,1.027923775E1
5.799984370E-1,-1.280898005E-1,4.556453228E-1,1.011890221E1
6.019984370E-1,-6.289759278E-1,6.676183343E-1,9.750271797E0
6.239968750E-1,-7.524880171E-1,6.886298656E-1,9.718247414E0
6.439968750E-1,-3.463739753E-1,1.474732459E-1,1.018742371E1
6.639968750E-1,-2.861549854E-1,4.232373834E-1,1.013508701E1
6.839968750E-1,-1.874947250E-1,5.269063115E-1,9.860300064E0
7.039984370E-1,-3.657190800E-1,6.535691619E-1,9.679910660E0
7.260000000E-1,-3.875254691E-1,4.335420430E-1,9.821982384E0
7.479968750E-1,-3.452917933E-1,5.765908360E-1,9.475550652E0
7.679984370E-1,-2.287037224E-1,5.504269600E-1,9.732104301E0
7.899984370E-1,-3.084306419E-1,4.650976360E-1,1.006930351E1
8.119984370E-1,-5.712757111E-1,4.110365510E-1,1.008825588E1
8.339968750E-1,-4.772218764E-1,4.544577897E-1,9.947180748E0
8.539984370E-1,-3.820954263E-1,7.267168760E-1,9.840476036E0
8.759984370E-1,-2.154877335E-1,5.077239871E-1,1.005168247E1
8.979984370E-1,-4.832744002E-1,7.914081216E-1,1.007008934E1
9.179984370E-1,-9.279734492E-1,8.855673075E-1,1.004913521E1
9.379984370E-1,-7.600536942E-1,4.483094811E-1,9.712212563E0
9.599968750E-1,-1.202569246E0,9.171324968E-1,9.852456093E0
9.799968750E-1,-1.034180164E0,8.828187585E-1,8.299960136E0
9.999984370E-1,-3.433955610E-1,8.160588145E-1,9.650864601E0
1.020009375E0,-4.014501572E-1,7.588087320E-1,1.050341988E1
1.041996875E0,-1.286586523E0,6.195140481E-1,1.001086617E1
1.061998437E0,-7.418482304E-1,5.585193634E-1,9.331573486E0
1.081998437E0,-5.817814469E-1,1.074057937E0,9.520907402E0
1.101998437E0,-1.712620407E-1,8.874922395E-1,1.015410614E1
1.121998437E0,-2.072995603E-1,7.720055580E-1,1.064623928E1
1.141998437E0,-2.158420682E-1,2.970629632E-1,1.056297874E1
1.162000000E0,-4.565168023E-1,6.364170909E-1,9.897620201E0
1.183998437E0,-1.372356415E-1,4.963275790E-1,9.915720940E0
1.204003125E0,3.265690990E-3,5.655583739E-1,9.699830055E0
1.226003125E0,-3.070898652E-1,2.518029809E-1,1.027008152E1
1.248003125E0,-6.265721321E-1,5.752308965E-1,9.966296196E0
1.270006250E0,-2.183033079E-1,5.028110743E-1,9.568466187E0
1.291998437E0,-2.610733211E-1,6.112875938E-1,9.628991127E0
1.311998437E0,-1.727177054E-1,4.392498136E-1,9.869531631E0
1.333996875E0,-4.234959781E-1,3.477146924E-1,1.000822258E1
1.354004687E0,-4.901026487E-1,4.142064750E-1,1.004648209E1
1.375998437E0,-2.755055726E-1,5.623788238E-1,9.860864639E0
1.396003125E0,-1.205719914E-2,5.044966340E-1,9.926657677E0
1.417996875E0,-2.781870663E-1,5.382453203E-1,1.002239609E1
1.437998437E0,-5.039315820E-1,5.260922909E-1,1.001673603E1
1.457998437E0,-3.697317839E-1,5.122920871E-1,1.021911335E1
1.478007812E0,-4.727303386E-1,6.309583187E-1,1.011928558E1
1.500000000E0,-3.451097906E-1,6.863889098E-1,9.380223274E0
1.520003125E0,-5.258911848E-1,7.845894694E-1,9.163816452E0
1.541996875E0,-3.139756024E-1,7.668819427E-1,1.047150135E1
1.562001562E0,-3.007692099E-1,6.838223338E-1,1.057501698E1
1.583996875E0,-2.797768116E-1,5.859090686E-1,1.007075024E1
1.603996875E0,-4.146757126E-1,5.177029967E-1,9.317504883E0
1.623998437E0,-2.701521218E-1,6.269839406E-1,9.644294739E0
1.644004687E0,-2.852835059E-1,7.865239978E-1,1.046981525E1
1.666000000E0,-8.218815923E-2,6.971915364E-1,1.036372375E1
1.686001562E0,-3.004244268E-1,5.817048550E-1,9.899736404E0
1.707998437E0,-5.026770234E-1,5.842905641E-1,9.603573799E0
1.727998437E0,-3.580097556E-1,6.362447739E-1,9.817903519E0
1.749996875E0,-3.720589355E-2,7.512909174E-1,9.848921776E0
1.769996875E0,-2.442277223E-1,7.267742753E-1,9.710824013E0
1.789998437E0,-4.307169020E-1,6.189202666E-1,9.439035416E0
1.810001562E0,-4.034134150E-1,4.467963576E-1,9.569950104E0
1.831998437E0,-1.996189505E-1,4.000519514E-1,1.035541153E1
1.852000000E0,1.250443608E-1,3.959626555E-1,1.032782936E1
1.873996875E0,4.261679202E-2,4.303242564E-1,9.621731758E0
1.893996875E0,-3.306009471E-1,5.898067951E-1,9.503928185E0
1.913998437E0,-3.019279838E-1,4.365299940E-1,9.861180305E0
1.934003125E0,-1.061110198E-2,2.590143085E-1,1.044569111E1
