"Time (s)","Pressure (hPa)"
8.646781300E-2,1.032062500E3
1.664615630E-1,1.032070801E3
2.464600000E-1,1.032060059E3
3.264615630E-1,1.032054688E3
4.064615630E-1,1.032046875E3
4.864600000E-1,1.032053711E3
5.664600000E-1,1.032052734E3
6.464600000E-1,1.032065918E3
7.264600000E-1,1.032058105E3
8.064600000E-1,1.032066895E3
8.864600000E-1,1.032068359E3
9.664600000E-1,1.032061035E3
1.046461563E0,1.032056641E3
1.126460000E0,1.032058594E3
1.206460000E0,1.032055664E3
1.286460000E0,1.032061523E3
1.366460000E0,1.032057617E3
1.446460000E0,1.032065918E3
1.526460000E0,1.032062012E3
1.606461563E0,1.032056641E3
1.686460000E0,1.032055664E3
1.766460000E0,1.032061523E3
1.846460000E0,1.032058105E3
1.926461563E0,1.032056641E3
2.006460000E0,1.032059082E3
2.086460000E0,1.032069824E3
2.166460000E0,1.032069336E3
2.246461563E0,1.032055176E3
2.326461563E0,1.032062500E3
2.406461563E0,1.032076172E3
2.486460000E0,1.032068359E3
2.566460000E0,1.032056152E3
2.646460000E0,1.032061523E3
2.726460000E0,1.032060059E3
2.806460000E0,1.032059082E3
2.886460000E0,1.032059570E3
2.966460000E0,1.032062500E3
3.046460000E0,1.032066895E3
3.126460000E0,1.032069824E3
3.206460000E0,1.032079102E3
3.286460000E0,1.032067871E3
3.366460000E0,1.032070312E3
3.446460000E0,1.032059082E3
3.526460000E0,1.032060059E3
3.606460000E0,1.032067383E3
3.686460000E0,1.032061523E3
3.766460000E0,1.032050781E3
3.846460000E0,1.032058594E3
3.926460000E0,1.032048340E3
4.006458438E0,1.032038574E3
4.086458438E0,1.032037598E3
4.166460000E0,1.032040039E3
4.246463125E0,1.032043457E3
4.326460000E0,1.032053711E3
4.406460000E0,1.032053223E3
4.486460000E0,1.032059570E3
4.566460000E0,1.032060547E3
4.646460000E0,1.032061523E3
4.726460000E0,1.032062988E3
4.806460000E0,1.032069824E3
4.886460000E0,1.032062012E3
4.966460000E0,1.032045410E3
5.046460000E0,1.032055176E3
5.126461563E0,1.032061035E3
5.206460000E0,1.032055664E3
5.286460000E0,1.032048340E3
5.366460000E0,1.032054199E3
5.446460000E0,1.032054199E3
5.526460000E0,1.032061523E3
5.606460000E0,1.032065430E3
5.686460000E0,1.032064941E3
5.766460000E0,1.032061035E3
5.846460000E0,1.032048828E3
5.926460000E0,1.032056152E3
6.006460000E0,1.032060059E3
6.086460000E0,1.032051270E3
6.166460000E0,1.032048828E3
6.246460000E0,1.032057129E3
6.326460000E0,1.032046875E3
6.406460000E0,1.032046875E3
6.486460000E0,1.032050781E3
6.566460000E0,1.032059082E3
6.646460000E0,1.032034668E3
6.726460000E0,1.032041504E3
6.806460000E0,1.032031250E3
6.886460000E0,1.032027832E3
6.966460000E0,1.032026855E3
7.046460000E0,1.032029785E3
7.126460000E0,1.032028809E3
7.206460000E0,1.032020508E3
7.286460000E0,1.032012207E3
7.366460000E0,1.032019043E3
7.446460000E0,1.032028809E3
7.526460000E0,1.032032715E3
7.606460000E0,1.032025391E3
7.686460000E0,1.032042969E3
7.766460000E0,1.032031738E3
7.846460000E0,1.032029785E3
7.926460000E0,1.032012207E3
8.006460000E0,1.032022949E3
8.086460000E0,1.032017090E3
8.166460000E0,1.032028809E3
8.246460000E0,1.032025391E3
8.326460000E0,1.032028320E3
8.406460000E0,1.032039062E3
8.486461563E0,1.032024414E3
8.566460000E0,1.032026855E3
8.646460000E0,1.032016113E3
8.726460000E0,1.032023438E3
8.806460000E0,1.032027832E3
8.886460000E0,1.032036621E3
8.966460000E0,1.032032227E3
9.046460000E0,1.032028320E3
9.126460000E0,1.032026367E3
9.206460000E0,1.032026855E3
9.286460000E0,1.032026367E3
9.366460000E0,1.032022949E3
9.446460000E0,1.032014160E3
9.526460000E0,1.032013672E3
9.606461563E0,1.032032715E3
9.686461563E0,1.032033203E3
9.766461563E0,1.032037598E3
9.846460000E0,1.032041016E3
9.926460000E0,1.032025391E3
1.000646000E1,1.032023438E3
1.008646000E1,1.032023926E3
1.016646000E1,1.032020508E3
1.024646000E1,1.032031738E3
1.032646000E1,1.032027832E3
1.040646000E1,1.032023926E3
1.048646000E1,1.032032715E3
1.056646000E1,1.032023438E3
1.064646000E1,1.032024414E3
1.072646000E1,1.032024414E3
1.080646000E1,1.032021484E3
1.088646000E1,1.032028320E3
1.096646000E1,1.032037109E3
1.104646000E1,1.032037598E3
1.112646000E1,1.032038574E3
1.120646000E1,1.032038574E3
1.128646000E1,1.032024902E3
1.136646000E1,1.032040527E3
1.144646000E1,1.032041504E3
1.152646000E1,1.032036621E3
1.160646000E1,1.032047363E3
1.168646000E1,1.032047363E3
1.176646000E1,1.032048828E3
1.184646000E1,1.032045898E3
1.192646000E1,1.032038086E3
1.200646000E1,1.032041016E3
1.208646156E1,1.032046387E3
1.216646000E1,1.032043945E3
1.224646000E1,1.032049316E3
1.232646000E1,1.032045410E3
1.240646000E1,1.032045410E3
1.248646000E1,1.032034668E3
1.256646000E1,1.032035156E3
1.264646000E1,1.032030762E3
1.272646000E1,1.032041016E3
1.280646000E1,1.032046875E3
1.288646000E1,1.032051270E3
1.296646156E1,1.032055664E3
1.304646000E1,1.032051270E3
1.312646000E1,1.032053223E3
1.320646000E1,1.032052246E3
1.328646000E1,1.032049805E3
1.336646000E1,1.032046387E3
1.344646000E1,1.032052246E3
1.352646000E1,1.032061523E3
1.360646000E1,1.032062988E3
1.368646000E1,1.032061035E3
1.376646000E1,1.032067383E3
1.384646000E1,1.032062988E3
1.392646000E1,1.032058105E3
1.400646000E1,1.032051270E3
1.408646000E1,1.032059570E3
1.416646000E1,1.032048828E3
1.424646000E1,1.032066895E3
1.432646000E1,1.032059570E3
1.440646000E1,1.032065430E3
1.448646000E1,1.032048340E3
1.456646156E1,1.032056641E3
1.464646000E1,1.032055664E3
1.472646000E1,1.032047852E3
1.480646000E1,1.032034180E3
1.488646000E1,1.032046387E3
1.496646000E1,1.032058594E3
1.504650062E1,1.032059570E3
1.512646156E1,1.032061523E3
1.520646000E1,1.032057617E3
1.528646000E1,1.032054199E3
1.536646000E1,1.032066406E3
1.544646469E1,1.032064453E3
1.552646000E1,1.032064453E3
1.560646000E1,1.032066895E3
1.568646000E1,1.032059082E3
1.576646000E1,1.032071777E3
1.584646000E1,1.032055664E3
1.592646000E1,1.032078125E3
1.600646000E1,1.032069824E3
1.608646000E1,1.032071777E3
1.616646000E1,1.032058594E3
1.624646000E1,1.032061035E3
1.632646000E1,1.032061035E3
1.640646000E1,1.032063965E3
1.648646156E1,1.032078125E3
