"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-3.971568823E0,2.621852160E0,3.465721846E0
2.001406200E-2,-1.673604488E0,4.204945564E0,7.972040653E0
4.200156200E-2,4.473996758E-1,3.474982738E0,1.240076733E1
6.200781200E-2,-8.060510755E-1,2.085464716E0,1.243443108E1
8.400156200E-2,-2.696024418E0,1.535382390E0,9.641651154E0
1.040046870E-1,-3.294507742E0,2.578219891E0,7.453015804E0
1.260062500E-1,-2.335677624E0,3.897042036E0,6.762710094E0
1.460265620E-1,-1.840710163E0,4.278831005E0,7.053624630E0
1.680000000E-1,-2.101046085E0,3.837129593E0,7.908728123E0
1.880000000E-1,-2.883040190E0,3.579571009E0,7.679277420E0
2.080015620E-1,-3.265901804E0,3.747730255E0,6.914531231E0
2.300015620E-1,-2.905066967E0,4.303979874E0,6.364362717E0
2.520015620E-1,-2.322816133E0,4.457879066E0,7.250150204E0
2.720015620E-1,-2.362837553E0,4.734074116E0,8.273020744E0
2.920031250E-1,-2.889504671E0,4.793632507E0,8.771234512E0
3.120093750E-1,-3.501778603E0,4.685423851E0,8.429514885E0
3.340187500E-1,-3.266476393E0,4.895002842E0,8.339914322E0
3.560000000E-1,-3.278792143E0,5.265069962E0,7.812299252E0
3.760015620E-1,-3.379118919E0,5.167932034E0,7.626413345E0
3.960015620E-1,-3.488993406E0,5.091988087E0,7.754350185E0
4.180015620E-1,-3.764843702E0,5.102034092E0,8.879433632E0
4.400015620E-1,-3.772419214E0,3.329080105E0,8.633108139E0
4.620078120E-1,-4.343206406E0,3.386866570E0,9.002638817E0
4.840000000E-1,-3.619113445E0,3.023005486E0,9.362602234E0
5.040015620E-1,-2.060813904E0,2.329203844E0,8.120030403E0
5.240015620E-1,-8.379705548E-1,2.602794170E0,9.801354408E0
5.440015620E-1,5.684218407E-1,1.556164026E0,1.008012486E1
5.640015620E-1,9.980277419E-1,-5.853152871E-1,1.148200703E1
5.860000000E-1,-4.891717911E0,-5.738230944E-1,1.118826771E1
6.060000000E-1,-4.157071590E0,6.390507221E-1,9.392012596E0
6.260000000E-1,-9.362478256E-1,3.531351686E-1,5.329425812E0
6.460000000E-1,-1.301583797E-1,-6.641515493E-1,3.589664698E0
6.660015620E-1,-2.332182407E0,3.420835361E-2,4.646111488E0
6.880015620E-1,-2.686936140E0,-8.647856861E-2,6.686363697E0
7.100000000E-1,-2.345168352E0,-1.510051727E0,7.132786751E0
7.300015620E-1,-2.739742517E0,-1.558816910E0,6.841038704E0
7.500015620E-1,-1.831210017E0,-1.729762793E0,4.405991554E0
7.700015620E-1,2.300540507E-1,-2.554976940E0,-1.062567806E1
7.900015620E-1,1.716786265E0,-4.416555405E0,-1.250817180E0
