"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.588156200E-2,3.800000000E1,-2.625000000E1,-9.562500000E0
4.588000000E-2,3.743750000E1,-2.606250000E1,-1.162500000E1
6.588000000E-2,3.756250000E1,-2.612500000E1,-1.268750000E1
8.588156200E-2,3.781250000E1,-2.618750000E1,-1.281250000E1
1.158800000E-1,3.806250000E1,-2.631250000E1,-1.256250000E1
1.358800000E-1,3.800000000E1,-2.631250000E1,-1.262500000E1
1.558815620E-1,3.781250000E1,-2.600000000E1,-1.275000000E1
1.758893750E-1,3.793750000E1,-2.593750000E1,-1.256250000E1
2.058800000E-1,3.787500000E1,-2.625000000E1,-1.237500000E1
2.258846870E-1,3.768750000E1,-2.656250000E1,-1.225000000E1
2.558800000E-1,3.750000000E1,-2.650000000E1,-1.218750000E1
2.758925000E-1,3.718750000E1,-2.606250000E1,-1.225000000E1
3.058800000E-1,3.725000000E1,-2.581250000E1,-1.187500000E1
3.258878120E-1,3.687500000E1,-2.593750000E1,-1.181250000E1
3.558800000E-1,3.681250000E1,-2.600000000E1,-1.162500000E1
3.758846870E-1,3.650000000E1,-2.593750000E1,-1.168750000E1
4.058815620E-1,3.675000000E1,-2.543750000E1,-1.212500000E1
4.258940620E-1,3.643750000E1,-2.537500000E1,-1.287500000E1
4.558815620E-1,3.637500000E1,-2.506250000E1,-1.406250000E1
4.758878120E-1,3.587500000E1,-2.543750000E1,-1.481250000E1
5.058815620E-1,3.518750000E1,-2.531250000E1,-1.600000000E1
5.258846870E-1,3.481250000E1,-2.518750000E1,-1.718750000E1
5.458878120E-1,3.431250000E1,-2.468750000E1,-1.837500000E1
5.758800000E-1,3.443750000E1,-2.375000000E1,-1.931250000E1
5.958800000E-1,3.462500000E1,-2.331250000E1,-1.950000000E1
6.158800000E-1,3.475000000E1,-2.406250000E1,-1.825000000E1
6.358800000E-1,3.512500000E1,-2.450000000E1,-1.618750000E1
6.558815620E-1,3.493750000E1,-2.512500000E1,-1.481250000E1
