"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.870520800E-2,-4.877266884E-1,5.114364624E-2,-2.198314667E-2
1.023597910E-1,8.030703068E-1,-1.122283936E-2,-5.404620171E-1
1.260143750E-1,2.146517515E0,-1.592319250E0,-7.360458374E-3
1.496689580E-1,1.211401224E0,-5.985355973E-1,1.365661621E-2
1.733234890E-1,4.007226229E-1,5.068387389E-1,1.244406700E0
1.969780730E-1,-1.079336405E-1,9.998629689E-1,3.439544678E0
2.206326560E-1,2.101035118E-1,-6.879300475E-1,3.488760948E0
2.442872390E-1,-4.597842693E-1,-1.273147106E0,1.641582489E0
2.679418230E-1,-5.822714418E-3,-1.050321341E0,-6.890106201E-2
2.915964060E-1,1.162199497E0,-1.152804255E0,-2.043078423E0
3.152509890E-1,1.178880692E0,-1.959821463E0,-4.551448822E-1
3.389055730E-1,-3.340443134E0,7.117687464E-1,-1.193455696E0
3.625601560E-1,-3.505343437E0,9.099521041E-1,7.809076309E-1
3.862147390E-1,-2.446351051E-1,-1.149881124E0,2.766227722E-1
4.098693230E-1,5.928860903E-1,-3.390254974E0,-3.720228672E0
4.335239060E-1,7.833942175E-1,-1.626966715E0,1.739133835E0
4.571784890E-1,-3.610244513E0,7.971555591E-1,2.584939957E0
4.808330730E-1,-3.329400539E0,-2.987954617E-1,-3.438864231E0
5.044877080E-1,-1.182399035E0,1.114974618E0,-1.663845062E0
5.281422910E-1,-2.416520357E0,-7.441095114E-1,2.332969666E0
5.517968750E-1,-4.537996292E0,-1.052184820E0,3.701066971E0
5.754514580E-1,-9.663594961E-1,-3.147768974E-2,-5.484571457E-1
5.991060940E-1,-1.218997717E0,6.903119087E-1,-2.141830444E0
6.227606770E-1,-3.433197737E0,-1.601338625E0,8.154115677E-1
6.464152600E-1,-2.497169971E0,-9.478650093E-1,4.647614479E0
6.700698960E-1,-4.521564960E0,-1.637330055E-1,2.741786957E0
6.937244790E-1,-1.176011443E0,1.172329187E0,1.255958557E0
7.173791140E-1,-2.009565830E0,7.099747658E-1,3.066433907E0
7.410336980E-1,-3.828013659E0,-1.192178726E-1,5.353022575E0
7.646883330E-1,-2.461869955E0,7.585897446E-1,6.805875778E0
7.883429160E-1,7.720663548E-1,1.735568047E0,2.528345108E0
8.119975520E-1,7.529555321E0,2.479079247E0,2.729169846E0
8.356521350E-1,1.048163414E1,4.033162594E0,-6.760497093E-1
8.593067710E-1,5.684747696E-1,2.336159468E0,1.072036266E0
8.829614060E-1,1.531553268E0,1.875212669E0,1.184382439E0
9.066159890E-1,-3.951235771E0,2.007248163E0,8.969750404E-1
9.302706250E-1,-2.049873352E0,2.147177219E0,9.535417557E-1
9.539252600E-1,-1.140693188E0,1.517097950E0,-1.390391350E0
9.775798960E-1,8.237843513E-1,7.547521591E-1,-3.092536449E0
1.001234479E0,2.679958582E0,-7.162938118E-1,1.363648891E0
1.024889114E0,8.750419617E-1,-1.722411156E0,-1.197435379E0
1.048543750E0,-4.991219997E0,-7.348482609E0,7.170677185E-2
1.072198385E0,2.372294426E0,-5.065352917E0,2.481953621E0
1.095853021E0,2.344681263E0,-3.755761623E0,2.896097183E0
1.119507656E0,-3.222379684E-1,-3.298431396E0,2.296190739E0
1.143162291E0,5.768013000E-1,-5.248661041E-1,-4.684120655E0
1.166816927E0,3.219725370E0,2.459504366E0,-3.081262350E0
1.190471562E0,1.104556084E0,3.794370890E0,-2.699923992E0
1.214126250E0,-3.600808144E0,3.267666817E0,2.052270412E0
1.237780885E0,-4.547498703E0,2.620389700E0,2.401806355E0
1.261435521E0,1.099378109E0,3.670071602E0,-1.898210526E0
1.285090156E0,5.348828316E0,3.621600628E0,5.333800316E-1
1.308744844E0,3.845466614E0,2.266410828E0,3.744378090E-1
1.332399479E0,-2.365145683E0,-2.159360886E0,1.791832924E0
1.356054166E0,-5.315753937E0,-2.266752243E0,-7.280459404E-1
1.379708802E0,-3.761148453E-2,-3.131849289E0,1.617174149E-1
1.403363489E0,2.814355373E0,-2.480130196E0,3.094770908E0
1.427018125E0,2.271622181E0,-2.371006966E0,-9.634723663E-1
1.450672812E0,1.768943787E0,-1.043647766E0,-1.071457863E0
1.474327500E0,5.224714279E-1,5.748672485E-1,7.281351089E-2
1.497982135E0,2.842192650E-1,8.747868538E-1,-1.887343884E0
1.521636823E0,-3.843527079E0,1.554247379E0,-1.203796864E0
1.545291510E0,-2.615113974E0,2.111404419E0,-4.812355042E-1
1.568946198E0,-9.341309071E-1,-1.852478981E-1,1.720261574E-1
1.592600885E0,-1.850688934E0,3.711020947E0,7.143183231E0
1.616255573E0,4.700362682E-1,6.895046234E0,1.689357758E0
1.639910260E0,4.588353634E0,-1.501895905E1,9.216709137E-1
1.663564948E0,-6.017602444E0,7.699732780E-1,-6.490185738E0
1.687219635E0,4.487512589E0,-7.641316414E0,6.201739311E-1
1.710874323E0,2.091181517E0,-2.750519753E0,7.359724045E-1
1.734529010E0,-4.831814766E-2,-1.442607403E0,-3.846001625E-1
1.758183750E0,-3.475605249E0,4.647455692E0,-7.142596245E-1
1.781838437E0,-1.253636837E0,1.042504787E0,2.458237171E0
1.805493125E0,1.982570887E0,-3.042368412E0,-1.143973351E0
1.829147864E0,1.239451170E0,-6.204711914E0,-5.394606590E-1
