"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.517619800E-2,-1.266515493E0,-1.614545703E0,1.293469071E-1
9.646531200E-2,-1.609811544E0,-1.921190977E0,1.672194302E-1
1.177544270E-1,-2.188283920E0,-2.424529076E0,-1.175880991E-2
1.390435410E-1,-2.529747486E0,-2.524097204E0,-3.904841244E-1
1.603326560E-1,-2.532191038E0,-1.659748316E0,-5.260922313E-1
1.816217710E-1,-2.091770172E0,-6.829272509E-1,-3.513898849E-1
2.029108850E-1,-1.315994024E0,-6.786513329E-1,1.079672500E-1
2.242000000E-1,-3.764346242E-1,-1.262086749E0,4.928010404E-1
2.454891140E-1,5.074613690E-1,-1.478326678E0,7.579087615E-1
2.667782290E-1,8.354863524E-1,-1.125867844E0,9.399412274E-1
2.880673440E-1,4.647020400E-1,-1.152745128E0,8.098307252E-1
3.093564580E-1,-4.246915579E-1,-1.704951048E0,1.440072358E-1
3.306456250E-1,-1.296446919E0,-2.645655870E0,-1.913478971E-1
3.519347390E-1,-1.545672655E0,-1.943792343E0,5.349494815E-1
3.732238540E-1,-1.035004377E0,-1.434345722E0,1.035844207E0
3.945129690E-1,-4.876088202E-1,-8.527427912E-1,4.909684956E-1
4.158021350E-1,-4.179722369E-1,9.223793745E-1,-4.540122151E-1
4.370912500E-1,1.611109674E-1,1.053711534E0,-1.009348750E0
4.583803640E-1,7.053758502E-1,-1.704263836E-1,-7.558471560E-1
4.796695310E-1,-1.076618284E-1,-1.864993095E0,-6.623111367E-1
5.009586460E-1,-1.005683661E0,-1.891259432E0,-3.697153032E-1
5.222477600E-1,-1.599427223E0,6.536065936E-1,-4.698942602E-1
5.435369270E-1,-9.360470772E-1,5.528167486E-1,2.973299026E-1
5.648260410E-1,-6.433748603E-1,-4.159869850E-1,9.918632507E-1
5.861152080E-1,-1.342260480E0,3.805578351E-1,1.329050899E0
6.074043230E-1,-2.071612120E0,1.243074179E0,1.847660303E0
6.286934890E-1,-2.238984346E0,1.172215939E0,2.365124226E0
6.499826040E-1,-1.695941091E0,4.208737612E-1,1.913020849E0
6.712717710E-1,-1.213982582E0,8.148702383E-1,2.414602757E0
6.925608850E-1,-1.436941862E0,1.416554809E0,2.511116743E0
7.138500520E-1,-1.632412910E0,1.888205290E0,2.319310665E0
7.351391660E-1,-1.593318701E0,2.278536558E0,2.530052900E0
7.564283330E-1,-1.227421165E0,1.808795094E0,2.927714586E0
7.777175000E-1,-6.519267559E-1,9.510892034E-1,2.986966848E0
7.990066660E-1,-6.232169271E-1,1.232689738E0,2.720026493E0
8.202957810E-1,-2.695363462E-1,1.620577812E0,1.380362034E0
8.415849480E-1,-4.289674759E-1,1.286444306E0,5.299099907E-2
8.628741140E-1,-4.937172830E-1,1.107466102E0,2.234173864E-1
8.841632810E-1,-5.187620521E-1,9.181034565E-1,2.771719396E-1
9.054523960E-1,-4.033119082E-1,5.277720094E-1,4.140017331E-1
9.267415620E-1,-3.617742956E-1,3.121429384E-1,7.237012982E-1
9.480307290E-1,-2.811424434E-1,2.809897438E-2,6.485670805E-1
9.693198960E-1,-4.741701782E-1,-3.377985358E-1,5.648810267E-1
9.906090620E-1,-8.731297851E-1,-4.104893506E-1,3.700207174E-1
1.011898229E0,-7.191199064E-1,-6.383354068E-1,-1.583621502E-1
1.033187396E0,-1.039280295E0,-5.864133686E-2,-3.648285270E-1
1.054476562E0,-1.308053017E0,-3.274141252E-1,1.067455560E-1
1.075765729E0,-1.157784581E0,-6.737645268E-1,3.706315756E-1
1.097054896E0,-4.448495209E-1,4.941754341E-1,-1.114796288E-2
1.118344062E0,5.074613690E-1,9.669712186E-1,2.521272004E-1
1.139633229E0,3.938437700E-1,1.048824787E0,5.758762360E-1
1.160922396E0,-2.127275616E-1,7.085828185E-1,2.063136548E-1
1.182211614E0,-5.370874405E-1,4.337015450E-1,-3.978142738E-1
1.203500781E0,-7.674532533E-1,1.057376623E0,-4.961606860E-1
1.224789948E0,-4.308000207E-1,6.316160560E-1,-1.223221645E-1
1.246079166E0,-2.163926363E-1,-1.258345395E-1,4.005630910E-1
