"Time (s)","Pressure (hPa)"
1.508044280E-1,1.013393738E3
1.908078650E-1,1.013378723E3
2.307900530E-1,1.013412476E3
2.707816670E-1,1.013380005E3
3.107825530E-1,1.013353699E3
3.507820840E-1,1.013397461E3
3.907942710E-1,1.013336243E3
4.308021360E-1,1.013381226E3
4.708061980E-1,1.013348755E3
5.108047400E-1,1.013364990E3
5.508031780E-1,1.013436218E3
5.908077610E-1,1.013372498E3
6.308039590E-1,1.013398743E3
6.707819800E-1,1.013391235E3
7.107853650E-1,1.013372498E3
7.507762500E-1,1.013396240E3
7.907808340E-1,1.013402466E3
8.307985940E-1,1.013378723E3
8.708048960E-1,1.013433716E3
9.108067710E-1,1.013318726E3
9.508035940E-1,1.013463745E3
9.907816670E-1,1.013380005E3
1.030807813E0,1.013447449E3
1.070806719E0,1.013457458E3
1.110803646E0,1.013437500E3
1.150781667E0,1.013397461E3
1.190781928E0,1.013391235E3
1.232797813E0,1.013359985E3
1.270783542E0,1.013387451E3
1.310809323E0,1.013399963E3
1.350807553E0,1.013414978E3
1.390808594E0,1.013321228E3
1.430803907E0,1.013401245E3
1.470807292E0,1.013358704E3
1.510804740E0,1.013421204E3
1.550780573E0,1.013432495E3
1.590776719E0,1.013372498E3
1.630791667E0,1.013442505E3
1.670781563E0,1.013406250E3
1.710785469E0,1.013398743E3
1.750805782E0,1.013397461E3
1.790805469E0,1.013356201E3
1.830807344E0,1.013367493E3
1.870807761E0,1.013409973E3
1.910802865E0,1.013382507E3
1.950807292E0,1.013342468E3
1.990782240E0,1.013391235E3
2.030777032E0,1.013343750E3
2.070791459E0,1.013359985E3
2.110792761E0,1.013422485E3
2.150793021E0,1.013489990E3
2.190803907E0,1.013458740E3
2.230791667E0,1.013357483E3
2.270780417E0,1.013399963E3
2.310791511E0,1.013404968E3
2.350806355E0,1.013472473E3
2.390794063E0,1.013482483E3
2.430794636E0,1.013487488E3
2.470775730E0,1.013406250E3
2.510774896E0,1.013408752E3
2.550781042E0,1.013406250E3
2.590775678E0,1.013352478E3
2.630778230E0,1.013442505E3
2.670796407E0,1.013417480E3
2.710810521E0,1.013387451E3
2.750795105E0,1.013396240E3
2.790798542E0,1.013392456E3
2.830792240E0,1.013361206E3
2.870792240E0,1.013384949E3
2.910791459E0,1.013380005E3
2.950790886E0,1.013396240E3
2.990775261E0,1.013399963E3
3.030780209E0,1.013461243E3
3.070775157E0,1.013401245E3
3.110793282E0,1.013408752E3
3.150794584E0,1.013376221E3
3.190795105E0,1.013346252E3
3.230795105E0,1.013353699E3
3.270794115E0,1.013341248E3
3.310799792E0,1.013328735E3
3.350791719E0,1.013354980E3
3.390775625E0,1.013367493E3
3.430784115E0,1.013397461E3
3.470782032E0,1.013434998E3
3.510775000E0,1.013358704E3
3.550795625E0,1.013331238E3
3.590795469E0,1.013326233E3
3.630798282E0,1.013283752E3
3.670801094E0,1.013263733E3
3.710795782E0,1.013271240E3
3.750792761E0,1.013320007E3
3.790860990E0,1.013341248E3
3.830774896E0,1.013354980E3
3.870776407E0,1.013380005E3
3.910783542E0,1.013434998E3
3.950775313E0,1.013468750E3
3.990811771E0,1.013517456E3
4.030795105E0,1.013521240E3
4.070795886E0,1.013418701E3
4.110794323E0,1.013401245E3
4.150793073E0,1.013269958E3
4.190792292E0,1.013063721E3
4.234507865E0,1.013204956E3
4.270831615E0,1.013204956E3
4.310776250E0,1.013372498E3
4.350784584E0,1.013492493E3
4.390776615E0,1.013614990E3
4.430807344E0,1.013501221E3
4.470794896E0,1.013528748E3
4.510795834E0,1.013628723E3
4.550789948E0,1.013513733E3
4.590790157E0,1.013302490E3
4.630791511E0,1.013167480E3
4.670791459E0,1.013224976E3
4.710790625E0,1.013284973E3
4.750780209E0,1.013303711E3
4.790781094E0,1.013556213E3
4.830775990E0,1.013568726E3
4.870811407E0,1.013479980E3
4.910793542E0,1.013513733E3
4.950791250E0,1.013447449E3
4.990799271E0,1.013506226E3
5.030795105E0,1.013404968E3
5.070797344E0,1.013398743E3
5.110780521E0,1.013363708E3
5.150776198E0,1.013378723E3
5.190775365E0,1.013404968E3
5.230781407E0,1.013411255E3
5.270775938E0,1.013399963E3
5.310811563E0,1.013404968E3
5.350797240E0,1.013372498E3
5.390792813E0,1.013384949E3
5.430790469E0,1.013387451E3
5.470794375E0,1.013418701E3
5.510793594E0,1.013452454E3
5.550792813E0,1.013404968E3
5.590788698E0,1.013388733E3
5.630783750E0,1.013399963E3
5.670782240E0,1.013414978E3
5.710775990E0,1.013339966E3
5.750809740E0,1.013394958E3
5.790795886E0,1.013367493E3
5.830793594E0,1.013387451E3
5.870802917E0,1.013399963E3
5.910794844E0,1.013382507E3
5.950792240E0,1.013347473E3
5.990776146E0,1.013329956E3
6.030789167E0,1.013354980E3
6.070785209E0,1.013339966E3
6.110788542E0,1.013309998E3
6.150775834E0,1.013334961E3
6.190809480E0,1.013396240E3
6.230792500E0,1.013348755E3
6.270792240E0,1.013348755E3
6.310795678E0,1.013346252E3
6.350792813E0,1.013369995E3
6.390789636E0,1.013337463E3
6.430776250E0,1.013391235E3
6.470790938E0,1.013401245E3
6.510775573E0,1.013313721E3
6.550776511E0,1.013317505E3
6.590784063E0,1.013353699E3
6.630812396E0,1.013587463E3
6.670795834E0,1.013498718E3
6.710830521E0,1.013323730E3
6.750792813E0,1.013401245E3
6.790792709E0,1.013412476E3
6.830791459E0,1.013361206E3
6.870775521E0,1.013156250E3
6.910791198E0,1.013188721E3
6.950780000E0,1.013323730E3
6.990778073E0,1.013454956E3
7.030775886E0,1.013329956E3
7.070810209E0,1.013298706E3
7.110795938E0,1.013463745E3
7.150791771E0,1.013467468E3
7.190793073E0,1.013357483E3
7.234645209E0,1.013263733E3
7.270809532E0,1.013263733E3
7.310794063E0,1.013334961E3
7.350789375E0,1.013281250E3
7.390776511E0,1.013269958E3
7.430776250E0,1.013174988E3
7.470776355E0,1.013236206E3
7.510806511E0,1.013303711E3
7.550793803E0,1.013331238E3
7.590793594E0,1.013339966E3
7.630802917E0,1.013594971E3
7.670791511E0,1.013799988E3
7.710794323E0,1.013500000E3
7.750789688E0,1.013082458E3
