"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-5.170889854E0,3.529114246E0,8.658727646E0
2.136463600E-2,-3.068794966E0,2.066501379E0,9.149555206E0
4.265057300E-2,-2.669193745E0,5.605186820E-1,1.139043427E1
6.394036500E-2,-3.006581545E0,2.133500576E0,1.140239811E1
8.523026100E-2,-2.489432812E0,3.232404232E0,8.563014984E0
1.065201050E-1,-9.933205247E-1,1.281057477E0,9.128020287E0
1.278099480E-1,-1.591825247E0,2.147857428E0,1.073689461E1
1.490998440E-1,-1.694716692E0,2.183450609E-1,9.652347565E0
1.703896880E-1,-1.073779166E-1,-3.370888829E-1,1.168505001E1
1.916795840E-1,5.700899959E-1,-7.585247755E-1,1.121575832E1
2.129694280E-1,-1.010070205E0,-1.819143414E0,1.044736290E1
2.342592710E-1,-1.742573142E0,-3.973880291E0,-3.598206937E-1
2.555491670E-1,4.241278172E-1,7.686942816E-2,1.537657738E1
2.768390110E-1,-1.725823283E0,9.125627279E-1,1.289880943E1
2.981289070E-1,-2.848655462E0,1.206879973E0,1.207986641E1
3.194187500E-1,1.865205288E0,1.906182289E0,1.794796371E1
3.407086460E-1,2.538186550E0,1.034596682E0,1.614048576E1
3.619984900E-1,1.989033818E-1,1.439282775E0,9.451350212E0
3.832883340E-1,2.389532566E0,4.082155228E0,7.004390240E0
4.045782300E-1,5.901896954E0,5.068596363E0,1.070818043E1
4.258680730E-1,6.447759628E0,5.018347263E0,1.741167259E1
4.471579690E-1,8.504091263E0,3.294617653E0,1.457946873E1
4.684478130E-1,7.726125240E0,2.736790895E0,7.025925636E0
4.897377090E-1,5.925825119E0,2.626721144E0,2.312064886E0
5.110276050E-1,-5.383850932E-1,2.504687071E0,3.154936552E0
5.323174480E-1,-6.832406044E0,5.246263742E-1,5.125126839E0
5.536073440E-1,-1.073480034E1,2.370389938E0,1.692921966E-1
5.748971880E-1,-1.380150223E1,6.019145489E0,-4.578067780E0
5.961870840E-1,-1.281057453E1,6.799504757E0,-1.928016901E0
6.174769280E-1,-2.707478762E0,6.346961975E0,1.141376376E0
6.387668230E-1,4.791028976E0,5.317749023E0,1.775773525E0
6.600566670E-1,2.066501379E0,6.509973049E0,3.008974493E-1
6.813465630E-1,-4.479064941E0,6.696613312E0,-1.942373753E0
7.026364590E-1,-4.658526421E0,5.624030590E0,1.981556296E0
7.239263030E-1,4.436592102E0,5.997610092E0,-2.727518797E0
7.452161980E-1,6.495615959E0,6.177071571E0,-5.392225742E0
7.665060940E-1,-8.022236824E0,1.298824120E1,1.933699846E0
7.877959380E-1,6.833003998E0,1.570319748E1,-6.448058605E0
