"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
8.317463600E-2,2.525625038E1,3.142500114E1,-3.650625229E1
1.031746360E-1,2.291250038E1,3.303750229E1,-3.660000229E1
1.231746360E-1,2.131875038E1,3.442500305E1,-3.676875305E1
1.431746360E-1,1.906875038E1,3.652500153E1,-3.667500305E1
1.631746360E-1,1.683750153E1,3.855000305E1,-3.549375153E1
1.831746360E-1,1.603125000E1,4.050000000E1,-3.459375000E1
2.031746360E-1,1.620000076E1,4.183125305E1,-3.341250229E1
2.231746360E-1,1.687500000E1,4.263750076E1,-3.285000229E1
2.431746360E-1,1.756875038E1,4.280625153E1,-3.350625229E1
2.631746360E-1,1.899375153E1,4.250625229E1,-3.423750305E1
2.831746360E-1,2.066250038E1,4.231875229E1,-3.564375305E1
3.031746360E-1,2.246250153E1,4.151250076E1,-3.721875000E1
3.231746360E-1,2.418750191E1,4.134375000E1,-3.945000076E1
3.431746360E-1,2.446875191E1,4.010625076E1,-4.263750076E1
3.631746360E-1,2.355000114E1,3.750000000E1,-4.625625229E1
3.831746360E-1,2.156250000E1,3.348750305E1,-5.118750381E1
4.031746360E-1,1.854375076E1,2.812500191E1,-5.548125076E1
4.231746360E-1,1.503750038E1,2.203125000E1,-5.919375229E1
4.431746360E-1,9.862500191E0,1.515000057E1,-6.180000305E1
4.631746360E-1,3.262500048E0,7.912500381E0,-6.161250305E1
4.831746360E-1,-4.143750191E0,-3.937500119E-1,-5.938125229E1
5.031746360E-1,-1.162500000E1,-8.962500572E0,-5.538750076E1
5.231746360E-1,-1.760625076E1,-1.723125076E1,-4.965000153E1
5.431746360E-1,-2.079375076E1,-2.465625191E1,-4.387500000E1
5.631746360E-1,-2.186250114E1,-3.112500191E1,-3.840000153E1
5.831746360E-1,-2.143125153E1,-3.658125305E1,-3.305625153E1
6.031746360E-1,-1.976250076E1,-4.044375229E1,-2.964375114E1
6.231746360E-1,-1.807500076E1,-4.327500153E1,-2.724375153E1
6.431746360E-1,-1.715625000E1,-4.507500076E1,-2.566875076E1
6.631746360E-1,-1.668750000E1,-4.610625076E1,-2.473125076E1
6.831746360E-1,-1.663125038E1,-4.741875076E1,-2.306250000E1
7.031746360E-1,-1.710000038E1,-4.856250381E1,-2.094375038E1
7.231746360E-1,-1.755000114E1,-4.961250305E1,-1.882500076E1
7.431746360E-1,-1.822500038E1,-5.043750381E1,-1.625625038E1
7.631746360E-1,-1.908750153E1,-5.116875076E1,-1.391250038E1
7.831746360E-1,-2.047500038E1,-5.143125153E1,-1.171875000E1
8.031746360E-1,-2.190000153E1,-5.137500381E1,-9.750000000E0
8.231746360E-1,-2.351250076E1,-5.086875153E1,-8.362500191E0
8.431746360E-1,-2.574375153E1,-4.951875305E1,-7.425000191E0
8.631746360E-1,-2.776875114E1,-4.843125153E1,-6.637500286E0
8.831746360E-1,-3.011250114E1,-4.678125000E1,-5.737500191E0
9.031746360E-1,-3.255000305E1,-4.494375229E1,-4.856250286E0
9.231746360E-1,-3.435000229E1,-4.284375000E1,-4.893750191E0
9.431746360E-1,-3.592500305E1,-4.065000153E1,-5.887500286E0
9.631746360E-1,-3.705000305E1,-3.873750305E1,-7.012500286E0
9.831746360E-1,-3.763125229E1,-3.744375229E1,-8.456250191E0
1.003174636E0,-3.819375229E1,-3.748125076E1,-8.493750572E0
1.023174636E0,-3.855000305E1,-3.765000153E1,-6.975000381E0
1.043174636E0,-3.858750153E1,-3.810000229E1,-5.400000095E0
1.063174636E0,-3.855000305E1,-3.864375305E1,-3.468750238E0
1.083174636E0,-3.864375305E1,-3.871875000E1,-2.043750048E0
1.103174636E0,-3.898125076E1,-3.838125229E1,-1.912500024E0
1.123174636E0,-3.918750000E1,-3.832500076E1,-2.081250191E0
1.143174636E0,-3.926250076E1,-3.886875153E1,-2.343750000E0
1.163174636E0,-3.920625305E1,-3.952500153E1,-2.493750095E0
1.183174636E0,-3.886875153E1,-4.027500153E1,-1.518750072E0
1.203174636E0,-3.847500229E1,-4.089375305E1,-3.000000119E-1
1.223174636E0,-3.778125000E1,-4.132500076E1,1.031250000E0
1.243174636E0,-3.723750305E1,-4.164375305E1,2.175000191E0
1.263174636E0,-3.628125000E1,-4.275000000E1,2.268750191E0
1.283174636E0,-3.558750153E1,-4.331250000E1,2.118750095E0
1.303174636E0,-3.525000000E1,-4.400625229E1,1.462500095E0
1.323174636E0,-3.450000000E1,-4.492500305E1,7.125000358E-1
1.343174636E0,-3.391875076E1,-4.541250229E1,-0.000000000E0
1.363174636E0,-3.311250305E1,-4.623750305E1,-5.625000000E-1
1.383174636E0,-3.245625305E1,-4.661250305E1,-1.275000095E0
1.403174636E0,-3.191250038E1,-4.685625076E1,-1.987500072E0
1.423174636E0,-3.189375114E1,-4.659375000E1,-2.718750000E0
1.443174636E0,-3.228750229E1,-4.612500000E1,-3.693750143E0
1.463174636E0,-3.256875229E1,-4.599375153E1,-4.500000000E0
1.483174636E0,-3.324375153E1,-4.539375305E1,-5.287500381E0
1.503174636E0,-3.386250305E1,-4.479375076E1,-5.962500095E0
1.523174636E0,-3.446250153E1,-4.410000229E1,-6.581250191E0
1.543174636E0,-3.530625153E1,-4.271250153E1,-6.900000095E0
1.563174636E0,-3.601875305E1,-4.141875076E1,-6.993750095E0
1.583174636E0,-3.663750076E1,-4.023750305E1,-7.293750286E0
1.603174636E0,-3.723750305E1,-3.909375000E1,-8.006250381E0
1.623174636E0,-3.793125153E1,-3.783750153E1,-9.150000572E0
1.643174636E0,-3.856875229E1,-3.682500076E1,-1.053750038E1
1.663174636E0,-3.898125076E1,-3.581250000E1,-1.151250076E1
1.683174636E0,-3.896250153E1,-3.600000000E1,-1.179375076E1
1.703174636E0,-3.849375153E1,-3.669375229E1,-1.134375000E1
1.723174636E0,-3.798750305E1,-3.785625076E1,-1.065000057E1
1.743174636E0,-3.708750153E1,-3.961875153E1,-9.487500191E0
1.763174636E0,-3.641250229E1,-4.072500229E1,-8.306250572E0
1.783174636E0,-3.570000076E1,-4.192500305E1,-7.518750191E0
1.803174636E0,-3.536250305E1,-4.254375076E1,-6.712500095E0
1.823174636E0,-3.534375000E1,-4.261875153E1,-6.656250477E0
1.843174636E0,-3.528750229E1,-4.261875153E1,-7.200000286E0
1.863174636E0,-3.534375000E1,-4.201875305E1,-7.968750477E0
1.883174636E0,-3.528750229E1,-4.126875305E1,-9.150000572E0
1.903174636E0,-3.506250000E1,-4.087500000E1,-1.050000000E1
1.923174636E0,-3.506250000E1,-4.050000000E1,-1.141875076E1
1.943174636E0,-3.495000076E1,-4.066875076E1,-1.203750038E1
1.963174636E0,-3.438750076E1,-4.132500076E1,-1.248750019E1
1.983174636E0,-3.395625305E1,-4.205625153E1,-1.190625000E1
2.003174636E0,-3.294375229E1,-4.293750000E1,-1.194375038E1
2.023174636E0,-3.191250038E1,-4.432500076E1,-1.192500019E1
2.043174636E0,-3.088125038E1,-4.552500153E1,-1.147500038E1
2.063174636E0,-2.983125114E1,-4.635000229E1,-1.173750019E1
2.083174636E0,-2.962500191E1,-4.644375229E1,-1.200000000E1
2.103174636E0,-2.953125191E1,-4.535625076E1,-1.282500076E1
2.123174636E0,-3.011250114E1,-4.305000305E1,-1.528125095E1
2.143174636E0,-3.080625153E1,-4.014375305E1,-1.854375076E1
2.163174636E0,-3.067500114E1,-3.680625153E1,-2.221875000E1
2.183174636E0,-3.063750076E1,-3.375000000E1,-2.617500114E1
2.203174636E0,-2.990625191E1,-3.204375076E1,-2.855625153E1
2.223174636E0,-2.891250038E1,-3.061875153E1,-3.063750076E1
2.243174636E0,-2.793750191E1,-2.971875191E1,-3.208125305E1
2.263174636E0,-2.643750191E1,-2.836875153E1,-3.375000000E1
2.283174636E0,-2.445000076E1,-2.595000076E1,-3.693750000E1
2.303174636E0,-2.236875153E1,-2.319375038E1,-3.980625153E1
2.323174636E0,-1.912500000E1,-1.996875000E1,-4.290000153E1
2.343174636E0,-1.539375019E1,-1.736250114E1,-4.569375229E1
2.363174636E0,-1.158750057E1,-1.500000095E1,-4.756875229E1
2.383174636E0,-7.331250191E0,-1.290000057E1,-4.920000076E1
2.403174636E0,-3.881250143E0,-1.160625076E1,-5.075625229E1
2.423174636E0,-5.062500238E-1,-9.993750572E0,-5.122500229E1
2.443174636E0,2.700000048E0,-8.906250000E0,-5.116875076E1
2.463174636E0,5.512500286E0,-7.837500095E0,-5.092500305E1
2.483174636E0,7.893750191E0,-7.068750381E0,-5.060625076E1
2.503174636E0,9.956250191E0,-6.618750095E0,-5.040000153E1
2.523174636E0,1.183125019E1,-5.962500095E0,-5.040000153E1
2.543174636E0,1.378125095E1,-5.850000381E0,-5.040000153E1
2.563174636E0,1.541250038E1,-5.325000286E0,-4.989375305E1
2.583174636E0,1.687500000E1,-5.081250191E0,-4.965000153E1
2.603174636E0,1.833750153E1,-4.950000286E0,-4.957500076E1
2.623174636E0,2.000625038E1,-4.556250095E0,-4.912500381E1
2.643174636E0,2.161875153E1,-4.031250000E0,-4.876875305E1
2.663174636E0,2.295000076E1,-3.412500143E0,-4.835625076E1
2.683174636E0,2.373750114E1,-2.943750143E0,-4.783125305E1
2.703174636E0,2.420625114E1,-2.512500048E0,-4.751250076E1
2.723174636E0,2.493750191E1,-2.362500191E0,-4.751250076E1
2.743174636E0,2.566875076E1,-1.668750048E0,-4.743750000E1
2.763174636E0,2.610000038E1,-5.250000358E-1,-4.743750000E1
2.783174636E0,2.596875191E1,3.937500119E-1,-4.800000000E1
2.803174636E0,2.471250153E1,1.725000024E0,-4.837500381E1
2.823174636E0,2.313750076E1,3.000000000E0,-4.920000076E1
2.843174636E0,2.201250076E1,4.256250381E0,-4.953750229E1
2.863174636E0,2.118750000E1,6.487500191E0,-4.970625305E1
2.883174636E0,2.109375000E1,8.756250381E0,-4.944375229E1
2.903174636E0,2.100000000E1,1.110000038E1,-4.880625153E1
2.923174636E0,2.062500000E1,1.314375019E1,-4.824375153E1
2.943174636E0,1.998750114E1,1.466250038E1,-4.732500076E1
2.963174636E0,1.993125153E1,1.578750038E1,-4.636875153E1
2.983174636E0,2.011875153E1,1.665000153E1,-4.520625305E1
3.003174636E0,2.043750000E1,1.738125038E1,-4.335000229E1
